year,district,split,observed,predicted
2020,Luanshya,val,0.048718311810202364,-0.022710200168826182
2021,Luanshya,val,0.010687558574882794,0.060390307932511614
2016,Lufwanyama,val,0.061676326468179554,0.03285858199876949
2017,Lufwanyama,val,0.02079527811646631,0.01080202328591854
2019,Lufwanyama,val,-0.020554426242923696,-0.03489691468923884
2020,Lufwanyama,val,0.0014043852264460366,0.009058591178521506
2021,Lufwanyama,val,0.02183472150532295,0.05384111801205409
2016,Lukulu,val,0.06237463129711407,0.044990542767490704
2017,Lukulu,val,0.057551504881494464,0.016732624899409885
2019,Lukulu,val,-0.19419049796771773,-0.09775925133296827
2020,Lukulu,val,0.01930147257357262,0.02132918100621448
2021,Lukulu,val,0.03882877088724962,-0.022152062876185034
2016,Lundazi,val,-0.030863392451041083,-0.004106789287239293
2017,Lundazi,val,0.08521602032329867,0.02919304671212283
2019,Lundazi,val,-0.030232015469764284,-0.028898975250250675
2020,Lundazi,val,0.004463857331457488,-0.014043175807901383
2021,Lundazi,val,-0.009002150436804968,-0.031106229513273978
2016,Lusaka,val,0.28575833626474056,0.2358101321681551
2017,Lusaka,val,-0.044385177747291504,-0.025529107916851763
2019,Lusaka,val,-0.18433729165297597,-0.11602427884811617
2020,Lusaka,val,0.06649683969186704,-0.10004815311548639
2021,Lusaka,val,-0.07463079546867857,-0.03529868163026484
2016,Luwingu,val,-0.008630892805414625,-0.0115190617001056
2017,Luwingu,val,0.02225829185385142,0.09368887204083484
2019,Luwingu,val,-0.03901335025629438,-0.015358750701704156
2020,Luwingu,val,-0.052900445653144446,-0.025959902578900327
2021,Luwingu,val,0.0689904905636618,0.020772749686553706
2016,Mambwe,val,-0.012151113456480012,-0.029148829134893424
2017,Mambwe,val,0.07318070079615163,0.07487025076686019
2019,Mambwe,val,-0.023105431827734835,-0.014787528002824872
2020,Mambwe,val,-0.009916652507894308,-0.04036083564059435
2021,Mambwe,val,0.08590054648125162,0.0288431568870477
2016,Mansa,val,0.0027671197041942985,-0.018238440370185606
2017,Mansa,val,-0.03905532662260425,0.00886409933135075
2019,Mansa,val,0.0081639021161094,-0.023710881000423095
2020,Mansa,val,-0.03131612503480519,-0.011091042029641108
2021,Mansa,val,0.06939266451727477,0.04770679316117723
2016,Masaiti,val,-0.013007163996516136,0.016691124446070224
2017,Masaiti,val,-0.03952331780925966,-0.03307403872875301
2019,Masaiti,val,0.03488530552374136,-0.00828143395769187
2020,Masaiti,val,0.037504758881595324,0.015375743114549185
2021,Masaiti,val,0.03470982206890272,0.011846135560365423
2016,Mazabuka,val,0.10800138861033887,0.1047689619676271
2017,Mazabuka,val,0.1895493605638337,0.15610053578925218
2019,Mazabuka,val,-0.24378542904262318,-0.18202733893889408
2020,Mazabuka,val,-0.01941967317105847,-0.14937198617136796
2021,Mazabuka,val,0.007225651958929213,0.028963774170453316
2016,Mbala,val,-0.044759358272086325,0.06600626904581253
2017,Mbala,val,0.04458090349251842,0.1327005082011828
2019,Mbala,val,-0.07279346794300295,0.03883906166358275
2020,Mbala,val,0.002850933920634069,0.01815369976600139
2021,Mbala,val,0.051684393989365196,0.021287328986298627
2016,Milenge,val,-0.027734035402102952,0.022285642405755875
2017,Milenge,val,0.02648597559079857,0.10191027288652627
2019,Milenge,val,0.030881160972409005,0.05455554571230529
2020,Milenge,val,-0.09843849982216535,-0.009882056808208627
2021,Milenge,val,0.05927225896627675,0.02985647885234535
2016,Mkushi,val,0.06935315956127841,0.08911956996753272
2017,Mkushi,val,0.02543903735224784,0.06758172337830362
2019,Mkushi,val,-0.0653030786622607,-0.051657708974428666
2020,Mkushi,val,-0.02275146920328086,-0.02823346927365075
2021,Mkushi,val,0.03925475818642554,0.01035589499087441
2016,Mongu,val,0.09128751785134961,0.026180768775928558
2017,Mongu,val,-0.005001472646082167,0.01665025699463797
2019,Mongu,val,-0.09117018042011904,-0.05669940369586945
2020,Mongu,val,-0.01650198257861965,-0.0008570951075811779
2021,Mongu,val,0.0656941988872147,0.04398591666986729
2016,Monze,val,0.015838327683480424,-0.0785020436734584
2017,Monze,val,0.13139787635483707,0.06994332604923881
2019,Monze,val,-0.3006348887122329,-0.1651198769739583
2020,Monze,val,0.08770094878561147,-0.08758805666405074
2021,Monze,val,0.12417754994695707,0.01321056082970678
2016,Mpika,val,0.011708896810144198,-0.044008169100327704
2017,Mpika,val,0.029931970601243973,0.04152252381360651
2019,Mpika,val,-0.011943090644971566,-0.011754428852545308
2020,Mpika,val,-0.026181790074250588,-0.013856438910367058
2021,Mpika,val,0.010866795298649978,0.027446139854475377
2016,Mpongwe,val,0.031854011583761,0.06101511487145722
2017,Mpongwe,val,0.08153174985458533,0.07115826788466836
2019,Mpongwe,val,-0.017756211539132427,-0.002575384265586801
2020,Mpongwe,val,-0.013990550764812593,-0.018358614759573726
2021,Mpongwe,val,-0.04408563149014422,-0.003640819865245756
2016,Mporokoso,val,-0.003791157891677832,-0.03530536436006653
2017,Mporokoso,val,-0.003945934200756618,-0.026215017590822197
2019,Mporokoso,val,0.007120547877355721,-0.006349858188810327
2020,Mporokoso,val,0.01980404973331118,-0.0040657646026180504
2021,Mporokoso,val,0.028631112227227917,0.0026889776484683957
2016,Mpulungu,val,0.03683089264854944,0.08991491842586727
2017,Mpulungu,val,0.023362235167962098,0.026668377616562825
2019,Mpulungu,val,-0.1344963699293199,-0.03706910471925885
2020,Mpulungu,val,-0.04082210742966896,-0.030456274805002913
2021,Mpulungu,val,0.13682681027617016,0.07417253619231337
2016,Mufulira,val,0.03696879366479566,0.13699137448221368
2017,Mufulira,val,-0.028091690245905854,0.040106037647318245
2019,Mufulira,val,-0.047279386366956055,0.00908188654264928
2020,Mufulira,val,0.011839049041168725,0.046668328385482974
2021,Mufulira,val,0.03361112806286881,0.055879405396988574
2016,Mufumbwe,val,0.061943861863204996,0.028357039484880164
2017,Mufumbwe,val,-0.02857734361604325,0.05055167091694075
2019,Mufumbwe,val,-0.033528483787962804,0.01112097084584791
2020,Mufumbwe,val,0.035415819962917316,0.05230306785488038
2021,Mufumbwe,val,-0.050942104647867414,0.005033398942923567
2016,Mumbwa,val,0.12156673375469507,0.09287671368912438
2017,Mumbwa,val,0.07147787406549733,0.06494116809732638
2019,Mumbwa,val,-0.2017147138925714,-0.08614097254493078
2020,Mumbwa,val,-0.06081671698515351,-0.12191777621714538
2021,Mumbwa,val,0.03628475541698717,0.03894492799864882
2016,Mungwi,val,0.04053847464789806,0.06543680706036858
2017,Mungwi,val,-0.009052158174475022,0.06560383851812188
2019,Mungwi,val,-0.038572439419392146,0.04179437310274006
2020,Mungwi,val,-0.016711330922902445,0.026318947905878624
2021,Mungwi,val,0.0017811565889718217,0.018823174019354186
2016,Mwense,val,0.046674824489016054,0.08208983261038501
2017,Mwense,val,0.014688105906800697,0.07784191471260662
2019,Mwense,val,0.007101354800846171,0.049602157367556195
2020,Mwense,val,-0.09119929499621493,-0.03879907717225735
2021,Mwense,val,0.019596316188457696,0.02943111052813829
2016,Mwinilunga,val,0.01926190825989782,0.0629170909376328
2017,Mwinilunga,val,-0.015477834120109168,0.040652139366168155
2019,Mwinilunga,val,0.04455539335719794,0.04244830213895909
2020,Mwinilunga,val,-0.05030456214735357,0.02895090258097056
2021,Mwinilunga,val,0.011404513245912518,0.015057085226953626
2016,Namwala,val,0.09293313074838766,0.08673867519992495
2017,Namwala,val,0.03473484024854889,0.019210769932493512
2019,Namwala,val,-0.19312256636596004,-0.13140277340325346
2020,Namwala,val,0.14707350064399277,0.0025056775790971413
2021,Namwala,val,0.012190710288998985,0.015399444951430516
2016,Nchelenge,val,0.04824421469187501,0.01440925236622066
2017,Nchelenge,val,0.0007825991067405003,0.03968914398813384
2019,Nchelenge,val,-0.09028571993745071,-0.009413040129426077
2020,Nchelenge,val,0.030605240865464234,0.022064009858113427
2021,Nchelenge,val,0.023311400489963163,0.0443877250037921
2016,Ndola,val,0.08484009464684772,0.054076456359028136
2017,Ndola,val,-0.05123559632608554,0.090260016336936
2019,Ndola,val,-0.024136210614493114,0.04892871734953188
2020,Ndola,val,-0.060093917555792964,-0.003471730698800631
2021,Ndola,val,0.019317402001094885,0.07280701181109206
2016,Nyimba,val,0.007253200941417903,0.029328337803623886
2017,Nyimba,val,0.02803649069835784,0.09070978232089641
2019,Nyimba,val,-0.07063121950296164,0.012119703998890783
2020,Nyimba,val,0.05482825191210294,0.03243481116972306
2021,Nyimba,val,-0.037289162951090304,0.052122293080479686
2016,Petauke,val,0.0018424543747271316,-0.012358299679087045
2017,Petauke,val,0.010511677029865718,-0.021248287573995113
2019,Petauke,val,-0.024166866884346327,-0.017238315017016566
2020,Petauke,val,-0.0027512563733458895,-0.009757589522203175
2021,Petauke,val,0.057222942483706185,0.01361920944233705
2016,Samfya,val,0.030641446254394578,0.04326487446734405
2017,Samfya,val,0.01160763516836738,0.09948489969822916
2019,Samfya,val,-0.06691981839586769,0.029406225495543836
2020,Samfya,val,-0.04933325206634864,0.10524509796920262
2021,Samfya,val,0.06352281240036273,0.10617016658861128
2016,Senanga,val,0.050221275504431506,0.04376385004333159
2017,Senanga,val,0.046578912724365734,0.047921750802151816
2019,Senanga,val,-0.14532719662210475,-0.0779323754907188
2020,Senanga,val,-0.010545672263687467,0.009769513083468337
2021,Senanga,val,0.03733137984076276,0.015951903078033732
2016,Serenje,val,-0.0008647299901916039,-0.013471611196308702
2017,Serenje,val,-0.04033799415470807,-0.007752816869440873
2019,Serenje,val,-0.01563954426908165,0.020242055533806903
2020,Serenje,val,0.043923845920246896,0.013888493061367711
2021,Serenje,val,0.02963142113710704,0.0024545351098350992
2016,Sesheke,val,0.00032465912105758554,-0.01298022673156119
2017,Sesheke,val,0.0022422862013455613,0.03598794674607719
2019,Sesheke,val,-0.1384098047077499,-0.0593533518239723
2020,Sesheke,val,0.13571320535388554,0.05099182576351087
2021,Sesheke,val,0.005724436678255229,-0.022350709543392147
2016,Shangombo,val,-0.006879981411118813,-0.054749720391320054
2017,Shangombo,val,0.04216703896506521,0.02536683720306907
2019,Shangombo,val,-0.15835491091276274,-0.13895137917330433
2020,Shangombo,val,0.07107168665151262,-0.04457058829367265
2021,Shangombo,val,0.07412376423798991,0.044975485418397965
2016,Siavonga,val,0.11174494916593461,0.08083854028454904
2017,Siavonga,val,0.07372408774234931,0.09797510146832056
2019,Siavonga,val,-0.21114262226355143,-0.14480155204461856
2020,Siavonga,val,-0.0552889854068396,-0.19761139806100883
2021,Siavonga,val,0.13102791236552105,0.019436295247564205
2016,Sinazongwe,val,0.12424594577414325,0.011925150170541356
2017,Sinazongwe,val,0.08766055858020985,0.025558426777305868
2019,Sinazongwe,val,-0.20594351613941903,-0.18004979917248465
2020,Sinazongwe,val,-0.02114249690259415,-0.0921979206441052
2021,Sinazongwe,val,0.015272830989983693,0.002450532219691383
2016,Solwezi,val,-0.03953235889702372,0.023806354283110648
2017,Solwezi,val,-0.09545347831536466,-0.00019462662737123985
2019,Solwezi,val,0.0377610073585552,-0.016972038445274097
2020,Solwezi,val,0.027622444934275014,0.018633110334276178
2021,Solwezi,val,0.05467880567423006,0.006110133822583627
2016,Zambezi,val,-0.001182061450670291,0.05662239889428925
2017,Zambezi,val,-0.04031641085570159,-0.010199283564698687
2019,Zambezi,val,-0.09715912548939759,-0.06545824164412717
2020,Zambezi,val,-0.006902940244633449,-0.007916334050157618
2021,Zambezi,val,0.16347783253790105,0.012679858176073956
2016,Chadiza,val,-0.04500869153683784,-0.03421472130200135
2017,Chadiza,val,0.08529937368543739,0.03958049642315826
2018,Chadiza,val,-0.14227036031162804,0.033571489996291184
2020,Chadiza,val,0.05563018980761636,0.014800613651925745
2021,Chadiza,val,0.05452728745231439,0.03257908478030824
2016,Chama,val,-0.11642532291242169,-0.0029399727119094644
2017,Chama,val,0.04952194102600632,0.023233845795945087
2018,Chama,val,-0.043836185457490184,0.03821348445605172
2020,Chama,val,0.06215156054406096,0.009367661118322976
2021,Chama,val,0.06571082492852626,0.012799834254704386
2016,Chavuma,val,0.06421685499050533,0.024675753760456484
2017,Chavuma,val,-0.01242421553577333,0.014168587115081389
2018,Chavuma,val,-0.03871561926978212,0.05041579285942542
2020,Chavuma,val,0.020765888502522145,0.011079962652360865
2021,Chavuma,val,0.12304610059548338,0.02115906179129732
2016,Chibombo,val,0.09182583199266792,0.02937640502348978
2017,Chibombo,val,0.023658590012316405,0.02033406791370836
2018,Chibombo,val,0.012249962681184723,-0.0009737784915449729
2020,Chibombo,val,-0.01458371625716881,-0.05481228400464317
2021,Chibombo,val,0.039036597466846734,0.015846026990020527
2016,Chiengi,val,0.0649594197716385,0.0036058593134187973
2017,Chiengi,val,-0.044073255707390124,-0.0008321712768466893
2018,Chiengi,val,-0.04033033135808156,0.04861858960883203
2020,Chiengi,val,0.04911110621528597,0.025521508622589145
2021,Chiengi,val,-0.015442112714791345,-0.0007943485690054832
2016,Chililabombwe,val,-0.00961735252386009,0.0032846666234893785
2017,Chililabombwe,val,-0.08861688755559372,0.01142378743877563
2018,Chililabombwe,val,-0.018182574832474874,0.02144842497960359
2020,Chililabombwe,val,0.0019528593796006577,-0.006011010419739294
2021,Chililabombwe,val,0.12251069499143918,0.042077682275478506
2016,Chilubi,val,-0.04678806177930883,0.022080819977313253
2017,Chilubi,val,0.07177876218263068,0.013741283055674227
2018,Chilubi,val,-0.004252398685485326,0.03128893142706704
2020,Chilubi,val,-0.07179418558608508,0.00929994350110159
2021,Chilubi,val,-0.002857167735820898,0.005306187490636611
2016,Chingola,val,0.0031081262542749233,0.017825177036460187
2017,Chingola,val,-0.053977591498097666,-0.012288656472984171
2018,Chingola,val,-0.07320735090563657,0.03480561387854654
2020,Chingola,val,-0.007916342904599305,0.008415574053585683
2021,Chingola,val,0.1913712602062546,0.0037273692662534532
2016,Chinsali,val,-0.019616539804436783,0.025828710937058047
2017,Chinsali,val,0.06672188621414998,0.026111386932752216
2018,Chinsali,val,-0.00835722040516429,0.012790302093875973
2020,Chinsali,val,-0.01728867621466823,0.012718008633810018
2021,Chinsali,val,0.028550987081559898,0.0040769314818646565
2016,Chipata,val,-0.0278419219882296,-0.009842323566026566
2017,Chipata,val,0.008510319327628468,0.02528980117969172
2018,Chipata,val,-0.02797152360163213,0.06255074355841461
2020,Chipata,val,0.04348630170907841,0.011576168546615547
2021,Chipata,val,0.05130519243434972,0.02553469590339489
2016,Choma,val,0.0770342262082171,-0.03234309207955975
2017,Choma,val,0.10992595138816114,-0.03904191577677878
2018,Choma,val,-0.02750872955904954,0.005631100772466145
2020,Choma,val,0.05999103323829014,-0.02645869232361412
2021,Choma,val,0.08072057258733473,0.0001664899815444357
2016,Chongwe,val,0.0836814189990896,-0.009677317170154947
2017,Chongwe,val,0.07497185944833279,0.01498845945579222
2018,Chongwe,val,-0.0032454558291505897,-0.03306001806586893
2020,Chongwe,val,0.04390074716583675,-0.017191220904484446
2021,Chongwe,val,0.05541265157069836,0.012712104248013192
2016,Gwembe,val,0.14734181466759766,-0.017722069927996832
2017,Gwembe,val,0.14094445571894448,-0.006668790232794215
2018,Gwembe,val,-0.06468779210532538,-0.004966744966589099
2020,Gwembe,val,-0.012257303072055414,-0.01803778112151931
2021,Gwembe,val,0.10655692532023314,0.039748162385020054
2016,Isoka,val,0.020317363399267818,0.019686958750847524
2017,Isoka,val,0.0010913836746365702,0.013623620303360263
2018,Isoka,val,0.0024858513235125335,0.02677295572181494
2020,Isoka,val,-0.04588476689976706,-0.02269036207502409
2021,Isoka,val,0.03795036698570642,0.02035283076992249
2016,Itezhi-Tezhi,val,0.006207286509726295,-0.02580537083936895
2017,Itezhi-Tezhi,val,0.10849131050277427,-0.0008040981888990696
2018,Itezhi-Tezhi,val,0.024681655291172666,0.03101692621127327
2020,Itezhi-Tezhi,val,-0.08345212021139065,-0.019362258678841296
2021,Itezhi-Tezhi,val,0.11839843281076307,0.05028378354720633
2016,Kabompo,val,0.057189046743903016,0.04643312202801626
2017,Kabompo,val,-0.005649822170014307,-0.007779924991084531
2018,Kabompo,val,-0.03120810295419052,0.028045662451539485
2020,Kabompo,val,0.024030893468514614,-0.002613633387304127
2021,Kabompo,val,-0.005185021447468019,0.01008923466881993
2016,Kabwe,val,0.01662874097992839,0.05944318148681976
2017,Kabwe,val,0.08904440412194048,-0.008858514281959315
2018,Kabwe,val,-0.11163104287007775,-0.020845078351067952
2020,Kabwe,val,-0.04359991997020157,-0.0036361048617046775
2021,Kabwe,val,0.10282780358350396,0.0162626804692847
2016,Kafue,val,0.10616896172014662,0.03399714388367407
2017,Kafue,val,0.09088321030193741,-0.0078064007277392385
2018,Kafue,val,-0.022702568022281988,-0.016927229439978594
2020,Kafue,val,0.0002884655163847838,-0.020269094040077817
2021,Kafue,val,0.09420630322591222,0.009497392911997724
2016,Kalabo,val,-0.015259962513880315,0.010800371175095533
2017,Kalabo,val,0.023070442897192178,0.046483775584806084
2018,Kalabo,val,0.038598443829940376,0.08156458525941448
2020,Kalabo,val,0.002612291179727305,0.020237283964776094
2021,Kalabo,val,0.059765374830681395,0.0273086387366739
2016,Kalomo,val,0.06349244739308868,-0.024609418595082692
2017,Kalomo,val,0.09890229191628802,0.019820160486871446
2018,Kalomo,val,0.02630596399457119,0.053475844461973274
2020,Kalomo,val,0.03036021034544578,-0.04025038675014478
2021,Kalomo,val,0.05721859991909439,0.015776375377318918
2016,Kalulushi,val,-0.0002018892905314429,0.02535589677622055
2017,Kalulushi,val,-0.010500617207333529,-0.01399373275097393
2018,Kalulushi,val,-0.07598909493075501,0.012977755819831372
2020,Kalulushi,val,0.06327595057251756,0.009795291302048923
2021,Kalulushi,val,0.04505269059552908,0.011210717128434421
2016,Kaoma,val,0.09144223168140142,0.03175014394687281
2017,Kaoma,val,0.029177350165041582,-0.009225991858173046
2018,Kaoma,val,0.047794117807854586,0.017653103132676175
2020,Kaoma,val,0.008484411602664776,-0.0014375581844990847
2021,Kaoma,val,0.015883881459369364,-0.00016431710762371482
2016,Kapiri Mposhi,val,0.06505064078184053,0.017181729600332304
2017,Kapiri Mposhi,val,0.04201220402918271,0.0006378172454837277
2018,Kapiri Mposhi,val,-0.02497022563804896,-0.012301489407865015
2020,Kapiri Mposhi,val,0.041255181284408304,-0.010766229417292746
2021,Kapiri Mposhi,val,-0.07688655585399984,0.004911163263940136
2016,Kaputa,val,0.10072021028766848,0.04612460258953665
2017,Kaputa,val,-0.0792723197804106,-0.002225819439503009
2018,Kaputa,val,-0.03393434227548425,0.05132944438859553
2020,Kaputa,val,-0.028645855624484684,0.026439485920637197
2021,Kaputa,val,0.01937429461662815,-0.001964828209980246
2016,Kasama,val,-0.032229827053097626,0.012932823813936668
2017,Kasama,val,0.0058043477422586864,0.014967860562495525
2018,Kasama,val,-0.05323975496659539,0.03163489290944393
2020,Kasama,val,-0.007924805668567347,-0.016371793316097526
2021,Kasama,val,0.09237997436698309,0.007802938546178945
2016,Kasempa,val,0.01986425739159825,0.012702186055915308
2017,Kasempa,val,-0.05847432690445131,-0.0021393157663389707
2018,Kasempa,val,-0.0123892235008225,0.027878878992149605
2020,Kasempa,val,0.07769686328418246,0.019274532235271084
2021,Kasempa,val,0.005485956624108446,0.015672904912972335
2016,Katete,val,-0.05704107272669684,-0.019785225391155646
2017,Katete,val,0.048724506391325195,0.03778608548526905
2018,Katete,val,-0.10258391751339696,0.023903869832679427
2020,Katete,val,0.04736130820916251,-0.004564532454118135
2021,Katete,val,0.06871359987716652,0.03901595383898353
2016,Kawambwa,val,-0.006721666146030092,0.03745284227840597
2017,Kawambwa,val,-0.0018241418086254457,0.0018522347199497365
2018,Kawambwa,val,-0.01622604910455816,0.04044601174212392
2020,Kawambwa,val,0.03605226979287024,0.0017477329774108477
2021,Kawambwa,val,0.033763155079649776,0.00562390612167039
2016,Kazungula,val,-0.0009401478753898185,0.01895371832348811
2017,Kazungula,val,0.14713097884618226,0.02129033231844131
2018,Kazungula,val,0.023386332586354086,0.05940768795054463
2020,Kazungula,val,-0.010039563865596068,-0.038334384668619305
2021,Kazungula,val,0.07955266432408731,0.016419147708618742
2016,Kitwe,val,0.017202427897928363,0.02244132435935474
2017,Kitwe,val,-0.009680301420970538,-0.011449528286644719
2018,Kitwe,val,-0.028395098600322966,0.009530226269904197
2020,Kitwe,val,0.027489861722217568,0.0054101966549824215
2021,Kitwe,val,0.05876301963168096,0.014445739501288357
2016,Livingstone,val,-0.11038256518975266,-0.022684725599186682
2017,Livingstone,val,0.04615647028358913,0.003107799418850584
2018,Livingstone,val,-0.01190323992345435,0.03474199730186103
2020,Livingstone,val,-0.012821939099029261,0.006552574901118571
2021,Livingstone,val,0.3015609824627298,0.02029513748164267
2016,Luangwa,val,-0.07868865670209617,-0.01390124284718575
2017,Luangwa,val,0.023438904977644295,0.039438626152319634
2018,Luangwa,val,-0.05450931301429984,-0.0025460788574485672
2020,Luangwa,val,0.02213055257213488,-0.015175023048619793
2021,Luangwa,val,0.08642633822063105,0.05151252971067987
2016,Luanshya,val,-0.04974653890143954,0.01836549670054894
2017,Luanshya,val,-0.00902983522204126,0.010066397267908537
2018,Luanshya,val,0.0005985000627477532,0.0029170583105261015
2020,Luanshya,val,0.048718311810202364,-0.0051409955449518725
2021,Luanshya,val,0.010687558574882794,0.03242012645723037
2016,Lufwanyama,val,0.061676326468179554,0.04054182923755098
2017,Lufwanyama,val,0.02079527811646631,0.013098218272136992
2018,Lufwanyama,val,-0.08515628507349104,0.011699338844970396
2020,Lufwanyama,val,0.0014043852264460366,0.013712351207731097
2021,Lufwanyama,val,0.02183472150532295,0.020570169799006846
2016,Lukulu,val,0.06237463129711407,0.01514465859485363
2017,Lukulu,val,0.057551504881494464,0.002602714060803958
2018,Lukulu,val,0.016134118328287206,0.02327035187520101
2020,Lukulu,val,0.01930147257357262,0.009072911844562983
2021,Lukulu,val,0.03882877088724962,-0.0007243592932318801
2016,Lundazi,val,-0.030863392451041083,0.010410611990271785
2017,Lundazi,val,0.08521602032329867,0.012235453817465478
2018,Lundazi,val,-0.0195823192971456,0.045856817111259475
2020,Lundazi,val,0.004463857331457488,-0.011578844458041705
2021,Lundazi,val,-0.009002150436804968,0.03436262238878443
2016,Lusaka,val,0.28575833626474056,0.09888943179528234
2017,Lusaka,val,-0.044385177747291504,-0.041259475453259156
2018,Lusaka,val,-0.04890191108766134,-0.03153750354216554
2020,Lusaka,val,0.06649683969186704,-0.04276326624038297
2021,Lusaka,val,-0.07463079546867857,-0.029071035619930803
2016,Luwingu,val,-0.008630892805414625,0.028649798931938156
2017,Luwingu,val,0.02225829185385142,0.023778773378788455
2018,Luwingu,val,0.00929590629734045,0.03213160463210074
2020,Luwingu,val,-0.052900445653144446,-0.001536102824542555
2021,Luwingu,val,0.0689904905636618,-0.010210809620611945
2016,Mambwe,val,-0.012151113456480012,0.009639575640157506
2017,Mambwe,val,0.07318070079615163,0.019370155341582478
2018,Mambwe,val,-0.1139080494852942,0.028642211460421733
2020,Mambwe,val,-0.009916652507894308,0.012098341319867128
2021,Mambwe,val,0.08590054648125162,0.0262270451712169
2016,Mansa,val,0.0027671197041942985,0.02432476341989894
2017,Mansa,val,-0.03905532662260425,0.0004679135631154314
2018,Mansa,val,-0.009952234680169036,0.026967138943502552
2020,Mansa,val,-0.03131612503480519,-0.006394920409481456
2021,Mansa,val,0.06939266451727477,0.004283524837363686
2016,Masaiti,val,-0.013007163996516136,0.011770087984561946
2017,Masaiti,val,-0.03952331780925966,0.01820382163778126
2018,Masaiti,val,-0.054569404668463606,0.029507683127347983
2020,Masaiti,val,0.037504758881595324,0.012465958483744377
2021,Masaiti,val,0.03470982206890272,0.0026482975921610172
2016,Mazabuka,val,0.10800138861033887,0.01581611968839186
2017,Mazabuka,val,0.1895493605638337,0.011027573697429665
2018,Mazabuka,val,-0.041571298919420074,-0.016379268475883894
2020,Mazabuka,val,-0.01941967317105847,-0.058295122859637956
2021,Mazabuka,val,0.007225651958929213,0.017181318062823112
2016,Mbala,val,-0.044759358272086325,0.0005619821470586144
2017,Mbala,val,0.04458090349251842,0.016967215276725563
2018,Mbala,val,0.01843659481257154,0.007288965118389584
2020,Mbala,val,0.002850933920634069,0.026360995763767422
2021,Mbala,val,0.051684393989365196,-0.0005479345616018101
2016,Milenge,val,-0.027734035402102952,0.028116594527174958
2017,Milenge,val,0.02648597559079857,0.00943092398822606
2018,Milenge,val,0.009533139694783754,0.014924006520429698
2020,Milenge,val,-0.09843849982216535,0.006518568062798567
2021,Milenge,val,0.05927225896627675,0.0026088587892063283
2016,Mkushi,val,0.06935315956127841,0.011436326791389544
2017,Mkushi,val,0.02543903735224784,0.025301442848252496
2018,Mkushi,val,-0.045992407234410226,0.0033474918107557865
2020,Mkushi,val,-0.02275146920328086,-0.0195529497177042
2021,Mkushi,val,0.03925475818642554,0.005306515006431752
2016,Mongu,val,0.09128751785134961,0.019985046444327893
2017,Mongu,val,-0.005001472646082167,-0.004607134791756973
2018,Mongu,val,-0.04430808109374346,0.007629669460990052
2020,Mongu,val,-0.01650198257861965,0.013348560820013153
2021,Mongu,val,0.0656941988872147,0.020087334408446046
2016,Monze,val,0.015838327683480424,-0.0641977839671043
2017,Monze,val,0.13139787635483707,0.001815889779486761
2018,Monze,val,-0.05847981405865316,0.00833868936212254
2020,Monze,val,0.08770094878561147,-0.062459023449965796
2021,Monze,val,0.12417754994695707,-0.0037866369024288143
2016,Mpika,val,0.011708896810144198,0.030304706548976802
2017,Mpika,val,0.029931970601243973,0.003258583961889777
2018,Mpika,val,-0.014382781990816107,0.041387589480269306
2020,Mpika,val,-0.026181790074250588,0.0024589501021178546
2021,Mpika,val,0.010866795298649978,0.012231076337646658
2016,Mpongwe,val,0.031854011583761,0.02007445550516076
2017,Mpongwe,val,0.08153174985458533,-0.010330345189467183
2018,Mpongwe,val,-0.03755336764425665,-0.0003808987442275383
2020,Mpongwe,val,-0.013990550764812593,-0.003176654079290575
2021,Mpongwe,val,-0.04408563149014422,-0.0004469361631612508
2016,Mporokoso,val,-0.003791157891677832,0.02490893550111057
2017,Mporokoso,val,-0.003945934200756618,0.01702360830691002
2018,Mporokoso,val,-0.04781861774546037,0.030437431263334556
2020,Mporokoso,val,0.01980404973331118,-0.007961595025700223
2021,Mporokoso,val,0.028631112227227917,0.007778318671804355
2016,Mpulungu,val,0.03683089264854944,0.059726548659184676
2017,Mpulungu,val,0.023362235167962098,0.002570287831244574
2018,Mpulungu,val,-0.021701460733692834,0.01440314552519056
2020,Mpulungu,val,-0.04082210742966896,-0.010142713253385739
2021,Mpulungu,val,0.13682681027617016,-0.0135701531245448
2016,Mufulira,val,0.03696879366479566,0.0322732243200784
2017,Mufulira,val,-0.028091690245905854,-0.005292295505930755
2018,Mufulira,val,-0.0070478941559714015,0.011008501964046211
2020,Mufulira,val,0.011839049041168725,0.009483460820363485
2021,Mufulira,val,0.03361112806286881,-0.016255027682349255
2016,Mufumbwe,val,0.061943861863204996,0.02825441728681155
2017,Mufumbwe,val,-0.02857734361604325,0.012063788420307225
2018,Mufumbwe,val,0.015688250225751266,0.029292446381305667
2020,Mufumbwe,val,0.035415819962917316,0.023360400255361367
2021,Mufumbwe,val,-0.050942104647867414,-0.007945137898229579
2016,Mumbwa,val,0.12156673375469507,0.012980035055960496
2017,Mumbwa,val,0.07147787406549733,-0.00448702869121631
2018,Mumbwa,val,0.03320206764054545,0.013816569633468487
2020,Mumbwa,val,-0.06081671698515351,-0.03937810628770662
2021,Mumbwa,val,0.03628475541698717,0.021497553264932984
2016,Mungwi,val,0.04053847464789806,0.0022672054541517887
2017,Mungwi,val,-0.009052158174475022,0.048024259756685436
2018,Mungwi,val,0.022016297279899733,0.02246200146783353
2020,Mungwi,val,-0.016711330922902445,0.0006570234019891777
2021,Mungwi,val,0.0017811565889718217,-0.005975118340965604
