year,district,split,observed,predicted
2016,Shangombo,train,-0.006879981411118813,-0.0015825714333084432
2017,Shangombo,train,0.04216703896506521,0.046575569941191414
2018,Shangombo,train,-0.0221275975306863,-0.015599929360593595
2019,Shangombo,train,-0.15835491091276274,-0.1535434152017295
2021,Shangombo,train,0.07412376423798991,0.07863798548023244
2016,Siavonga,train,0.11174494916593461,0.11429998227195161
2017,Siavonga,train,0.07372408774234931,0.0754486403120427
2018,Siavonga,train,-0.05006534160341386,-0.04881955398822717
2019,Siavonga,train,-0.21114262226355143,-0.21154359876302078
2021,Siavonga,train,0.13102791236552105,0.12397936438180904
2016,Sinazongwe,train,0.12424594577414325,0.11542104132919996
2017,Sinazongwe,train,0.08766055858020985,0.08470363428437311
2018,Sinazongwe,train,-9.332230232353411e-05,0.0025859665991326865
2019,Sinazongwe,train,-0.20594351613941903,-0.2071873578017459
2021,Sinazongwe,train,0.015272830989983693,0.015592281066788952
2016,Solwezi,train,-0.03953235889702372,-0.027073020941159667
2017,Solwezi,train,-0.09545347831536466,-0.07382605620499663
2018,Solwezi,train,0.014923579245328278,0.015689303989101483
2019,Solwezi,train,0.0377610073585552,0.01589421537448195
2021,Solwezi,train,0.05467880567423006,0.052696279810913654
2016,Zambezi,train,-0.001182061450670291,0.010721630209621644
2017,Zambezi,train,-0.04031641085570159,-0.034513260383753644
2018,Zambezi,train,-0.017917294497497904,-0.015476632822770878
2019,Zambezi,train,-0.09715912548939759,-0.09631143555805353
2021,Zambezi,train,0.16347783253790105,0.140692803542376
2016,Chadiza,train,-0.04500869153683784,-0.039265371452621475
2017,Chadiza,train,0.08529937368543739,0.06268689017213891
2018,Chadiza,train,-0.14227036031162804,-0.10452780615213192
2019,Chadiza,train,-0.008177799096902083,-0.01769809472084257
2020,Chadiza,train,0.05563018980761636,0.05792233013536229
2016,Chama,train,-0.11642532291242169,-0.09435389176614103
2017,Chama,train,0.04952194102600632,0.0461659934461387
2018,Chama,train,-0.043836185457490184,-0.03239447940014588
2019,Chama,train,-0.017122818128681383,-0.010257259805887358
2020,Chama,train,0.06215156054406096,0.05368887624526345
2016,Chavuma,train,0.06421685499050533,0.019860825252707652
2017,Chavuma,train,-0.01242421553577333,-0.0007517723443755502
2018,Chavuma,train,-0.03871561926978212,0.003985474325349428
2019,Chavuma,train,-0.15688900928295585,-0.11514888132853156
2020,Chavuma,train,0.020765888502522145,0.014525038533657716
2016,Chibombo,train,0.09182583199266792,0.08450392168239858
2017,Chibombo,train,0.023658590012316405,0.05163954055308291
2018,Chibombo,train,0.012249962681184723,-0.00169430195428639
2019,Chibombo,train,-0.15218726589584697,-0.1622809875709136
2020,Chibombo,train,-0.01458371625716881,-0.03976359507994322
2016,Chiengi,train,0.0649594197716385,0.04589904798157801
2017,Chiengi,train,-0.044073255707390124,-0.03919781681287777
2018,Chiengi,train,-0.04033033135808156,-0.029334888977551557
2019,Chiengi,train,-0.014224826206661156,-0.024321880590839645
2020,Chiengi,train,0.04911110621528597,0.04284330667863906
2016,Chililabombwe,train,-0.00961735252386009,0.0023346413520704806
2017,Chililabombwe,train,-0.08861688755559372,-0.04675111401832092
2018,Chililabombwe,train,-0.018182574832474874,-0.033436091896304435
2019,Chililabombwe,train,-0.008046739459111052,-0.01824896555043439
2020,Chililabombwe,train,0.0019528593796006577,0.0032244561118038905
2016,Chilubi,train,-0.04678806177930883,-0.029137430874190264
2017,Chilubi,train,0.07177876218263068,0.027408713467374286
2018,Chilubi,train,-0.004252398685485326,-0.011750858953304359
2019,Chilubi,train,0.053913051604069784,-0.0003723350156610312
2020,Chilubi,train,-0.07179418558608508,-0.027241780989629975
2016,Chingola,train,0.0031081262542749233,0.0212996553915122
2017,Chingola,train,-0.053977591498097666,-0.029750546092298834
2018,Chingola,train,-0.07320735090563657,-0.038232184397949426
2019,Chingola,train,-0.05937810115219566,-0.03091466448510506
2020,Chingola,train,-0.007916342904599305,0.016733369098509056
2016,Chinsali,train,-0.019616539804436783,-0.01245314249792772
2017,Chinsali,train,0.06672188621414998,0.055787984664586544
2018,Chinsali,train,-0.00835722040516429,-0.012709421236533031
2019,Chinsali,train,-0.0500104368714408,-0.042376991628300366
2020,Chinsali,train,-0.01728867621466823,-0.012418352850102794
2016,Chipata,train,-0.0278419219882296,-0.023054921036680293
2017,Chipata,train,0.008510319327628468,0.0323589194384379
2018,Chipata,train,-0.02797152360163213,-0.03407509173424414
2019,Chipata,train,-0.04748836788119465,-0.03615293413333497
2020,Chipata,train,0.04348630170907841,0.020942299081196516
2016,Choma,train,0.0770342262082171,0.0746412371692204
2017,Choma,train,0.10992595138816114,0.11531936097113653
2018,Choma,train,-0.02750872955904954,-0.020912101079023204
2019,Choma,train,-0.3001630538629537,-0.27880421084708035
2020,Choma,train,0.05999103323829014,0.06178004747333805
2016,Chongwe,train,0.0836814189990896,0.060084853147569665
2017,Chongwe,train,0.07497185944833279,0.07926373649136374
2018,Chongwe,train,-0.0032454558291505897,-0.016386392511125725
2019,Chongwe,train,-0.25472122135480657,-0.193810398223772
2020,Chongwe,train,0.04390074716583675,0.028371014700813914
2016,Gwembe,train,0.14734181466759766,0.1338183039931863
2017,Gwembe,train,0.14094445571894448,0.1220469544836406
2018,Gwembe,train,-0.06468779210532538,-0.06250939426521811
2019,Gwembe,train,-0.3178981005293946,-0.31321101382911376
2020,Gwembe,train,-0.012257303072055414,-0.009724534483212699
2016,Isoka,train,0.020317363399267818,0.00979583979057352
2017,Isoka,train,0.0010913836746365702,0.008111747855684914
2018,Isoka,train,0.0024858513235125335,0.0014756146883521098
2019,Isoka,train,-0.01596019848335606,-0.02312397801184591
2020,Isoka,train,-0.04588476689976706,-0.04494929598162563
2016,Itezhi-Tezhi,train,0.006207286509726295,0.020328217196546577
2017,Itezhi-Tezhi,train,0.10849131050277427,0.08058593714073921
2018,Itezhi-Tezhi,train,0.024681655291172666,0.006990542406159139
2019,Itezhi-Tezhi,train,-0.17432656490304568,-0.1891863645817589
2020,Itezhi-Tezhi,train,-0.08345212021139065,-0.05035445270933998
2016,Kabompo,train,0.057189046743903016,0.0463769530451419
2017,Kabompo,train,-0.005649822170014307,-0.02136612008822355
2018,Kabompo,train,-0.03120810295419052,-0.02172159636843326
2019,Kabompo,train,-0.039176993640744784,-0.039985100645548985
2020,Kabompo,train,0.024030893468514614,0.004827412917812132
2016,Kabwe,train,0.01662874097992839,0.03484761335235432
2017,Kabwe,train,0.08904440412194048,0.0660269097999127
2018,Kabwe,train,-0.11163104287007775,-0.08624424352591371
2019,Kabwe,train,-0.05326998584509346,-0.07933530435106342
2020,Kabwe,train,-0.04359991997020157,-0.012100981540368733
2016,Kafue,train,0.10616896172014662,0.09202027761334096
2017,Kafue,train,0.09088321030193741,0.07045509122658966
2018,Kafue,train,-0.022702568022281988,-0.01998465362993213
2019,Kafue,train,-0.2688443727420989,-0.22618908463283152
2020,Kafue,train,0.0002884655163847838,0.012151660174208347
2016,Kalabo,train,-0.015259962513880315,-0.026648634381277608
2017,Kalabo,train,0.023070442897192178,0.045930275280102725
2018,Kalabo,train,0.038598443829940376,0.03916755823015342
2019,Kalabo,train,-0.10878659022366097,-0.1223476728862638
2020,Kalabo,train,0.002612291179727305,0.010118488368328522
2016,Kalomo,train,0.06349244739308868,0.05093838393055517
2017,Kalomo,train,0.09890229191628802,0.10427491057869523
2018,Kalomo,train,0.02630596399457119,0.011378540353232932
2019,Kalomo,train,-0.2762795135684883,-0.2556379147904014
2020,Kalomo,train,0.03036021034544578,0.01296397527717616
2016,Kalulushi,train,-0.0002018892905314429,0.0026440036511798564
2017,Kalulushi,train,-0.010500617207333529,-0.024808623607417316
2018,Kalulushi,train,-0.07598909493075501,-0.050186972720505096
2019,Kalulushi,train,-0.021637039739426767,-0.016260751295965607
2020,Kalulushi,train,0.06327595057251756,0.03734513633889231
2016,Kaoma,train,0.09144223168140142,0.07661320497468706
2017,Kaoma,train,0.029177350165041582,0.009568658315564572
2018,Kaoma,train,0.047794117807854586,0.012346843435764473
2019,Kaoma,train,-0.19278199271633187,-0.13536520329718538
2020,Kaoma,train,0.008484411602664776,0.012193691839617032
2016,Kapiri Mposhi,train,0.06505064078184053,0.06551693427290192
2017,Kapiri Mposhi,train,0.04201220402918271,0.03292661815547227
2018,Kapiri Mposhi,train,-0.02497022563804896,-0.03250403483417828
2019,Kapiri Mposhi,train,-0.046461244603382856,-0.06982173826296253
2020,Kapiri Mposhi,train,0.041255181284408304,0.021196246635143644
2016,Kaputa,train,0.10072021028766848,0.06553198378623624
2017,Kaputa,train,-0.0792723197804106,-0.0530146988194377
2018,Kaputa,train,-0.03393434227548425,-0.022335450357361227
2019,Kaputa,train,0.02175801277608308,0.01064643120611394
2020,Kaputa,train,-0.028645855624484684,-0.020403345658584152
2016,Kasama,train,-0.032229827053097626,-0.021779969472622458
2017,Kasama,train,0.0058043477422586864,0.025702519150706045
2018,Kasama,train,-0.05323975496659539,-0.021277335416710216
2019,Kasama,train,-0.004789934420981301,-0.00566023074221246
2020,Kasama,train,-0.007924805668567347,-0.02901850709412893
2016,Kasempa,train,0.01986425739159825,0.011332900568117234
2017,Kasempa,train,-0.05847432690445131,-0.038646465215927975
2018,Kasempa,train,-0.0123892235008225,-0.022438856026431277
2019,Kasempa,train,-0.03218352689461501,-0.03881319526271476
2020,Kasempa,train,0.07769686328418246,0.03690017250567125
2016,Katete,train,-0.05704107272669684,-0.04207941423730186
2017,Katete,train,0.048724506391325195,0.042694236319129816
2018,Katete,train,-0.10258391751339696,-0.07911501465588858
2019,Katete,train,-0.005174424237560427,-0.041036263382775266
2020,Katete,train,0.04736130820916251,0.040360205656968455
2016,Kawambwa,train,-0.006721666146030092,0.011154297895924526
2017,Kawambwa,train,-0.0018241418086254457,-0.013422518153969186
2018,Kawambwa,train,-0.01622604910455816,-0.014455445391361909
2019,Kawambwa,train,-0.045043567813305985,-0.03876594531493095
2020,Kawambwa,train,0.03605226979287024,0.006050860031067778
2016,Kazungula,train,-0.0009401478753898185,0.014407672258679834
2017,Kazungula,train,0.14713097884618226,0.11974387092208481
2018,Kazungula,train,0.023386332586354086,0.03198195172509458
2019,Kazungula,train,-0.23909026401563774,-0.23513147291121572
2020,Kazungula,train,-0.010039563865596068,-0.0165052876669803
2016,Kitwe,train,0.017202427897928363,0.02010539571417583
2017,Kitwe,train,-0.009680301420970538,-0.0009182844806806881
2018,Kitwe,train,-0.028395098600322966,-0.042679947023016286
2019,Kitwe,train,-0.0653799092305336,-0.045894517305737216
2020,Kitwe,train,0.027489861722217568,0.020225831780339626
2016,Livingstone,train,-0.11038256518975266,-0.06686656160626055
2017,Livingstone,train,0.04615647028358913,0.05291746677315135
2018,Livingstone,train,-0.01190323992345435,0.01801064785586301
2019,Livingstone,train,-0.2126097085340825,-0.1872012929572074
2020,Livingstone,train,-0.012821939099029261,0.026654859905497576
2016,Luangwa,train,-0.07868865670209617,-0.05335300605947304
2017,Luangwa,train,0.023438904977644295,0.05317921513266344
2018,Luangwa,train,-0.05450931301429984,-0.058195378493313875
2019,Luangwa,train,0.001202173945985846,-0.051269358289152744
2020,Luangwa,train,0.02213055257213488,0.012075026837096572
2016,Luanshya,train,-0.04974653890143954,-0.03132804385458403
2017,Luanshya,train,-0.00902983522204126,-0.010128551089041756
2018,Luanshya,train,0.0005985000627477532,-0.021450719945473172
2019,Luanshya,train,-0.0012279963243518877,-0.018177064122109423
2020,Luanshya,train,0.048718311810202364,0.007223205056607142
2016,Lufwanyama,train,0.061676326468179554,0.047316863161443255
2017,Lufwanyama,train,0.02079527811646631,0.010199029996336966
2018,Lufwanyama,train,-0.08515628507349104,-0.08619489361544704
2019,Lufwanyama,train,-0.020554426242923696,-0.030311692948031245
2020,Lufwanyama,train,0.0014043852264460366,0.008205961210565979
2016,Lukulu,train,0.06237463129711407,0.06953733100813399
2017,Lukulu,train,0.057551504881494464,0.026557704461215415
2018,Lukulu,train,0.016134118328287206,0.020075282769368832
2019,Lukulu,train,-0.19419049796771773,-0.16934451225722902
2020,Lukulu,train,0.01930147257357262,0.026859338371453788
2016,Lundazi,train,-0.030863392451041083,-0.014722851147744267
2017,Lundazi,train,0.08521602032329867,0.045576465467682375
2018,Lundazi,train,-0.0195823192971456,-0.026928404311337733
2019,Lundazi,train,-0.030232015469764284,-0.03253509253795135
2020,Lundazi,train,0.004463857331457488,-0.004506519598825009
2016,Lusaka,train,0.28575833626474056,0.2728461839402823
2017,Lusaka,train,-0.044385177747291504,-0.0462872093644509
2018,Lusaka,train,-0.04890191108766134,-0.05792637144853141
2019,Lusaka,train,-0.18433729165297597,-0.1901990661595739
2020,Lusaka,train,0.06649683969186704,0.03459792638349691
2016,Luwingu,train,-0.008630892805414625,-0.007602076832915918
2017,Luwingu,train,0.02225829185385142,0.039920620211151725
2018,Luwingu,train,0.00929590629734045,0.002289644303857914
2019,Luwingu,train,-0.03901335025629438,-0.014538923869598975
2020,Luwingu,train,-0.052900445653144446,-0.038952570789032005
2016,Mambwe,train,-0.012151113456480012,-0.014639790352173769
2017,Mambwe,train,0.07318070079615163,0.04422705952122313
2018,Mambwe,train,-0.1139080494852942,-0.06747534281014402
2019,Mambwe,train,-0.023105431827734835,-0.026144821543244892
2020,Mambwe,train,-0.009916652507894308,-0.004344110165151115
2016,Mansa,train,0.0027671197041942985,-0.005768999492930902
2017,Mansa,train,-0.03905532662260425,-0.02438349556359349
2018,Mansa,train,-0.009952234680169036,-0.0011300129395054254
2019,Mansa,train,0.0081639021161094,0.0027795270238728997
2020,Mansa,train,-0.03131612503480519,-0.021502408648963273
2016,Masaiti,train,-0.013007163996516136,0.010361856441030527
2017,Masaiti,train,-0.03952331780925966,-0.02928684567622003
2018,Masaiti,train,-0.054569404668463606,-0.029064628761443674
2019,Masaiti,train,0.03488530552374136,0.0008569300383710413
2020,Masaiti,train,0.037504758881595324,0.016976584406827915
2016,Mazabuka,train,0.10800138861033887,0.10592392088002636
2017,Mazabuka,train,0.1895493605638337,0.15551511096057233
2018,Mazabuka,train,-0.041571298919420074,-0.045130375775939216
2019,Mazabuka,train,-0.24378542904262318,-0.2507626852560119
2020,Mazabuka,train,-0.01941967317105847,-0.0401189476691504
2016,Mbala,train,-0.044759358272086325,-0.02966695443311004
2017,Mbala,train,0.04458090349251842,0.057479403706347666
2018,Mbala,train,0.01843659481257154,0.016316327444016194
2019,Mbala,train,-0.07279346794300295,-0.06681219413230748
2020,Mbala,train,0.002850933920634069,4.5217951955582245e-05
2016,Milenge,train,-0.027734035402102952,-0.004434943072707875
2017,Milenge,train,0.02648597559079857,0.03785529248171706
2018,Milenge,train,0.009533139694783754,-0.005681586789886898
2019,Milenge,train,0.030881160972409005,0.011606466093113214
2020,Milenge,train,-0.09843849982216535,-0.052661055492340174
2016,Mkushi,train,0.06935315956127841,0.07615113421586493
2017,Mkushi,train,0.02543903735224784,0.02910855903708147
2018,Mkushi,train,-0.045992407234410226,-0.04039667011632566
2019,Mkushi,train,-0.0653030786622607,-0.06244019424398145
2020,Mkushi,train,-0.02275146920328086,-0.025921141720211382
2016,Mongu,train,0.09128751785134961,0.08390670212046078
2017,Mongu,train,-0.005001472646082167,-0.0023278216549330742
2018,Mongu,train,-0.04430808109374346,-0.045375085966511956
2019,Mongu,train,-0.09117018042011904,-0.09355748095278263
2020,Mongu,train,-0.01650198257861965,-0.011021839872550397
2016,Monze,train,0.015838327683480424,0.009798905591391589
2017,Monze,train,0.13139787635483707,0.12045897139115551
2018,Monze,train,-0.05847981405865316,-0.046457923970338634
2019,Monze,train,-0.3006348887122329,-0.2792996788672493
2020,Monze,train,0.08770094878561147,0.08827939411642882
2016,Mpika,train,0.011708896810144198,0.0006894379711540688
2017,Mpika,train,0.029931970601243973,0.01667287659804996
2018,Mpika,train,-0.014382781990816107,-0.022567736636271405
2019,Mpika,train,-0.011943090644971566,-0.022776872085258134
2020,Mpika,train,-0.026181790074250588,-0.018128713816907335
2016,Mpongwe,train,0.031854011583761,0.037398941077681234
2017,Mpongwe,train,0.08153174985458533,0.032828838900406644
2018,Mpongwe,train,-0.03755336764425665,-0.04189061012084338
2019,Mpongwe,train,-0.017756211539132427,-0.04761889436498801
2020,Mpongwe,train,-0.013990550764812593,-0.005711043723034549
2016,Mporokoso,train,-0.003791157891677832,0.00273438242914049
2017,Mporokoso,train,-0.003945934200756618,-0.005364960227628592
2018,Mporokoso,train,-0.04781861774546037,-0.02616902624815738
2019,Mporokoso,train,0.007120547877355721,-0.01076098677631808
2020,Mporokoso,train,0.01980404973331118,-0.0025261258276320035
2016,Mpulungu,train,0.03683089264854944,0.060193131110682314
2017,Mpulungu,train,0.023362235167962098,0.010129126958594269
2018,Mpulungu,train,-0.021701460733692834,-0.011452724067298291
2019,Mpulungu,train,-0.1344963699293199,-0.07573555825808378
2020,Mpulungu,train,-0.04082210742966896,-0.03459595451011647
2016,Mufulira,train,0.03696879366479566,0.04146184147267232
2017,Mufulira,train,-0.028091690245905854,-0.0038758343055713875
2018,Mufulira,train,-0.0070478941559714015,-0.028638844979782405
2019,Mufulira,train,-0.047279386366956055,-0.030839413712470298
2020,Mufulira,train,0.011839049041168725,0.01637198664624837
2016,Mufumbwe,train,0.061943861863204996,0.01993480743434594
2017,Mufumbwe,train,-0.02857734361604325,-0.009368886486711931
2018,Mufumbwe,train,0.015688250225751266,-0.003738936754073863
2019,Mufumbwe,train,-0.033528483787962804,-0.03561891339987954
2020,Mufumbwe,train,0.035415819962917316,0.014281348653192132
2016,Mumbwa,train,0.12156673375469507,0.10565519084105983
2017,Mumbwa,train,0.07147787406549733,0.034559683857360274
2018,Mumbwa,train,0.03320206764054545,0.01563722457512273
2019,Mumbwa,train,-0.2017147138925714,-0.14710268256881837
2020,Mumbwa,train,-0.06081671698515351,-0.06856233903711631
2016,Mungwi,train,0.04053847464789806,0.016537397888867704
2017,Mungwi,train,-0.009052158174475022,0.0023192851567200214
2018,Mungwi,train,0.022016297279899733,0.011622198918899887
2019,Mungwi,train,-0.038572439419392146,-0.0339106131180145
2020,Mungwi,train,-0.016711330922902445,-0.020889910890281416
2016,Mwense,train,0.046674824489016054,0.03220600772244967
2017,Mwense,train,0.014688105906800697,0.012161055783263066
2018,Mwense,train,0.003138693611094534,-0.010076885240809946
2019,Mwense,train,0.007101354800846171,-0.0013051622044575936
2020,Mwense,train,-0.09119929499621493,-0.05662180103530776
2016,Mwinilunga,train,0.01926190825989782,0.019268379794521024
2017,Mwinilunga,train,-0.015477834120109168,-0.016049106426608208
2018,Mwinilunga,train,-0.009439418595545312,-0.013618302888230741
2019,Mwinilunga,train,0.04455539335719794,0.022760599628152727
2020,Mwinilunga,train,-0.05030456214735357,-0.023183714443406344
2016,Namwala,train,0.09293313074838766,0.0721480137292193
2017,Namwala,train,0.03473484024854889,0.027702956911046343
2018,Namwala,train,-0.09380961556396841,-0.06971708121331083
2019,Namwala,train,-0.19312256636596004,-0.18831239382970483
2020,Namwala,train,0.14707350064399277,0.09521039799788052
2016,Nchelenge,train,0.04824421469187501,0.029195423273870924
2017,Nchelenge,train,0.0007825991067405003,-0.007578766985669553
2018,Nchelenge,train,-0.012657735216592247,-0.010600513874385195
2019,Nchelenge,train,-0.09028571993745071,-0.059477001755871006
2020,Nchelenge,train,0.030605240865464234,0.013922542007056907
2016,Ndola,train,0.08484009464684772,0.03392003939334983
2017,Ndola,train,-0.05123559632608554,-0.053109844070132445
2018,Ndola,train,0.031308227848429016,0.0017172044498734952
2019,Ndola,train,-0.024136210614493114,-0.035176361586723916
2020,Ndola,train,-0.060093917555792964,-0.024534478174542112
2016,Nyimba,train,0.007253200941417903,-0.021617577254575585
2017,Nyimba,train,0.02803649069835784,0.03734133870877525
2018,Nyimba,train,0.01780243890217348,-0.044455808560457215
2019,Nyimba,train,-0.07063121950296164,-0.05529567424512272
2020,Nyimba,train,0.05482825191210294,0.016575834925834178
2016,Petauke,train,0.0018424543747271316,0.00829593151220619
2017,Petauke,train,0.010511677029865718,0.012711372107436045
2018,Petauke,train,-0.04265895063060693,-0.020291399265387353
2019,Petauke,train,-0.024166866884346327,-0.05666770142848485
2020,Petauke,train,-0.0027512563733458895,0.0019056599774757025
2016,Samfya,train,0.030641446254394578,0.023944863496768783
2017,Samfya,train,0.01160763516836738,0.014351576303967207
2018,Samfya,train,0.010481176639091316,-0.004458663019497684
2019,Samfya,train,-0.06691981839586769,-0.049422028960954184
2020,Samfya,train,-0.04933325206634864,-0.05037414393365249
2016,Senanga,train,0.050221275504431506,0.05069967162565765
2017,Senanga,train,0.046578912724365734,0.036271591958155665
2018,Senanga,train,0.021741300816232295,0.02055652898573959
2019,Senanga,train,-0.14532719662210475,-0.1419597201834701
2020,Senanga,train,-0.010545672263687467,-0.005141838777385704
2016,Serenje,train,-0.0008647299901916039,0.0019145633406896997
2017,Serenje,train,-0.04033799415470807,-0.018867011481113184
2018,Serenje,train,-0.01671299864337239,0.006544477752386909
2019,Serenje,train,-0.01563954426908165,-0.012340074541070955
2020,Serenje,train,0.043923845920246896,0.017298159825501792
2016,Sesheke,train,0.00032465912105758554,0.0056457434212723095
2017,Sesheke,train,0.0022422862013455613,0.00891599584743653
2018,Sesheke,train,-0.005594782646794028,-0.005636079958278006
2019,Sesheke,train,-0.1384098047077499,-0.13263679107550924
2020,Sesheke,train,0.13571320535388554,0.11326247022557617
2016,Shangombo,train,-0.006879981411118813,0.0008693083258576395
2017,Shangombo,train,0.04216703896506521,0.044092515436494534
2018,Shangombo,train,-0.0221275975306863,-0.013219225128634708
2019,Shangombo,train,-0.15835491091276274,-0.15668086398246547
2020,Shangombo,train,0.07107168665151262,0.04508596380253426
2016,Siavonga,train,0.11174494916593461,0.1314020812159809
2017,Siavonga,train,0.07372408774234931,0.0923415727690634
2018,Siavonga,train,-0.05006534160341386,-0.028005401900711727
2019,Siavonga,train,-0.21114262226355143,-0.20586048739959728
2020,Siavonga,train,-0.0552889854068396,-0.039043053167531074
2016,Sinazongwe,train,0.12424594577414325,0.0722725318125638
2017,Sinazongwe,train,0.08766055858020985,0.0798936079552434
2018,Sinazongwe,train,-9.332230232353411e-05,1.307095049063109e-05
2019,Sinazongwe,train,-0.20594351613941903,-0.21711854730916258
2020,Sinazongwe,train,-0.02114249690259415,-0.02264223204789169
2016,Solwezi,train,-0.03953235889702372,-0.0012299479142542837
2017,Solwezi,train,-0.09545347831536466,-0.03595589037843615
2018,Solwezi,train,0.014923579245328278,0.020759439574195508
2019,Solwezi,train,0.0377610073585552,-0.011806998213066534
2020,Solwezi,train,0.027622444934275014,0.008100779873536697
2016,Zambezi,train,-0.001182061450670291,0.061351000777549715
2017,Zambezi,train,-0.04031641085570159,-0.011398200840741685
2018,Zambezi,train,-0.017917294497497904,0.004851621791041303
2019,Zambezi,train,-0.09715912548939759,-0.07634915497879985
2020,Zambezi,train,-0.006902940244633449,-8.409947568626622e-05
2016,Chadiza,test,-0.04500869153683784,-0.04708464606428235
2016,Chama,test,-0.11642532291242169,-0.10047496807131975
2016,Chavuma,test,0.06421685499050533,0.023802555167454983
2016,Chibombo,test,0.09182583199266792,0.09086824208897656
2016,Chiengi,test,0.0649594197716385,0.052849523700749794
2016,Chililabombwe,test,-0.00961735252386009,-0.004175658025005043
2016,Chilubi,test,-0.04678806177930883,-0.039931975531643966
2016,Chingola,test,0.0031081262542749233,0.008319611913874394
2016,Chinsali,test,-0.019616539804436783,-0.013933663265024772
2016,Chipata,test,-0.0278419219882296,-0.012281309858467239
2016,Choma,test,0.0770342262082171,0.07930783890427939
2016,Chongwe,test,0.0836814189990896,0.06466728659359748
2016,Gwembe,test,0.14734181466759766,0.1454447807715212
2016,Isoka,test,0.020317363399267818,0.021880643383508088
2016,Itezhi-Tezhi,test,0.006207286509726295,0.03613369454385258
2016,Kabompo,test,0.057189046743903016,0.0482673255778501
2016,Kabwe,test,0.01662874097992839,0.03216284950007095
2016,Kafue,test,0.10616896172014662,0.08944204390614624
2016,Kalabo,test,-0.015259962513880315,-0.03104671819990985
2016,Kalomo,test,0.06349244739308868,0.058157541293439974
2016,Kalulushi,test,-0.0002018892905314429,0.0009371051122335233
2016,Kaoma,test,0.09144223168140142,0.07952938270648834
2016,Kapiri Mposhi,test,0.06505064078184053,0.07274165462657606
2016,Kaputa,test,0.10072021028766848,0.07715014690294328
2016,Kasama,test,-0.032229827053097626,-0.023703830418647213
2016,Kasempa,test,0.01986425739159825,0.031025139386185757
2016,Katete,test,-0.05704107272669684,-0.04835446885892789
2016,Kawambwa,test,-0.006721666146030092,0.017265925530789494
2016,Kazungula,test,-0.0009401478753898185,0.01524112249504116
2016,Kitwe,test,0.017202427897928363,0.022709208117399363
2016,Livingstone,test,-0.11038256518975266,-0.09057104185844683
2016,Luangwa,test,-0.07868865670209617,-0.05630091380213945
2016,Luanshya,test,-0.04974653890143954,-0.024406001159697342
2016,Lufwanyama,test,0.061676326468179554,0.04334893956599017
2016,Lukulu,test,0.06237463129711407,0.0712585154918747
2016,Lundazi,test,-0.030863392451041083,-0.011214707386526978
2016,Lusaka,test,0.28575833626474056,0.284875670006433
2016,Luwingu,test,-0.008630892805414625,-0.0218824969495824
2016,Mambwe,test,-0.012151113456480012,-0.0011501471422840556
2016,Mansa,test,0.0027671197041942985,-0.0016814764495525218
2016,Masaiti,test,-0.013007163996516136,0.0015673625113973384
2016,Mazabuka,test,0.10800138861033887,0.11625914582443597
2016,Mbala,test,-0.044759358272086325,-0.0261091237721066
2016,Milenge,test,-0.027734035402102952,-0.0033636045758148893
2016,Mkushi,test,0.06935315956127841,0.08690965110407609
2016,Mongu,test,0.09128751785134961,0.08360668065307189
2016,Monze,test,0.015838327683480424,0.004728408473007756
2016,Mpika,test,0.011708896810144198,-0.002514504679463052
2016,Mpongwe,test,0.031854011583761,0.04014246809534436
2016,Mporokoso,test,-0.003791157891677832,-0.007580569126382722
2016,Mpulungu,test,0.03683089264854944,0.04797122271396155
2016,Mufulira,test,0.03696879366479566,0.04139792933369755
2016,Mufumbwe,test,0.061943861863204996,0.013465475361471187
2016,Mumbwa,test,0.12156673375469507,0.11189064357203196
2016,Mungwi,test,0.04053847464789806,0.033651650243448676
2016,Mwense,test,0.046674824489016054,0.04218485001051855
2016,Mwinilunga,test,0.01926190825989782,0.01517395603040778
2016,Namwala,test,0.09293313074838766,0.0876428131434017
2016,Nchelenge,test,0.04824421469187501,0.018022980662798123
2016,Ndola,test,0.08484009464684772,0.04887720043483876
2016,Nyimba,test,0.007253200941417903,-0.0030257437597768053
2016,Petauke,test,0.0018424543747271316,0.010847282726144665
2016,Samfya,test,0.030641446254394578,0.026879702733826342
2016,Senanga,test,0.050221275504431506,0.05441568366265065
2016,Serenje,test,-0.0008647299901916039,-0.00104848444764028
2016,Sesheke,test,0.00032465912105758554,0.006195856054553175
2016,Shangombo,test,-0.006879981411118813,0.0011615046292584457
2016,Siavonga,test,0.11174494916593461,0.1276829179546668
2016,Sinazongwe,test,0.12424594577414325,0.09448647963742172
2016,Solwezi,test,-0.03953235889702372,-0.005984253751360226
2016,Zambezi,test,-0.001182061450670291,0.04961958445233571
2017,Chadiza,test,0.08529937368543739,0.06722419559887045
2017,Chama,test,0.04952194102600632,0.05472838510973568
2017,Chavuma,test,-0.01242421553577333,0.021127852412796022
2017,Chibombo,test,0.023658590012316405,0.06041120968079684
2017,Chiengi,test,-0.044073255707390124,-0.030053761216262187
2017,Chililabombwe,test,-0.08861688755559372,-0.05552886748337423
2017,Chilubi,test,0.07177876218263068,0.038495168513923546
2017,Chingola,test,-0.053977591498097666,-0.03948417966369633
2017,Chinsali,test,0.06672188621414998,0.07790058017340945
2017,Chipata,test,0.008510319327628468,0.04817269396423547
2017,Choma,test,0.10992595138816114,0.11743010254317089
