split,random_state,variables,year_start,hot_encode,anomaly,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
6,234053,ndvi,2009,False,False,936,748,188,[0.001],[0.21909338045362495],0.2202764007913257,0.4711125194505825,0.22194700598307548,0.2534297351797056,0.5034427001950817,0.253454552379715,0.24450477503251944,0.4976147081827865,0.2476203977998398,0.1463131687831143,0.3869347679758336,0.1497185146685122,0.017647771314145855,0.24846500337201338,0.061734857900654624
7,146316,ndvi,2009,False,False,936,748,188,[0.001],[0.18579435786709492],0.21996638101213462,0.4705327281295746,0.22140104824106016,0.257518566766192,0.5074825369840202,0.25753852534373745,0.22149348094182864,0.47139211146123555,0.22221052274788192,0.13446702083332218,0.37696431710494127,0.14210209637039473,0.02635978170703579,0.2622478594496868,0.06877393978594269
9,107473,ndvi,2009,False,False,936,748,188,[0.001],[0.23058567590144669],0.23658476722762045,0.487724197999816,0.2378748933145637,0.2688112685095623,0.5184943068097989,0.2688363461941739,0.17351563012680615,0.4285785638049694,0.18367958535313023,0.12535114234087907,0.3697142659590018,0.13668863845360352,0.013702890716612237,0.25202220187030777,0.06351519023555816
3,777572,ndvi,2016,False,False,432,345,87,[0.001],[0.3066027846775149],0.3270694486272364,0.5733926408267207,0.32877912055424074,0.37453545253838916,0.6120235237993179,0.37457279368373425,0.08115429695762832,0.3698284076833242,0.13677305112958305,0.297892446027058,0.5477051296784841,0.299980909076125,-0.049850004670827675,0.1840826125726104,0.03388640825155778
7,146316,ndvi,2016,False,False,432,345,87,[0.1],[0.26498161962850536],0.27138832653373257,0.5211555968262385,0.2716031561033128,0.303811860964465,0.5515184613433256,0.3041726132025093,0.3136510935554566,0.5638530311027864,0.3179302406837998,0.19978273586654127,0.4482250937622271,0.20090573467815726,-0.12298778941129385,0.10133563592266998,0.010268911107851922
9,107473,ndvi,2016,False,False,432,345,87,[1.0],[0.20125814582909865],0.23101637710009804,0.4809547470165229,0.23131746867772757,0.26791114814318306,0.5206141595687354,0.27103910314346064,0.3592865397440199,0.6333223262275367,0.4010971688982584,0.09958421633285353,0.31799686455773657,0.10112200586855145,0.2896464297168905,0.7041925055130397,0.49588708482073246
9,107473,ndvi,2016,True,False,432,345,87,"[0.01, 1.0000000000000003e-09]","[0.5776606132831954, 0.7524461250035724]",0.7776019076289555,0.8826074951480225,0.7789959904914666,0.8862450364145079,0.9414448617859553,0.8863184277831765,0.8270885098558164,0.9109268415576325,0.8297877106701641,-0.01927160569730124,0.3289010444078144,0.10817589701255112,0.5531390187875604,0.7437462377452185,0.5531584661601672
8,772246,ndvi,2016,False,False,432,345,87,[0.01],[0.2556772682395364],0.28043689756480294,0.5307723920254256,0.28171933213639205,0.331817674641123,0.5761915266884639,0.33199667542758277,0.26526657306381796,0.518171523387894,0.26850172765013075,0.27933319850031313,0.5300300007620344,0.28093180170780224,0.1651288856078994,0.41000952021304515,0.16810780666533148
2,26225,pre_tmp,2016,True,True,432,345,87,"[1.0, 0.1, 1000000000.0]","[0.11905231537841332, 0.20212449813988065, 0.3386852593311507]",0.4270363737073699,0.6542426176939369,0.42803340280701485,0.47094576544495703,0.68936018741596,0.4752174679941674,0.4802777545290804,0.7019968297891481,0.4927995490340142,,,,,,
0,670487,pre_tmp,2016,True,True,432,345,87,"[0.1, 0.1, 1000000000.0]","[0.1590075586614572, 0.23120517499104148, 0.36977942558587157]",0.4117023667863714,0.6418777369767872,0.4120070292264416,0.4679158515199485,0.6866132463002992,0.4714377499950353,0.535522471617347,0.7757258766399494,0.601750635688818,,,,,,
4,288389,pre_tmp,2016,True,True,432,345,87,"[1.0, 0.1, 1000000000.0]","[0.20506476333183682, 0.2969799868407989, 0.4309466275071168]",0.4307874665502892,0.6564889027740572,0.4309776794654856,0.4803176471373196,0.6956985514830234,0.483996474535577,0.4257268240998432,0.6584982840298813,0.4336199900702982,,,,,,
1,116739,pre_tmp,2016,True,True,432,345,87,"[0.1, 0.1, 1000000000.0]","[0.22237229473273956, 0.29084834096771595, 0.39916371628337843]",0.4220276754890496,0.6501484113018436,0.42269295671831125,0.5218030477987398,0.724969841085294,0.5255812704832366,0.3982528721074722,0.635313227010489,0.4036228964144811,,,,,,
5,256787,pre_tmp,2016,True,True,432,345,87,"[1.0, 0.1, 1000000000.0]","[0.22114641610089286, 0.2790444368852151, 0.4169899551035092]",0.4659255739059549,0.6830057071508162,0.4664967960005865,0.514529005324394,0.7197661781937312,0.5180633512716101,0.061800230755067576,0.48770178417471977,0.23785303028720495,,,,,,
3,777572,pre_tmp,2016,True,True,432,345,87,"[0.1, 0.01, 1000000000.0]","[0.27450738121376816, 0.36138294471954674, 0.48522593913506135]",0.5174446497716448,0.7193516841513923,0.5174668454914444,0.5578519033044502,0.7473281060678176,0.5584992981189113,0.13425990784257158,0.4944529183505213,0.2444836884653473,,,,,,
4,288389,pre_tmp,2009,True,True,936,748,188,"[1.0, 0.01, 1000000000.0]","[0.19086561745046765, 0.28018474729147114, 0.3406646775068859]",0.35837694933471864,0.5986460523547728,0.3583770959999533,0.39079943347875934,0.6258087328483812,0.3916365701092966,0.5059080360806503,0.7384787905916563,0.5453509241537154,,,,,,
0,670487,pre_tmp,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.23328584129596655, 0.3193733505102502, 0.3784019388159961]",0.39108524754107765,0.6257852916640918,0.3916072312631124,0.4335840034876566,0.6587288424943056,0.4339236879338877,0.44049394752414905,0.6749203477057126,0.45551747574720003,,,,,,
1,116739,pre_tmp,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.28262986784320104, 0.37901858571377306, 0.43459748927640185]",0.44166984052877367,0.6646182767326886,0.4417174537671286,0.4713125413130599,0.6867895934137489,0.4716799456214225,0.27501082830604895,0.5554151220664327,0.3084859578200704,,,,,,
2,26225,pre_tmp,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.23999738888245795, 0.33036632055821347, 0.3871673723256642]",0.4025734574226386,0.6346855496009254,0.4028257468722287,0.4395737813197289,0.6632770005995859,0.43993637952438314,0.4336977627422459,0.6594718656877085,0.4349031416336271,,,,,,
5,256787,pre_tmp,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.2437784445988699, 0.3419717464330057, 0.3910869939569789]",0.41406042796234954,0.6436112824311362,0.4142354828726518,0.45478996916412173,0.6746541419899558,0.4551582113042034,0.3561970104310017,0.6105193241494775,0.3727338451599348,,,,,,
3,777572,pre_tmp,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.2629220268167355, 0.33146996758450326, 0.38385943928156585]",0.3985471257165387,0.6317690696482369,0.39913215736419877,0.44352190115942536,0.6662346119253955,0.4438685581273823,0.4093185929573695,0.6398190457449389,0.4093684112979642,,,,,,
6,234053,pre_tmp,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.2502489196384864, 0.3396641229248112, 0.3945583270043647]",0.40141654511565517,0.6337586123391479,0.40164997871404234,0.44673989592595864,0.6686487264364429,0.44709111936507706,0.40759297845374687,0.6427554106317216,0.413134517896353,,,,,,
9,107473,pre_tmp,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.2576563045413965, 0.3413322735598281, 0.40180269155592246]",0.4064311190301926,0.6378561219192045,0.40686043226980706,0.4497125353515814,0.670835172690994,0.45001982891935577,0.38780693543044176,0.6254339160306989,0.39116758332149526,,,,,,
8,772246,pre_tmp,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.2701365270211105, 0.35771507445353856, 0.4139172360773111]",0.41885122785676476,0.6475071712049915,0.4192655367618901,0.46465896720667,0.6819119710523883,0.4650039362645533,0.3226872791696337,0.577988685271231,0.33407092030156615,,,,,,
7,146316,pre_tmp,2009,True,True,936,748,188,"[0.1, 1.0000000000000003e-09, 1000000000.0]","[0.2695621171327386, 0.3926933913888554, 0.4329168517301909]",0.44227038430799614,0.6652560930301743,0.44256566931377195,0.4864867155151529,0.6975613237573591,0.4865918004021192,0.2060749137295007,0.5249606614834303,0.27558369610512073,,,,,,
0,670487,pre_tmp,2016,True,False,432,345,87,"[0.1, 0.001, 0.1]","[0.6282868638059288, 0.7340640637502908, 0.7633838601005553]",0.7865624907181987,0.887167575041269,0.7870663062046056,0.8826497354863796,0.9398344171493331,0.8832887316584267,0.8074154526254681,0.9046765692644434,0.8184396949760833,-0.023733636494261967,0.3465234527976103,0.12007850333877766,0.5682909329467394,0.7823103744077748,0.6120095219060329
1,116739,pre_tmp,2009,True,False,936,748,188,"[0.1, 0.01, 0.01]","[0.581871334024729, 0.6659361947711117, 0.7193221284597321]",0.724912672328383,0.8515917398530073,0.7252084913858721,0.7903010053702528,0.8893234312268186,0.7908961653290418,0.7422324866545493,0.8616550817306707,0.7424494798722888,0.3167884688917556,0.567856148852507,0.3224606057896006,0.3015422349900586,0.5677898188349835,0.32238527837266334
3,777572,pre_tmp,2009,True,False,936,748,188,"[0.1, 0.01, 0.01]","[0.5976292111597854, 0.6641511887253456, 0.7055687290764936]",0.7111755025566269,0.8436618694696592,0.7117653499970402,0.7797881428473625,0.883330172752926,0.7802721940957141,0.7679031511970367,0.8780149888298693,0.7709103206099155,0.27338011069640245,0.5340571456898102,0.2852170348623472,0.3770423640597408,0.6148768309274224,0.37807351721135
0,670487,pre_tmp,2009,True,False,936,748,188,"[0.1, 0.01, 0.001]","[0.601522290416606, 0.6648979949806657, 0.7168558026463547]",0.7185403528390193,0.8480327868123045,0.7191596075086436,0.7916792531694699,0.889886518373417,0.7918980155827618,0.7198112023261736,0.8528712669118457,0.7273893979238167,0.24868720489764173,0.5118447031298194,0.261985000122053,0.447988394983847,0.6772514923883025,0.458669583942183
6,234053,pre_tmp,2016,True,True,432,345,87,"[0.1, 0.1, 1000000000.0]","[0.25682805398533587, 0.3374941981084644, 0.44574990202438347]",0.4682153840260902,0.6845134281586671,0.46855863332953074,0.5161211183053477,0.7208687916702148,0.5196518148040755,0.36781905046433017,0.6315131497482926,0.3988088583050095,,,,,,
7,146316,pre_tmp,2016,True,True,432,345,87,"[0.1, 0.01, 1000000000.0]","[0.26162003020037855, 0.3429183349488378, 0.4668822050803346]",0.48521622048250224,0.6971990372874628,0.48608649759456496,0.5478989038654082,0.7406019156721861,0.5484911974973119,0.22772172428723014,0.5475526609164172,0.29981391647664896,,,,,,
9,107473,pre_tmp,2009,True,False,936,748,188,"[0.1, 0.01, 0.01]","[0.5922832358467536, 0.6643056994617139, 0.7147760868641191]",0.7184059223455621,0.8481715720557539,0.7193950156435289,0.7902157831031743,0.8891617631102613,0.7906086409773484,0.7315153461589158,0.8567799237206867,0.7340718376908256,0.26290604989156563,0.5244240074281278,0.27502053956697703,0.36216739579671153,0.6021835218708569,0.36262499401278875
8,772246,pre_tmp,2016,True,True,432,345,87,"[0.1, 0.01, 1000000000.0]","[0.21107569369534424, 0.3081003545600496, 0.4337141732266253]",0.4400144460464155,0.6637729911936636,0.44059458383818345,0.5046064427556077,0.7107406349454871,0.5051522501627141,0.5024950652325764,0.7101741638006462,0.5043473429299471,,,,,,
5,256787,pre_tmp,2009,True,False,936,748,188,"[0.1, 0.01, 0.001]","[0.5754111680865391, 0.657817539987714, 0.7079713068135286]",0.7135736265149,0.8451782854320664,0.7143263341658875,0.7868285820512184,0.8871801674682261,0.7870886495489497,0.7386792762791067,0.8633270274830032,0.7453335563826381,0.2770667608655374,0.5361396301009602,0.28744570296479444,0.42253531359152274,0.6506610440607035,0.42335979425816467
6,234053,pre_tmp,2009,True,False,936,748,188,"[0.1, 0.01, 0.001]","[0.5935345926811004, 0.6671873380575526, 0.7259140862206627]",0.7280851154561683,0.8537711427372583,0.7289251641708838,0.7951487025753354,0.8918276927905024,0.7953566336280308,0.7138155120925656,0.8489427712874507,0.7207038289212168,0.27718141881568414,0.5365056587212589,0.2878383218399319,0.3792542194743267,0.6228845269789908,0.3879851339498411
8,772246,pre_tmp,2009,True,False,936,748,188,"[0.1, 0.01, 0.001]","[0.5856980496110242, 0.6647132893884053, 0.713067085657984]",0.7149332750799102,0.8461700987554891,0.7160038360278742,0.7933153292677915,0.890873225731694,0.7936551043255938,0.7189979639735137,0.8480518669153884,0.7191919689786755,0.28220973380565395,0.5421373263578617,0.2939128806304507,0.32589536694177856,0.5792353118925901,0.3355135465433062
7,146316,pre_tmp,2009,True,False,936,748,188,"[0.1, 0.01, 0.0001]","[0.55516630427484, 0.6532603092212718, 0.7207061478206811]",0.7366987810679297,0.85851758979411,0.7370524519858876,0.8030637282233903,0.8962845824920169,0.803326052812889,0.6877382508104419,0.8303021913761939,0.6894017290041097,0.33451351489418213,0.5816670245077985,0.33833652739975584,0.24799209072401918,0.5360880860407755,0.2873904359948619
1,116739,pre_tmp,2016,True,False,432,345,87,"[0.1, 0.01, 0.1]","[0.638539320812068, 0.7547558120897019, 0.7774129246593294]",0.7936985975721579,0.8910167841470213,0.7939109096316996,0.8865939584209436,0.9423074516292568,0.887943333396024,0.7948985538216258,0.8931466206989808,0.797710886066009,0.0690457530031654,0.3906108559736425,0.15257684080446166,0.12459952562094301,0.4098117993030356,0.1679457108479915
2,26225,pre_tmp,2009,True,False,936,748,188,"[0.1, 0.01, 1.0000000000000003e-09]","[0.5916347931029838, 0.6643167908043527, 0.723424402980146]",0.7271251918893755,0.8531093807724757,0.7277956155619969,0.7940580859241337,0.8912235950087792,0.7942794963003725,0.7185090493742894,0.8476780762681101,0.7185581209856039,0.267426458772294,0.5275447767278478,0.27830349145283484,0.38609077104605927,0.6220401313801678,0.3869339250474564
4,288389,pre_tmp,2009,True,False,936,748,188,"[0.1, 0.01, 1.0000000000000003e-09]","[0.5922519527046578, 0.6576033986536068, 0.7127059801861393]",0.716603334902197,0.8470711497862691,0.7175295328002319,0.7903587611475276,0.8891086071676211,0.7905141153395472,0.7177950848230821,0.849740984176037,0.7220597401884601,0.2006800452717662,0.46795966231951214,0.21898624555819182,0.5309737575158706,0.785670576678476,0.6172782550582889
0,670487,pre_tmp,2009,False,True,936,748,188,"[0.1, 0.01]","[0.3010403264330014, 0.3784019389134631]",0.3910852476379213,0.6257852917389353,0.3916072313567843,0.4335840034602082,0.658728842472873,0.4339236879056511,0.44049394761502925,0.6749203477845604,0.455517475853632,,,,,,
1,116739,pre_tmp,2009,False,True,936,748,188,"[0.1, 0.01]","[0.34565851853527674, 0.4345974893691896]",0.44166984062023673,0.6646182768007651,0.44171745385761846,0.4713125412947824,0.6867895934000603,0.47167994560262017,0.2750108283899131,0.5554151221194854,0.3084859578790029,,,,,,
9,107473,pre_tmp,2016,True,True,432,345,87,"[1000000000.0, 0.1, 1000000000.0]","[0.1661965955735147, 0.2433164465286232, 0.38748807587330003]",0.39598515070092255,0.6295933280186243,0.3963877586855671,0.4252948298042162,0.6539788481751108,0.4276883338604446,0.5240392060198458,0.7987329080636304,0.6379742584237839,,,,,,
2,26225,pre_tmp,2009,False,True,936,748,188,"[0.1, 0.01]","[0.30302726526089085, 0.38716737241719124]",0.40257345751114226,0.6346855496689137,0.4028257469585311,0.4395737812943378,0.6632770005798809,0.4399363794982434,0.4336977628235241,0.659471865752195,0.43490314171868105,,,,,,
3,777572,pre_tmp,2009,False,True,936,748,188,"[0.1, 0.01]","[0.3146977455514818, 0.38385943936667183]",0.39854712579842844,0.6317690697100572,0.3991321574423111,0.44352190113584844,0.6662346119071914,0.44386855810312587,0.4093185930564748,0.6398190458224156,0.4093684113971063,,,,,,
4,288389,pre_tmp,2009,False,True,936,748,188,"[1.0, 0.01]","[0.25788555407012925, 0.34066467760495234]",0.35837694942948073,0.598646052433965,0.35837709609476953,0.3907994334445367,0.6258087328197195,0.39163657007342306,0.5059080361692019,0.7384787906643925,0.5453509242611436,,,,,,
5,256787,pre_tmp,2009,False,True,936,748,188,"[0.1, 0.01]","[0.3021196436904269, 0.39108699402962455]",0.4140604280334671,0.6436112824853131,0.4142354829423895,0.4547899691333671,0.6746541419664963,0.45515821127254935,0.3561970105639821,0.6105193242636464,0.37273384529933945,,,,,,
6,234053,pre_tmp,2009,False,True,936,748,188,"[0.1, 0.01]","[0.30944182344966553, 0.3945583270931629]",0.4014165451994176,0.6337586124034739,0.4016499787955766,0.4467398959004635,0.6686487264168309,0.44709111933885004,0.40759297853816945,0.6427554106924891,0.4131345179744703,,,,,,
2,26225,pre_tmp,2016,True,False,432,345,87,"[0.1, 0.01, 0.1]","[0.6288316600088933, 0.7540992589586548, 0.7697852486550366]",0.782481044600851,0.884657450558077,0.7826188048279165,0.8788756441108521,0.938221140960242,0.8802589093447383,0.8064719083567604,0.8985007264724119,0.8073035554714518,0.03167714249737297,0.3573158182199598,0.12767459395019934,0.4244382326311229,0.6527466147576181,0.4260781430775303
8,772246,pre_tmp,2009,False,True,936,748,188,"[0.1, 0.01]","[0.33485222211475846, 0.41391723616736903]",0.41885122794770846,0.6475071712730845,0.4192655368500717,0.4646589671698297,0.681911971024623,0.46500393622668623,0.32268727931726593,0.5779886853798941,0.33407092042717823,,,,,,
