split,random_state,variables,year_start,hot_encode,anomaly,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
6,234053,tmp,2009,False,False,936,748,188,[0.01],[0.5411628430956352],0.5436054177748237,0.737296822796256,0.5436066049054536,0.5593974794986892,0.7480882870664202,0.5596360852459706,0.5493333352206797,0.7463764377158943,0.5570777867774683,0.2646157618636774,0.5252746241843437,0.2759134308120035,0.2603444896860585,0.5494821109378696,0.3019305902407372
7,146316,tmp,2009,False,False,936,748,188,[0.01],[0.5265588562191532],0.5511405100277063,0.7424228062974672,0.5511916233106064,0.5792127311449549,0.7613032850074384,0.5795826917631169,0.4776971056592936,0.69765248466402,0.4867189893578806,0.31215522959212316,0.5632437849064067,0.3172435612356945,0.018947646001113982,0.40007701988948163,0.1600616218436487
8,772246,tmp,2009,False,False,936,748,188,[0.01],[0.5495946849429665],0.5485698993675071,0.7406611906298747,0.5485789993052635,0.5654403610240668,0.7521520157207455,0.5657326547527807,0.5293276538212512,0.7286440389929721,0.5309221355599919,0.30088316491565725,0.5537921310166922,0.3066857243760092,0.16654475188849271,0.47210852217226973,0.2228864567076845
9,107473,tmp,2009,False,False,936,748,188,[0.01],[0.5340136684802486],0.5415219711937007,0.7358900766195373,0.5415342048671085,0.5614041657370532,0.7493958493788668,0.5615941390662733,0.5311243710662323,0.7311125352580101,0.5345255392113951,0.27727301521560255,0.5369002095307391,0.2882618349941516,0.14137514504851545,0.43996716975255235,0.19357111046007122
1,116739,tmp,2016,False,False,432,345,87,[0.01],[0.6034521542885127],0.6217314376397902,0.7885598985192467,0.6218267135526846,0.6590554467957297,0.8121692084241527,0.6596188231123149,0.6155120315051893,0.7882647026625358,0.6213612414636559,0.2745499758573732,0.530072852102212,0.2809772285357735,0.17463286555854962,0.4337044708638621,0.1880995680473026
2,26225,tmp,2016,False,False,432,345,87,[0.01],[0.5982853116866423],0.6113299419773233,0.7819132053113967,0.6113882606403425,0.646539816506825,0.8044691879310677,0.6471706743304715,0.6651838282936307,0.8195418451002537,0.6716488358703283,0.28337805938350913,0.5349325463417289,0.286152829135646,0.35034465972588547,0.5982689248115768,0.3579257063952001
0,670487,tmp,2016,False,False,432,345,87,[0.001],[0.5683812937595819],0.6084884304778273,0.7802099914708173,0.6087276307908928,0.6444872400499779,0.8028088584522022,0.644502063209328,0.6994832944887825,0.8371282701892017,0.700783740749965,0.248135410590829,0.5218873445354424,0.27236640038625554,0.44611570318020655,0.6723558082895944,0.4520623329407538
6,234053,tmp,2016,False,False,432,345,87,[0.01],[0.614475033392389],0.6203860772098047,0.7876505596196408,0.6203934040691333,0.6483067385007426,0.8054794778248326,0.648797189196965,0.653037411486449,0.8114414278701132,0.6584371908638881,0.2949486995626407,0.545017113585994,0.2970436541016083,0.3897571956842507,0.6362980172011186,0.404875166694075
4,288389,tmp,2016,False,False,432,345,87,[0.001],[0.6182968187420482],0.6246113575462926,0.7907874309624431,0.6253447609681807,0.6608822884698833,0.8129547903037619,0.6608954910778335,0.629704090541656,0.8037427735878889,0.6460024460947524,0.2903600627321373,0.5501409736498408,0.3026550908883949,0.22743868727269712,0.48487365794681886,0.2351024641707287
5,256787,tmp,2016,False,False,432,345,87,[0.001],[0.6332213960443276],0.6365520639645622,0.7981341711373924,0.6370181551371723,0.6691599850957979,0.8180331927748843,0.669178304481471,0.5634543373141763,0.770327774826931,0.593404880669811,0.32452310148353136,0.5780842675439519,0.3341814203818274,-0.8609331633260533,0.009287534187174158,8.625829127792875e-05
3,777572,tmp,2016,False,False,432,345,87,[0.0001],[0.6378965357593332],0.6485653076768638,0.8056883106848993,0.6491336539742869,0.6748431953315162,0.8214888748348148,0.6748439714773701,0.56125277513589,0.7525629675468272,0.5663510201228869,0.3272372770430606,0.5823282823216774,0.3391062283917153,-0.09675689038785595,0.26892438104970084,0.0723203227229647
8,772246,tmp,2016,False,False,432,345,87,[0.01],[0.6171820991225496],0.6343056328490178,0.7964383841628122,0.6343140997678712,0.6583390303901602,0.8117231993696005,0.6588945523948202,0.6085857851733005,0.7815671613905386,0.6108472277640642,0.3019715464735314,0.5509933358430442,0.3035936561434457,0.35230681733879887,0.5950895588743335,0.3541315830812488
5,256787,tmp,2016,True,False,432,345,87,"[0.001, 1.0000000000000003e-09]","[0.742653883698221, 0.7833153571478124]",0.7878063634254714,0.8896249804597194,0.791432605857956,0.8825239648960799,0.9394388415061578,0.8825453369304318,0.835605377996428,0.9169811346854472,0.8408544013690102,0.12811261184041167,0.45858426307395195,0.21029952633907956,-0.5722619729036249,0.2145722306178037,0.04604124215229993
9,107473,tmp,2016,False,False,432,345,87,[0.01],[0.5967299509001601],0.6194560970345961,0.7870976588040702,0.6195227244948486,0.6615349471304257,0.8136069521119349,0.6619562725248723,0.5877392028696522,0.7674842135115834,0.5890320179894937,0.2051662345077533,0.46734688377017647,0.21841310976969483,0.43629232993919775,0.7396503326118755,0.5470826145328581
7,146316,tmp,2016,False,False,432,345,87,[0.001],[0.6117535365488962],0.6183187201237436,0.786758770458347,0.6189893628931299,0.6497828095064796,0.8061009011353464,0.6497986628112175,0.6718334658854067,0.8199355473857202,0.6722943018667206,0.34554395523029247,0.5893998512710528,0.3473921846783391,0.1855492173320561,0.49566955313417854,0.24568830590423624
0,670487,ndvi,2009,True,True,936,748,188,"[0.01, 1000000000.0]","[0.134013256900875, 0.22460257079421292]",0.23026783020919284,0.4803377925963721,0.2307243949963554,0.2614603786411813,0.5116069832336549,0.2617417052934413,0.2970687896408596,0.5504391823933517,0.30298329351386144,,,,,,
4,288389,ndvi,2016,True,True,432,345,87,"[0.1, 1000000000.0]","[0.23184686865965212, 0.391570767043824]",0.3983510884440453,0.631975256895901,0.39939272532864,0.4724434869467993,0.6894045622031023,0.4752786503864512,0.5682784079591213,0.7747362984865409,0.6002163321926266,,,,,,
2,26225,ndvi,2009,True,True,936,748,188,"[0.01, 1000000000.0]","[0.16637357479392648, 0.23548052869612465]",0.24645652372910842,0.4969267242586934,0.2469361692824755,0.27473923793981103,0.5243236799230966,0.2749153213280978,0.25214787331794186,0.5021733369261835,0.2521780603195782,,,,,,
1,116739,ndvi,2009,True,True,936,748,188,"[0.01, 1000000000.0]","[0.16817341186764068, 0.23670647392349445]",0.24555163520590162,0.4959799344087028,0.24599609533606115,0.2721843169585325,0.521923720550346,0.27240437007311563,0.2746095621148019,0.5310134294419887,0.28197526224774194,,,,,,
3,777572,ndvi,2009,True,True,936,748,188,"[0.01, 1000000000.0]","[0.17807205405213974, 0.24201986783868681]",0.25233028468637586,0.5027091826310244,0.2527165223015526,0.27962450134352146,0.5290549486888578,0.27989913873217,0.23005793825643084,0.48884078863631675,0.2389653166345761,,,,,,
4,288389,ndvi,2009,True,True,936,748,188,"[0.01, 1000000000.0]","[0.1681665581121376, 0.2369846261215188]",0.25058618013232636,0.5013729000895952,0.25137478494425125,0.27974019745990353,0.5290332900851782,0.2798762220183483,0.22539754825772207,0.4890906917933989,0.23920970479894554,,,,,,
1,116739,ndvi,2016,True,True,432,345,87,"[0.01, 1000000000.0]","[0.3344226763312744, 0.43421404595314234]",0.4626795077851591,0.6813532349852803,0.4642422308249066,0.5340139339253546,0.7308778226578019,0.5341823916530093,0.48248585068789773,0.6949725619836513,0.4829868619101201,,,,,,
5,256787,ndvi,2016,True,True,432,345,87,"[0.01, 1000000000.0]","[0.29451334991957534, 0.41321056642967635]",0.49860540809511966,0.7063309781775077,0.4989034507331948,0.5604148470590866,0.7488137686263143,0.5607220600843434,0.17505465621786898,0.48989368860496574,0.23999582613497913,,,,,,
5,256787,ndvi,2009,True,True,936,748,188,"[0.01, 1000000000.0]","[0.13995149775208499, 0.20171425852740263]",0.21919769370601705,0.4686463724601895,0.21962942242009464,0.248135266624951,0.4983075115689044,0.2483103760859938,0.342823930120956,0.6027409148217389,0.36329661040014666,,,,,,
0,670487,ndvi,2016,True,True,432,345,87,"[0.001, 1000000000.0]","[0.24510959722566375, 0.37906535139819897]",0.4278850870654278,0.6557453199635281,0.4300019246540699,0.4925281249932989,0.7018085442390412,0.4925352327669222,0.6173530747062562,0.7883683803635262,0.6215247031570095,,,,,,
7,146316,ndvi,2009,True,True,936,748,188,"[0.01, 1000000000.0]","[0.2293545090077727, 0.28776269840300117]",0.28112283934023674,0.5302812136085371,0.28119816550614296,0.30753325797581077,0.5547818533313453,0.30778290478576237,0.11053490334995564,0.36450515255776195,0.13286400624115732,,,,,,
8,772246,ndvi,2009,True,True,936,748,188,"[0.01, 1000000000.0]","[0.16822552231684157, 0.23482963551291042]",0.2541139814485045,0.5045657318020167,0.25458657770890464,0.29018397838826016,0.5388843783931817,0.2903963732762058,0.19589270980034978,0.44910726249239785,0.20169733322341554,,,,,,
3,777572,ndvi,2016,True,True,432,345,87,"[0.001, 1000000000.0]","[0.39571994885757295, 0.5044006986871482]",0.5360391172554069,0.7329515498365867,0.5372179744078545,0.5735983777001785,0.7573672818026689,0.5736051995451632,0.1941194608940543,0.49393233806245224,0.2439691545838406,,,,,,
9,107473,ndvi,2009,True,True,936,748,188,"[0.01, 1000000000.0]","[0.15560417965056766, 0.22965275907078592]",0.23796362192127452,0.48900755650671657,0.2391283903206696,0.2733673786596622,0.5230762328261715,0.27360874534761925,0.26403689930385554,0.5142726492304199,0.26447635774647454,,,,,,
6,234053,ndvi,2009,True,True,936,748,188,"[0.001, 1000000000.0]","[0.1956534730854455, 0.2501122999143662]",0.27383054328895884,0.5235471048887546,0.2741015710373966,0.3048423504922665,0.552134631700643,0.30485265152320473,0.12558484222859612,0.41980830202720554,0.17623901045096543,,,,,,
2,26225,ndvi,2016,True,True,432,345,87,"[1.0000000000000003e-09, 1000000000.0]","[0.20944881692975859, 0.37348209319183634]",0.4676173461708134,0.6854555941299375,0.4698493715240256,0.523591502764919,0.723596229098051,0.5235915027649191,0.5436161341225004,0.740820747436958,0.5488153798330532,,,,,,
1,116739,ndvi,2009,True,False,936,748,188,"[0.01, 0.01]","[0.5058824073053143, 0.603256180944791]",0.6057034874286933,0.7796504274541782,0.6078547890294829,0.6911065612359725,0.8315871496495888,0.6915371874623276,0.7044131109090759,0.8393070353072469,0.7044362995162402,0.01855608740350534,0.23888472548229922,0.05706591206875346,0.29005218551032896,0.5403048219185982,0.2919293005884881
2,26225,ndvi,2009,True,False,936,748,188,"[0.01, 0.01]","[0.5292147732097087, 0.6239535977582019]",0.6261633681837042,0.7923123368228506,0.6277588390816863,0.7124537415687946,0.8442880663399125,0.7128223389639885,0.6044904587378239,0.7775281424641444,0.6045500123237427,-0.003266705388548008,0.2210718253209075,0.04887275195071784,0.19943262314930943,0.4545970767948838,0.20665850223045348
0,670487,ndvi,2016,True,False,432,345,87,"[0.01, 0.01]","[0.5819745740986492, 0.7595942620604127]",0.7889513942660985,0.8890776757643152,0.7904591135424768,0.8863865400898787,0.9416128352595364,0.8866347315255029,0.8119274888597832,0.9042100839542245,0.8175958759245058,-0.034202130099180605,0.298536510042732,0.08912404782849423,0.6207481676338751,0.8102157239751,0.6564495193764954
0,670487,ndvi,2009,True,False,936,748,188,"[0.001, 0.01]","[0.5117127590852812, 0.614613596964924]",0.6138349588833469,0.784871128986048,0.6160226891158337,0.7120428051334629,0.8439318836672431,0.7122210242701412,0.6438100652066217,0.803221525975198,0.6451648197899257,-0.02961297987010214,0.21157872219408408,0.04476555568528141,0.21661444084605597,0.4692572950598606,0.22020240896689705
4,288389,ndvi,2009,True,False,936,748,188,"[0.001, 0.01]","[0.5304391302501525, 0.6488495778010913]",0.6494801443345197,0.8069293038994604,0.6511349014916676,0.733543489137787,0.8565629285026963,0.7337000504851152,0.5519308278637163,0.7466930399520727,0.5575504959128676,0.011995639374731248,0.26216166041022626,0.06872873618904679,0.2504785041337615,0.5536113620353426,0.30648554017462715
3,777572,ndvi,2009,True,False,936,748,188,"[0.001, 0.01]","[0.5096871431327988, 0.6165074932275602]",0.6189519133994855,0.787920670826065,0.6208189835149962,0.7008890550108224,0.8373382463303063,0.7011353387675127,0.6937106868176119,0.8330297761591284,0.6939386079677277,0.04045952433275812,0.2912681266407522,0.08483712159681325,0.14662916842913765,0.4036769341289318,0.16295506714773395
5,256787,ndvi,2009,True,False,936,748,188,"[0.01, 0.001]","[0.49212362153618655, 0.6002850886254579]",0.6046363882193697,0.7788491364630271,0.6066059773692031,0.6896485151653824,0.8305495396350613,0.6898125377880122,0.6926609340158428,0.8353173912223015,0.6977551440784315,-0.001092771197558351,0.21222127794369156,0.045037870812053585,0.29608247519501507,0.554003368939507,0.30691973279632345
6,234053,ndvi,2009,True,False,936,748,188,"[0.001, 0.01]","[0.528049483218503, 0.64806443030045]",0.65044669534609,0.8073865855329293,0.6518730984985222,0.7318012364357667,0.8555861495853012,0.7320276593622014,0.5459512147842895,0.7507174995726389,0.5635767641645951,0.07713780704832496,0.3304135611956424,0.10917312142198654,0.07726724787953154,0.33845934733842103,0.11455472980074993
8,772246,ndvi,2009,True,False,936,748,188,"[0.001, 0.01]","[0.5193141505314456, 0.6130206181599211]",0.612801062960848,0.7848442504510753,0.6159804974661103,0.7079414812610396,0.8415046136462992,0.7081300147880074,0.6574801525429959,0.8109282753098876,0.6576046676970689,0.023768032239167236,0.2763953647260793,0.07639439764206239,0.1643750636039577,0.4173060802682331,0.17414436462883703
9,107473,ndvi,2009,True,False,936,748,188,"[0.001, 0.01]","[0.5180661319418747, 0.6128894643284079]",0.6200567712714591,0.7895273158330058,0.623353382446471,0.7131224183128553,0.8445654427350152,0.7132907870621923,0.6312492474656675,0.7973463900449922,0.6357612657177808,0.008860311172874558,0.26119606963916364,0.06822338679494683,0.18712200328379103,0.4347720139302641,0.18902670409697775
7,146316,ndvi,2009,True,False,936,748,188,"[0.001, 0.001]","[0.4868012794802369, 0.6051522778785162]",0.629317727511284,0.7950502194937293,0.6321048515170272,0.7189737536057806,0.8479952949119619,0.7190960201928253,0.610682449729853,0.781712294842374,0.6110741119077308,0.06308803568664612,0.3266840995805701,0.10672250091876784,0.07407201349600567,0.3291112003868245,0.10831418222005655
7,146316,ndvi,2016,True,True,432,345,87,"[0.01, 1000000000.0]","[0.43262352623698985, 0.5322660659552205]",0.5509707869836743,0.7423527862723236,0.5510876592862821,0.5849641269836561,0.764983794351005,0.5852002056196608,0.09918638060478646,0.4437855333843597,0.19694559964124064,,,,,,
8,772246,ndvi,2016,True,True,432,345,87,"[0.01, 1000000000.0]","[0.3329971633357599, 0.45028873242605716]",0.4664981299900436,0.6831561500148702,0.4667023253031398,0.5073020221565465,0.712389588261651,0.5074989254636046,0.5621828807155286,0.7600515282154017,0.5776783255425675,,,,,,
9,107473,ndvi,2016,True,True,432,345,87,"[0.01, 1000000000.0]","[0.32931154696159426, 0.453840586388319]",0.4606998885326755,0.6794622334344917,0.4616689266637878,0.5063643873524275,0.7117598180017732,0.5066020385219173,0.5571072440110753,0.7470970178242959,0.5581539540419563,,,,,,
1,116739,ndvi,2016,True,False,432,345,87,"[0.01, 0.001]","[0.6290909201575117, 0.7912018181521692]",0.8061347227173391,0.8989970434308023,0.8081956840973239,0.8956457681800294,0.9464839508799343,0.89583186927329,0.7689250634837841,0.8811790195269449,0.7764764644544679,0.10951728517435,0.41669288309825325,0.17363295882473456,0.1858232777055635,0.43107883886065906,0.18582896531345405
0,670487,ndvi,2009,False,True,936,748,188,[0.01],[0.22460257094595198],0.2302678303540472,0.4803377927406083,0.23072439513491955,0.26146037861112625,0.5116069832032893,0.2617417052623708,0.29706878974035644,0.5504391824909111,0.3029832936212625,,,,,,
1,116739,ndvi,2009,False,True,936,748,188,[0.01],[0.23670647403717832],0.24555163531872704,0.4959799345179536,0.24599609544443352,0.27218431693490597,0.5219237205270459,0.272404370048794,0.27460956222466626,0.5310134295303053,0.28197526234153647,,,,,,
2,26225,ndvi,2009,False,True,936,748,188,[0.01],[0.2354805288064114],0.24645652383827166,0.49692672436332946,0.24693616938646842,0.2747392379049445,0.5243236798889874,0.2749153212923294,0.25214787343550127,0.50217333704361,0.2521780604375151,,,,,,
6,234053,ndvi,2016,True,True,432,345,87,"[1e-05, 1000000000.0]","[0.4048570195125629, 0.48376945920362424]",0.508352157936709,0.713921830056748,0.5096843794315762,0.5501429866189531,0.7417162445843601,0.5501429874803263,0.39146875102452316,0.6616166947005239,0.4377366507064462,,,,,,
4,288389,ndvi,2009,False,True,936,748,188,[0.1],[0.23755510227219734],0.24826995498587534,0.4996470354244405,0.2496471600084321,0.26740059939183547,0.5209244696511337,0.2713623030813149,0.1893424358522925,0.45411040328716423,0.20621625837363095,,,,,,
3,777572,ndvi,2009,False,True,936,748,188,[0.01],[0.24201986794158853],0.2523302847851753,0.5027091827250857,0.2527165223961236,0.27962450131264127,0.5290549486587335,0.27989913870029515,0.23005793838333288,0.4888407887479742,0.23896531674374155,,,,,,
5,256787,ndvi,2009,False,True,936,748,188,[0.01],[0.2017142586227055],0.2191976937991985,0.46864637255533675,0.2196294225092755,0.24813526659110352,0.4983075115340213,0.24831037605122877,0.3428239302665338,0.6027409149634995,0.3632966105710365,,,,,,
7,146316,ndvi,2009,False,True,936,748,188,[0.01],[0.28776269849275427],0.2811228394317511,0.5302812136935656,0.281198165596321,0.30753325793154385,0.5547818532902792,0.30778290474019687,0.11053490353337014,0.364505152731483,0.13286400636780174,,,,,,
8,772246,ndvi,2009,False,True,936,748,188,[0.01],[0.23482963562378076],0.2541139815594339,0.5045657319077586,0.25458657781561206,0.29018397835286014,0.5388843783594282,0.2903963732398273,0.19589270994229924,0.4491072626318325,0.20169733334865775,,,,,,
6,234053,ndvi,2009,False,True,936,748,188,[0.001],[0.2501122999956619],0.2738305433650646,0.5235471049592115,0.27410157111117167,0.304842350449533,0.5521346316617182,0.30485265148022117,0.12558484237935774,0.4198083021430251,0.17623901054820945,,,,,,
2,26225,ndvi,2016,True,False,432,345,87,"[0.01, 0.1]","[0.6055916694187293, 0.747579884330324]",0.758295377829901,0.8710356434235024,0.7587030921141947,0.869509074660944,0.9345434006933804,0.8733713677795482,0.800466694044635,0.8965873006321969,0.8038687876549295,-0.02957878851097062,0.268618536254353,0.07215591801943116,0.4666179594657428,0.7086037386932449,0.5021192584900445
9,107473,ndvi,2009,False,True,936,748,188,[0.01],[0.22965275919470365],0.23796362204507415,0.4890075566249775,0.2391283904363306,0.27336737863066307,0.5230762327976077,0.2736087453177371,0.2640368994203097,0.5142726493463253,0.2644763578656885,,,,,,
4,288389,ndvi,2016,True,False,432,345,87,"[0.01, 0.1]","[0.6086952771834873, 0.724772252817066]",0.7285958633535795,0.8539088438161334,0.7291603135474057,0.8651609744776506,0.9322196976552408,0.8690335646964286,0.8178801477841751,0.9145450467193499,0.8363926424788979,-0.16473947023972757,0.16305970803721848,0.02658846838518293,0.4969577931127859,0.7687161908423328,0.5909245820631458
1,116739,ndvi,2016,False,True,432,345,87,[0.01],[0.43421404610037817],0.46267950792885504,0.6813532350856023,0.46424223096161604,0.5340139338647357,0.7308778226156061,0.5341823915913293,0.4824858508685993,0.6949725621190572,0.48298686209832686,,,,,,
0,670487,ndvi,2016,False,True,432,345,87,[0.001],[0.3790653516056416],0.42788508726125807,0.6557453201013106,0.4300019248347703,0.492528124936801,0.7018085441986359,0.4925352327102087,0.6173530748569052,0.7883683804693227,0.6215247033238227,,,,,,
3,777572,ndvi,2016,False,True,432,345,87,[0.01],[0.5051339475602429],0.5358545702535829,0.7322173319329015,0.5361422211829369,0.5699989432789054,0.7551542820801858,0.5702579897440407,0.1917625377453933,0.49091421257475387,0.24099676410789064,,,,,,
5,256787,ndvi,2016,True,False,432,345,87,"[0.01, 0.01]","[0.6200937170937251, 0.7845324763483303]",0.7881306996624543,0.8882987574382624,0.7890746824663609,0.8823286693980178,0.9395239409380057,0.8827052355956813,0.8373147151240619,0.9174534861574946,0.84172089926254,0.13400125170512955,0.4244885212638666,0.18019050468478412,-0.4900580215806818,-0.13807014033226428,0.01906336365137115
4,288389,ndvi,2016,False,True,432,345,87,[0.1],[0.39157076727867246],0.39835108867009794,0.6319752570666499,0.39939272554445826,0.4724434869041506,0.6894045621696656,0.47527865034034833,0.5682784081142696,0.7747362986009928,0.6002163323699666,,,,,,
6,234053,ndvi,2016,True,False,432,345,87,"[0.01, 0.01]","[0.6259940576911502, 0.8142773084252125]",0.8154548039683864,0.9042012380938087,0.8175798789703765,0.8949615065575656,0.946185325971923,0.8952666710845941,0.7634183123660933,0.889571591658635,0.7913376166860772,0.1557117295241408,0.4557975293543531,0.20775138776553237,0.5346561267356968,0.7398502870357725,0.547378447226915
7,146316,ndvi,2016,True,False,432,345,87,"[0.001, 0.01]","[0.6378560807650399, 0.803813383514877]",0.8092621740138063,0.9003127312471401,0.8105630140456851,0.8975443694016617,0.9475599548448985,0.8978698680256662,0.7972908817608867,0.9007687325469801,0.811384309534293,0.18821782622548688,0.4979704257371591,0.2479745449088475,0.08487385092404798,0.3805782286672132,0.1448397881354736
8,772246,ndvi,2016,False,True,432,345,87,[0.01],[0.45028873259902263],0.4664981301546196,0.6831561501329674,0.46670232546449747,0.5073020221048223,0.7123895882246227,0.5074989254108475,0.5621828808834703,0.7600515283377993,0.5776783257286245,,,,,,
5,256787,ndvi,2016,False,True,432,345,87,[0.001],[0.4132811790064498],0.5015644952080942,0.7089939941401788,0.5026724837268439,0.5648401002215524,0.7515644859576558,0.5648491765527954,0.1561927742657263,0.4854916713479054,0.23570216294818258,,,,,,
8,772246,ndvi,2016,True,False,432,345,87,"[0.001, 0.01]","[0.6010589203711661, 0.7628353043884457]",0.7771974425816428,0.8829354991772604,0.779575095707398,0.8905819954647192,0.9438681761527765,0.8908871339539688,0.8123741136204341,0.9048579054258173,0.8187678290115974,0.06634284240972599,0.39009529563955414,0.15217433968011115,0.4747368593516079,0.6970729309613556,0.48591067107905483
3,777572,ndvi,2016,True,False,432,345,87,"[0.0001, 0.001]","[0.6255659123905856, 0.7832299026862362]",0.7938338718505029,0.8924920157056773,0.7965419980983829,0.896649724486652,0.9469623345674867,0.8967376630895046,0.7987490126518346,0.8992015701653495,0.80856346378783,0.17252851594441965,0.4921796174113977,0.24224077579522982,0.10400341870081387,0.33846894537451777,0.11456122698293829
9,107473,ndvi,2016,False,True,432,345,87,[0.01],[0.4538405865676175],0.4606998887138156,0.6794622335620359,0.4616689268371107,0.5063643873076666,0.7117598179696445,0.5066020384761815,0.5571072441393512,0.7470970179120249,0.5581539541730404,,,,,,
7,146316,ndvi,2016,False,True,432,345,87,[0.001],[0.5326864896671673],0.5522434799204383,0.7434615658718587,0.5527350999286361,0.5883737816769012,0.7670592607723314,0.5883799095365956,0.10363281718353645,0.4535191938277906,0.2056796591702091,,,,,,
2,26225,ndvi,2016,False,True,432,345,87,[1.0000000000000003e-09],[0.37348209343507405],0.46761734636582775,0.6854555942626558,0.4698493717059706,0.5235915027141191,0.7235962290629486,0.5235915027141193,0.543616134312426,0.7408207475665811,0.5488153800251081,,,,,,
1,116739,ndvi,2009,False,False,936,748,188,[0.01],[0.2345067648629655],0.2394302532490329,0.48951388389614214,0.23962384252708574,0.2666312740621868,0.5166592207840817,0.26693675042121445,0.1502814095124838,0.4217118588434308,0.17784089188918173,0.12018176454949048,0.35173873016826246,0.12372013430038174,0.1913452676865932,0.43778040247613714,0.19165168079216863
0,670487,ndvi,2009,False,False,936,748,188,[0.001],[0.20793325375348287],0.20949211048153693,0.4585900943041887,0.21030487459392466,0.23619845403368167,0.4860237122455403,0.23621904886493578,0.3058685601982494,0.5581702021384726,0.3115539745553033,0.10781338686758568,0.3337897842440899,0.11141562006571608,0.05279414995507026,0.3030621402685596,0.09184666086416009
2,26225,ndvi,2009,False,False,936,748,188,[0.01],[0.23708368128544502],0.24149130525321283,0.4916406772797477,0.24171055555608903,0.2637700840998075,0.5137568353527723,0.26394608587169555,0.16011446716543687,0.42798497160856486,0.18317113592278406,0.1189928044621158,0.34616812554719617,0.11983237114485937,0.1468292408083154,0.3880527482537367,0.15058493542727797
3,777572,ndvi,2009,False,False,936,748,188,[0.01],[0.2140752222921316],0.2188086769887604,0.4679058603725854,0.2189358941710094,0.24084111310816958,0.49104198213435457,0.2411222282184358,0.26455374995421044,0.5193622934153485,0.2697371918216505,0.12384156335281116,0.35197096783119525,0.12388356219602828,0.1335614890666149,0.36681215487506347,0.13455115696408754
5,256787,ndvi,2009,False,False,936,748,188,[0.01],[0.19149209862819244],0.19824761607061192,0.44583136132462575,0.198765602740569,0.22882686149911724,0.47866260390751425,0.22911788837952188,0.3115365538442282,0.5799369875142479,0.336326909487101,0.09885119057649983,0.32156338543859925,0.10340301085473315,0.25049037857532874,0.5135165051484334,0.263699201059861
0,670487,ndvi,2016,False,False,432,345,87,[1.0],[0.2224340951916221],0.2580828011284775,0.5087729708182138,0.25884993583519106,0.2861649802463657,0.5378995828404993,0.2893359612199832,0.29931431496510097,0.5541069811779425,0.3070345465901328,0.08924491353735908,0.29900858473187064,0.08940613374335626,0.2598396847439196,0.6387906029058988,0.40805343436088176
4,288389,ndvi,2009,False,False,936,748,188,[0.001],[0.21103710150483934],0.21754355660776825,0.46756845319879403,0.21862025842671284,0.24730658801233518,0.4973137881933064,0.24732100392717682,0.25686164341751294,0.5079113752154607,0.25797396507326054,0.11163317758711389,0.34557522858994877,0.11942223861499535,0.1849740794546214,0.461624762385749,0.21309742124769923
2,26225,ndvi,2016,False,False,432,345,87,[1.0],[0.2593886884809698],0.27323109524599887,0.5238431712383771,0.27441166805307965,0.29531413116296756,0.5465637088760027,0.2987318878602918,0.2804947634290933,0.5430130961906555,0.2948632226345621,0.1605119221568031,0.41994437037018034,0.1763532742056072,0.1427248284447642,0.4293168271625635,0.1843129380849304
6,234053,ndvi,2016,False,True,432,345,87,[1.0000000000000003e-09],[0.4837706661535314],0.5083512520910393,0.7139227395121943,0.5096856779925965,0.5501429959176478,0.7417162502720619,0.5501429959176479,0.3914638439107394,0.6616160038068328,0.43773573649332304,,,,,,
1,116739,ndvi,2016,False,False,432,345,87,[0.1],[0.27534641523501974],0.2801126067007996,0.5293553887544584,0.2802171276033838,0.30824953659884147,0.5555506882141573,0.3086365671752238,0.286374874656086,0.5697556095851377,0.3246214546537319,0.21339543889397394,0.4754645123161755,0.2260665024720586,0.07164763157476273,0.26892605356055205,0.07232122228365291
6,234053,ndvi,2016,False,False,432,345,87,[1.0],[0.25905017136572744],0.26339586660416214,0.5145754801684832,0.2647879247906251,0.2795524919353367,0.5318538192952792,0.2828684850989755,0.32826393100573514,0.600519763034384,0.36062398579487276,0.13133883612996577,0.3685671439046546,0.13584173956603438,0.2337570212356278,0.5196569176121583,0.27004331202216947
8,772246,ndvi,2009,False,False,936,748,188,[0.01],[0.22658549406742373],0.2279170996503872,0.4778981185473591,0.2283866117111057,0.26061227141449383,0.5107573229340383,0.2608730429307455,0.20099334684430548,0.4504142683936969,0.20287301317262924,0.13583768771787863,0.36901381554722856,0.13617119606472403,0.09373241588049441,0.31408838854233356,0.0986515158171199
4,288389,ndvi,2016,False,False,432,345,87,[0.1],[0.2906973388973693],0.3018157124126669,0.5494658691366157,0.30191274134605645,0.32747551150505905,0.5724725602641209,0.3277248322553575,0.21967628047081422,0.4716368322482397,0.2224413015331542,0.15146855381843605,0.38937278598333125,0.15161116646442108,0.168116178700206,0.4215956854289388,0.17774292197229674
5,256787,ndvi,2016,False,False,432,345,87,[0.1],[0.256056792735295],0.26606764128132154,0.5159755565459588,0.266230774952912,0.30246984554975076,0.5504377332107125,0.30298169814214754,0.29225185789396635,0.551170983289289,0.30378945282008174,0.2220272771182642,0.4764075593174003,0.2269641625747623,-0.24379392173732217,0.05634948801481593,0.003175264799531884
