country,satellite,bands,num_features,points,month_range,limit_months,crop_mask,weighted_avg,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_total_n,logo_train_n,logo_test_n,logo_best_reg_param,logo_summary_val_R2,logo_summary_val_r,logo_val_R2,logo_val_r,logo_val_r2,logo_summary_train_R2,logo_summary_train_r,logo_train_R2,logo_train_r,logo_train_r2,logo_test_R2,logo_test_r,logo_test_r2
ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,490,392,98,100.0,0.3603557554272344,0.3811572207832151,0.618355253556517,0.38236321960094444,0.538426109445016,0.7381012662288197,0.5447934792085869,0.4090083308414184,0.6477823077395884,0.4196219182204269,490,2940,490,100000.0,0.09545532770323051,0.3594492413811029,-0.007513806425136771,0.1730705349759125,0.029953410076848548,0.3379081566807346,0.7908314981073137,0.22166703405944221,0.47325227912696305,0.22396771969886495,-0.19690188059171954,-0.07408046144653174,0.005487914768131076
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,384,307,77,1000.0,0.11843490424797773,0.22292822932279144,0.47466670853009935,0.22530848418679827,0.41722772170317746,0.6576162699878251,0.43245915855270006,0.14565445538691402,0.4184590198124865,0.17510795126242698,384,2688,384,100000.0,-0.0712046605521981,-0.2243525050131211,-0.09072035590429817,-0.14892037864465707,0.022177279175668033,0.1641012348991121,0.5811759127367355,0.14272711775917668,0.43434339084137596,0.18865418116758428,-0.13590387571505702,-0.3225192981942675,0.10401869770772285
ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,504,403,101,0.1,0.13998099662599786,0.16857646983009245,0.46779061332631866,0.21882805791621338,0.6249307640606714,0.7965087992249245,0.634426267242731,-0.09739724964063368,0.3539678428721062,0.12529323378753207,504,3024,504,1000000.0,-0.10768488206111027,-0.544819947678629,-0.11894311566198357,-0.35096149912198565,0.12317397386595154,0.01796020329206338,0.5659125093643886,0.009865592807886903,0.09969435359248598,0.009938964138223622,-0.10540002828521167,-0.5148159148232403,0.2650354261552898
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,497,397,100,100.0,0.3154290908032783,0.3371327510580616,0.5813970419954613,0.33802252044107217,0.48454295199110153,0.7009958911352926,0.491395239388563,0.3974320912925028,0.6322250737495622,0.3997085438776393,497,2982,497,10.0,0.1077375936625613,0.3782897896016141,0.004935232796540734,0.19357821257535082,0.03747252438386771,0.3332802655504872,0.7589794353560871,0.22216996924690036,0.47385361873711207,0.22453725199025637,-0.24118232450348254,-0.2612783040006684,0.0682663521414657
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,497,397,100,100.0,0.31588393648182833,0.33587108715043,0.5801088020781268,0.33652622224851925,0.4803585023737349,0.6980127141730019,0.4872217491471609,0.401232571012223,0.6348879028209968,0.4030826491484435,497,2982,497,10.0,0.09779049142103025,0.35270240166455963,-0.0033395224104877386,0.1815130873702151,0.03294700088666734,0.33031113381682575,0.7561363403967698,0.22062487638838923,0.4723359497931242,0.22310124946697277,-0.23175992758991226,-0.27875138524841203,0.07770233477790862
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,497,397,100,100.0,0.42615472668528936,0.4371060178743549,0.6652716457188291,0.4425863625974393,0.6593112563496377,0.8156379877712026,0.6652653270954564,0.546903874584491,0.740014568669184,0.5476215618426384,497,2982,497,100000000.0,-0.06320553206971868,-0.3221706907543912,-0.09040975017453046,-0.1479628941562582,0.02189301804709607,0.1242895576622568,0.5703920305693078,0.09058594153676813,0.3161466736343014,0.09994871925003347,-0.140436121632868,-0.4839213552674998,0.23417987808393376
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,504,403,101,0.1,0.40541957394965183,0.4284123657430453,0.6637487824352674,0.4405624461842999,0.7161892408899448,0.8489425314827486,0.7207034217603375,-0.05115250583676212,0.4179796337375184,0.17470697421935003,504,3024,504,100000000.0,-0.10799809789346626,-0.5464844206464377,-0.1192245184156242,-0.3523624112459758,0.12415926885907816,0.016390841907945264,0.5467146000531322,0.008297247287223697,0.09108929957820738,0.008297260497648411,-0.107635901397656,-0.545853700047287,0.2979562618553135
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,376,300,76,1000.0,0.25121965177380573,0.2595053450373779,0.5099728642308136,0.2600723222517798,0.40856043466963654,0.6519065302383374,0.4249821241673884,0.28683086836376437,0.5396162455214376,0.29118569243065245,376,2632,376,100000000.0,-0.06685336848603529,-0.2764855024476584,-0.09523071582030451,-0.14306059926482706,0.020466335062011436,0.11440208149270104,0.4961931896208264,0.08387516750566526,0.3007475842710906,0.09044910944489674,-0.1698980768250684,-0.3525614045012292,0.12429954394387935
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,504,403,101,1.0,0.25429948829800014,0.2765505950972551,0.5653174190128047,0.31958378423929906,0.6849906570904878,0.831317674885715,0.6910890765773913,0.16389217164265346,0.5148988060075129,0.26512078042796244,504,3024,504,100000000.0,-0.014861626555937812,-0.05173141141836853,-0.0713173019361828,-0.014627482649053686,0.00021396324864836666,0.14638913333501347,0.6196765853718276,0.09754301686876865,0.31841774394693445,0.10138985966025552,-0.37549143280670827,-0.14900798652331856,0.022203380047733486
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,936,748,188,1.0,0.24481276304289362,0.26805115017138326,0.5352988625383529,0.2865448722348544,0.535813943852102,0.7367889758092113,0.5428579948739866,-0.0007670980810459138,0.2875715075736041,0.08269737196815545,936,11232,936,100000000.0,-0.07696082941809101,-0.6657791090989973,-0.08059885515319909,-0.45074697568088856,0.20317283608546755,0.006175780951685361,0.6674058195312292,0.0031189413011917244,0.055848677759908746,0.003119074807530126,-0.07696106489214882,-0.6657771783888501,0.4432592512634187
