,country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_best_reg_param,logo_mean_of_val_R2s,logo_val_R2,logo_val_r,logo_val_r2
18,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,True,490,392,98,10000.0,0.3780788441075914,0.073325749910646,0.34936100012661914,0.12205310840947158,0.18052113425053484,0.5236048601945718,0.274162049619377,0.1481818039314009,0.5013406910452256,0.25134248849770435,100000000.0,-0.4359156498907522,-0.06440760372921828,-0.5040565233852425,0.25407297876721757
19,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,False,490,392,98,10000.0,0.3839111497705569,0.07540594530915201,0.352872078552396,0.12451870382188833,0.18028517803094946,0.5232063566441478,0.2737448916328432,0.1500687373768217,0.5038613977815988,0.2538763081744265,1.0,0.5458072081331703,0.21451362340769609,0.6362572382991994,0.4048232732881243
20,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,True,497,397,100,10000.0,0.37640561395088235,0.07168125724124863,0.34216132080004347,0.11707436945163026,0.23283806099434234,0.5783901910376743,0.3345352130885974,0.051224195104566106,0.38558578763590623,0.14867639962680218,1000.0,-0.3866901371803146,0.04364687535629974,0.3710224659962908,0.13765767027396875
21,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,False,497,397,100,1000.0,0.38422157667451706,0.05050292866353612,0.37457610972398997,0.14030726197595858,0.3260957023190646,0.6845446985815479,0.46860144435610224,0.06786094644297169,0.40101308461258334,0.16081149403049894,1.0,0.34604088836430263,0.18458571862536122,0.6244027296371661,0.389878768778344
22,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,True,504,403,101,1000.0,0.3649735865902581,0.08174929847437251,0.3872697905803133,0.14997789069611972,0.24399276261235692,0.6078592802780377,0.369492904620134,0.05727172061256547,0.4223267861017026,0.17835991425899325,100000000.0,-0.4299350664192913,-0.06360009109946807,-0.5039582285748495,0.25397389614830024
23,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,False,504,403,101,1000.0,0.4055458304839692,0.09321154841559598,0.4020120076156587,0.16161365426717242,0.2414770306853362,0.6047053990150355,0.3656686195979333,0.10520387240218732,0.4635304892234605,0.21486051443974064,10.0,0.11486097692251644,0.14321202560257873,0.6165438216596095,0.3801262840266364
24,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,432,345,87,1000.0,0.5412804333187574,0.13297494047386382,0.47435444452426206,0.2250121390399212,0.27037273487966684,0.6555878445689085,0.42979542194650733,0.15574340411234933,0.47424901763774435,0.22491213073036556,1000.0,-0.09923417463605837,0.09117165767463975,0.3919921561993902,0.15365785052184713
25,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,False,432,345,87,1000.0,0.5645954575072157,0.142599050638611,0.48816411367215645,0.2383042018773221,0.2690151294140253,0.6527573001267142,0.4260920928687172,0.1743811165002933,0.496875928523226,0.24688568834581798,10.0,0.5763478651065223,0.24189522366579352,0.6065240973978465,0.3678714807242724
26,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,True,288,230,58,1000.0,0.41094288857392447,0.06312180622453722,0.3952309917450486,0.15620753683577468,0.3619745522101556,0.7322016887928253,0.5361193130710654,0.05227022908916168,0.4681768816877713,0.2191895925468854,1e-08,0.21739344658179496,0.17059022398626922,0.5518475281108455,0.3045356942820504
27,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,False,288,230,58,1000.0,0.429577407354771,0.0700349115802803,0.40672818272770456,0.16542781462498102,0.3614382322465124,0.731036762426755,0.5344147480193918,0.05671310959180187,0.4734148532312147,0.22412162325993254,1e-08,0.47058290847655027,0.22251401065104048,0.6185152223346686,0.38256108025970453
28,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,497,397,100,10000.0,0.4316454617301709,0.08478822473700975,0.3777644182203126,0.14270595567333125,0.24929100744999566,0.6189249222021365,0.38306805932292065,0.031089510222516936,0.3643913568609788,0.13278106095498518,1000.0,-0.1713202756728545,0.05320279281558271,0.3671522803836657,0.13480079699092587
