,country,satellite,bands,num_features,points,month_range,limit_months,crop_mask,weighted_avg,hot_encode,total_n,train_n,test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_best_reg_param,logo_mean_of_val_R2s,logo_val_R2,logo_val_r,logo_val_r2
13,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,648,518,130,100.0,0.19445018649175586,0.22315976738110355,0.4745830591813891,0.22522908006196588,0.08366065958328506,0.3526072371364115,0.12433186368097354,-0.05106902248934819,0.048097387554635176,0.0023133586895807746,1e-08,0.4033920335532908,0.6054350809299981,0.7883336938657272,0.6214700128839821
14,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,504,403,101,100.0,0.1655362602307716,0.18640796247339575,0.4330547505012179,0.18753641693167208,0.08897063558755003,0.3532036325117576,0.12475280601950073,0.03624770990296455,0.26905602159015357,0.07239114275392118,100000.0,-0.4272695743661309,-0.09036665567159252,-0.4053127415536703,0.16427841846575233
15,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,504,403,101,0.1,0.21327473648096484,0.21799291188491476,0.5056324121878306,0.2556641362548842,0.19680444028552546,0.5298395846135235,0.2807299854234312,0.06081856145559161,0.3658405948704535,0.1338393408551673,1e-08,0.3587835069161612,0.6614603654828197,0.8263408577075396,0.6828392131168323
16,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,True,504,403,101,100.0,0.22731038660839725,0.2558931218320031,0.5103712484032283,0.2604788111966698,0.1835487831856808,0.5235119356665932,0.2740647467853832,0.19670198309480846,0.5351712401212446,0.2864082562529109,100000000.0,-0.43210338085339883,-0.1075113630006137,-0.5456369616626621,0.29771969393246134
17,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,False,504,403,101,1.0,0.2583887666126564,0.27723893642100095,0.5658033466390097,0.3201334270679033,0.2602327292659845,0.6105484741434821,0.37276943927893424,0.10254973818494906,0.461179735036718,0.21268674800853743,1e-08,-0.18215916862946907,0.2544391199321131,0.7334912551167473,0.5380094213327412
18,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,False,True,True,923,738,185,100.0,0.21566261065007594,0.22090883146936802,0.47374044949973326,0.2244300134922093,0.22434840142620427,0.5770367673538784,0.332971430878214,0.022935654306015962,0.22244509114266348,0.04948181857346786,100000000.0,-0.5632672808492404,-0.07852192446157069,-0.672500905655196,0.4522574681070589
19,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,False,True,False,923,738,185,10.0,0.22665829336989782,0.2308056907083642,0.5065939094031857,0.25663738904440314,0.3161689653185519,0.6620281332441765,0.43828124920676914,0.04223581662919862,0.27894071191401637,0.07780792076309827,1e-08,-0.5219280498737645,-0.20960139719412352,0.37317331218041533,0.13925832092370172
20,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,True,497,397,100,100.0,0.4198154702658594,0.4354371834836208,0.6659430623576323,0.4434801623022614,0.26353875496908896,0.6140717154531179,0.377084071719535,0.06959938548358569,0.4321369425101924,0.18674233708205734,100000000.0,-0.4356669125218226,-0.1072462946949615,-0.5458626522601479,0.2979660351324831
21,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,False,497,397,100,100.0,0.42623142559903215,0.4413590258278588,0.6698064879888947,0.44864073135201743,0.26244141170668045,0.6127664333445179,0.3754827018337614,0.0756314667995418,0.4397926992239019,0.19341761829064544,100000000.0,-0.43566689234927586,-0.10724628054075236,-0.5458625744014082,0.2979659501321329
22,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,490,392,98,100.0,0.35039116729776937,0.3713776871182637,0.6108172762925711,0.3730977450174751,0.16040395175353261,0.4730507994148038,0.22377705882698495,0.08531439168328181,0.43440296571750464,0.18870593662416352,100000000.0,-0.43897750298813815,-0.10903971770824783,-0.5490299293361252,0.3014338633068306
