,country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2
10,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,False,376,300,76,"[[1.0, 10.0]]","[[0.6386836353106904, 0.701860388555326]]",0.7080894188940898,0.8444057516576873,0.7130210734325838,0.9671270457867408,0.9846515148639604,0.9695386057238924,0.8150270811105202,0.903915278073306,0.8170628299343421,-0.0821175598730501,0.368922906485398,0.1361041109296337
11,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,False,639,511,128,"[[10.0, 10.0]]","[[0.6979032599029057, 0.7045180653545501]]",0.7096785437488299,0.8424631616986894,0.709744178819352,0.8790443602258271,0.9411830553623004,0.8858255437011152,0.7069070919289334,0.8438889491355714,0.7121485584731391,0.1228415516708689,0.4661128596522195,0.2172611979331696
12,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,False,639,511,128,"[[10.0, 10.0]]","[[0.6941029526050324, 0.7040338093023653]]",0.7087366346370685,0.8418965088367605,0.7087897315915255,0.8786823971977373,0.9409907844600098,0.8854636564386646,0.7102561523150652,0.8452099566643431,0.7143798708445407,0.1191258875967519,0.4630700809985202,0.214433899915976
13,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,False,648,518,130,"[[10.0, 1.0]]","[[0.6984140680609628, 0.6984140680609628]]",0.7029002255836785,0.8393805261128218,0.7045596676174375,0.9130354116462784,0.9581204504375336,0.9179947975466224,0.7190505161801947,0.8532138900919053,0.7279739422457618,0.0706870164387865,0.520710351542245,0.2711392702032483
14,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,False,648,518,130,"[[10.0, 10.0]]","[[0.692608219001813, 0.6952360899715908]]",0.6987232911189049,0.8359348134202812,0.6987870122880003,0.8391883426763292,0.9208620220001282,0.8479868635621647,0.6881817618858839,0.8324567673930364,0.6929842695784639,0.1857134042723409,0.5273738703259975,0.278123199102622
15,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,False,426,340,86,"[[1.0, 10.0]]","[[0.6627076896579884, 0.6649940921585772]]",0.6857368679803229,0.8301677220829426,0.6891784467883819,0.9492927489642342,0.9758815186890584,0.9523447385188628,0.6289623983963071,0.8060374692415002,0.6496964018212424,0.0123847495095141,0.4748076433163894,0.2254422981516637
16,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,426,340,86,"[[1.0, 1.0]]","[[0.6786648606309751, 0.6786648606309751]]",0.6972578341413248,0.8412214257509454,0.7076534871424534,0.988390200571368,0.9946170123169682,0.989263001190332,0.5725074299709885,0.7813418440459281,0.6104950772570914,0.0017284140901204,0.536102795178881,0.2874062069986093
17,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,False,420,336,84,"[[10.0, 10.0]]","[[0.7241089791018652, 0.7380004797930647]]",0.7426456972416488,0.8620118416420353,0.7430644151310932,0.926554319121136,0.965629162699577,0.9324396798558862,0.5809903735371584,0.7646296243858716,0.5846584624884791,0.2250576336597182,0.572688589896986,0.3279722209981982
18,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,False,420,336,84,"[[1.0, 10.0]]","[[0.7020423028764341, 0.7042768324473625]]",0.7093750534285258,0.846541193074932,0.7166319915727294,0.9655986102193662,0.9837670339891617,0.967797577163832,0.4906834907936069,0.7140949493157909,0.5099315966383219,0.028476619492509,0.5018724852659345,0.2518759914670057
19,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,False,432,345,87,"[[10.0, 10.0]]","[[0.6489279490222878, 0.6616765149111659]]",0.681979443921293,0.8261398671950501,0.6825070801690549,0.8466831844120083,0.9253774935343564,0.8563235055399276,0.6871136080318423,0.8338854979515468,0.6953650236938991,0.2273624314730468,0.5253202642109074,0.2759613799906175
20,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,False,432,345,87,"[[1.0, 1.0]]","[[0.6444721224553236, 0.6444721224553236]]",0.65887930819726,0.8205482586928312,0.6732994448438374,0.969457900841124,0.9856746152178204,0.971554447084798,0.6631241743028934,0.8366162101662746,0.6999266831129802,-0.0893655897559368,0.4767857107904536,0.2273246140139581
21,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,False,432,345,87,"[[10.0, 1.0]]","[[0.691744444514897, 0.691744444514897]]",0.7119063673681254,0.8447901874392534,0.7136704607936488,0.9384178440363038,0.9706590918794168,0.942179072648174,0.664687392528224,0.8257067577820405,0.6817916498469293,0.1628179160360394,0.5380228296106077,0.289468565182205
22,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,432,345,87,"[[10.0, 10.0]]","[[0.6577143487307044, 0.6588745819612635]]",0.6791463450382834,0.8241618271556582,0.6792427173405531,0.8667524521242495,0.9370997925246304,0.8781560211497055,0.6641728394939359,0.8214396278860305,0.6747630622615403,0.2069552119512702,0.5344377596201724,0.2856237189078291
23,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,False,426,340,86,"[[10.0, 10.0]]","[[0.6514203910371377, 0.6858266990406017]]",0.7007557317074828,0.8371144673087366,0.7007606313775899,0.8789364804269303,0.941193949605898,0.8858460507747494,0.5397854173101668,0.7585412827940229,0.5753848777028018,0.2558374585148313,0.5955539923889549,0.3546845578504233
24,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,False,426,340,86,"[[1.0, 10.0]]","[[0.6252436673543706, 0.6649624135838057]]",0.6836890723646016,0.8297505568194204,0.6884859865421383,0.9450323371101448,0.9736404947434674,0.947975813004304,0.4654491330356946,0.7419991956385033,0.5505628063281858,0.026274103085858,0.5074657818168156,0.2575215197149518
25,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,False,420,336,84,"[[1.0, 10.0]]","[[0.6391324985161952, 0.6762983326898626]]",0.6806983905062923,0.8292195868021468,0.687605123136323,0.9502168684925468,0.976117043284758,0.952804482190978,0.4958366391403603,0.7212295377337423,0.5201720460996276,0.0005461592743052,0.5014058293013789,0.2514078056574035
26,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,False,420,336,84,"[[1.0, 100.0]]","[[0.6094318046408093, 0.6587423376336654]]",0.663722852833099,0.8207526908363674,0.6736349795151376,0.9268250521795935,0.9643397175354208,0.929951090816295,0.4666467616996281,0.695449977956549,0.4836506718397644,0.0013183768958576,0.4830337814660198,0.2333216340373626
27,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,False,432,345,87,"[[1.0, 10.0]]","[[0.6207376698736443, 0.6252668789885141]]",0.6437931339497387,0.8082751795213357,0.6533087658302473,0.9236993520611066,0.9631028533295204,0.927567106091464,0.6461952627685732,0.8267205624098126,0.6834668883111968,-0.0648747638284152,0.4518716510080068,0.2041879889847019
28,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,False,432,345,87,"[[1.0, 100.0]]","[[0.5707287889359656, 0.6042812161787058]]",0.623608810888584,0.7959361020249569,0.6335142785066826,0.911820409933374,0.957126615994034,0.9160913590441908,0.6268763868861108,0.8177204758296525,0.6686667765910732,-0.1230950957577186,0.4177016286506041,0.1744746505773672
29,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,False,432,345,87,"[[10.0, 10.0]]","[[0.6072415812752194, 0.624115816447072]]",0.6422243159880363,0.8013987115074523,0.6422398948058048,0.8247275846870423,0.9141341246631536,0.83564119787367,0.5920458872559028,0.7836059931904373,0.6140383525639718,0.2063697808549542,0.5495349693952156,0.3019886825882005
30,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,False,432,345,87,"[[1.0, 100.0]]","[[0.5710379826658931, 0.6046073836337406]]",0.6239312172851412,0.7960915055145957,0.6337616851524956,0.911929850997166,0.9571865115899876,0.9162060179698096,0.6261954008451901,0.8174815250102117,0.6682760437330213,-0.1214743358415457,0.4188267854090575,0.1754158761760847
31,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,False,420,336,84,"[[1.0, 10.0]]","[[0.6859597911877483, 0.701366392979242]]",0.7095947189792331,0.8464170276408842,0.7164217846804294,0.9598646163160488,0.9808364437052788,0.9620401293004184,0.1498609669586357,0.5581236806266883,0.3115020428762815,0.0164327713955467,0.5098763100078962,0.2599738515072683
32,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,False,420,336,84,"[[1.0, 10.0]]","[[0.6815747828396306, 0.6975982421522033]]",0.7061606235661195,0.844766193168455,0.7136299211203234,0.9596451118993116,0.9807428200261504,0.9618564790328464,0.1438780589323959,0.5527424680216652,0.3055242359546815,0.0092771464839224,0.5088434018191507,0.2589216075748856
33,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,False,432,345,87,"[[10.0, 10.0]]","[[0.6131448178875724, 0.6442577375489378]]",0.6555230802734916,0.8096596895149933,0.6555488128255155,0.8597683736171091,0.9316226253666297,0.8679207160950115,0.6615134297908268,0.8146350344895344,0.663630239417765,0.0006121203529655,0.3902331220373759,0.1522818895350375
34,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,False,432,345,87,"[[1.0, 10.0]]","[[0.6040118398607636, 0.6120847795229103]]",0.6271829780440181,0.7977213546197209,0.6363593596163226,0.9351659577027374,0.9688168244680664,0.938606039372388,0.6250266348357072,0.8122208658011544,0.6597027348427769,-0.2110342775328295,0.3731151715946509,0.1392149312741058
35,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,False,426,340,86,"[[10.0, 10.0]]","[[0.6545461797695158, 0.6640947641225631]]",0.6797777906038037,0.8245326507681235,0.6798540921827084,0.9104310614082316,0.9583121367995532,0.9183621515373256,0.6461078354856713,0.8109251906094246,0.6575996647649316,0.1352518223360423,0.506257509330574,0.2562966657535962
36,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,False,426,340,86,"[[10.0, 10.0]]","[[0.659299724855213, 0.6834332414004601]]",0.6979769272826599,0.8356118835388584,0.6982472199113586,0.9134757530542664,0.9601267771857004,0.9218434282689998,0.7179652876974486,0.850168776332017,0.7227869482498792,0.1544555012242185,0.5197954100850006,0.270187268345434
37,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,False,426,340,86,"[[1.0, 1.0]]","[[0.6393172535028614, 0.6393172535028614]]",0.6527960466110445,0.8139213560954652,0.6624679739082812,0.987529252705298,0.9943083995125446,0.988649193341198,0.660529499252075,0.8230290797057203,0.6773768660412448,-0.1298108057304747,0.4628065185553422,0.2141898736173163
38,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,False,426,340,86,"[[10.0, 10.0]]","[[0.6462622799777338, 0.6763024278456324]]",0.6909112568087205,0.8312477597471241,0.6909728380846125,0.9115088261245572,0.9590550423396677,0.9197865742371416,0.7068396174447498,0.843675932267137,0.7117890786868227,0.1401502546409272,0.5133997422210451,0.2635792953126356
39,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,432,345,87,"[[10.0, 10.0]]","[[0.5526737471915815, 0.6128393419910951]]",0.6332214446106917,0.7960261867702804,0.6336576900240333,0.8472296099935408,0.9253881994374142,0.8563433196580196,0.6768035327448509,0.8254565823542503,0.6813785693519593,0.0072317218521446,0.3934604226860882,0.1548111042203152
40,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,False,432,345,87,"[[10.0, 10.0]]","[[0.634611174778802, 0.6493520297675571]]",0.6662958586820211,0.8164398351339318,0.6665740043935218,0.857855599297348,0.9318000411221988,0.8682513166353312,0.7003572927408529,0.8408165477057997,0.7069724668958994,0.0706107846694841,0.4315625124889226,0.1862462021857514
41,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,False,432,345,87,"[[10.0, 10.0]]","[[0.6107737292492952, 0.6336761359399636]]",0.6514282452507104,0.807180750944933,0.651540764696026,0.854165822995918,0.9294532369485108,0.8638833196740645,0.6816068262698762,0.830135901244553,0.6891256145351063,0.0420051656929787,0.4147456765514186,0.1720139762180939
42,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,False,432,345,87,"[[10.0, 10.0]]","[[0.6457453727387668, 0.6527746199743647]]",0.6689151949664749,0.818051654392847,0.669208509254874,0.8584372540883283,0.932119377143525,0.868846533246433,0.7008709013344007,0.8413612877685837,0.7078888165556094,0.0739936695416775,0.4334776061636124,0.1879028350453359
43,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,False,648,518,130,"[[10.0, 1.0]]","[[0.6522041213956546, 0.6522041213956546]]",0.6550843006201421,0.8128467097483072,0.6607197735486487,0.8905610506433037,0.9462796887939864,0.8954452494240437,0.6978507672069442,0.8510262097117368,0.724245609616325,-0.1529286094379582,0.3349614831424666,0.1121991951890009
44,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,False,648,518,130,"[[100.0, 1.0]]","[[0.5491706490079826, 0.5491706490079826]]",0.5537552659189613,0.7544789280992684,0.5692384529458211,0.8557045060877879,0.928937842425273,0.8629255150897214,0.5836002828821079,0.7808770178900283,0.6097689170688235,-0.3038726689757165,0.3186169701163413,0.1015167736461175
45,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,False,384,307,77,"[[10.0, 10.0]]","[[0.6018186496035365, 0.6638831783203681]]",0.6781935103498187,0.8246449286685156,0.6800392583787012,0.912192526679941,0.9579404362596268,0.9176498794212844,0.7362866494741584,0.8629492344691609,0.7446813812709109,0.0017991191692008,0.3792264041889465,0.1438126656340782
46,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,False,384,307,77,"[[100000000.0, 10.0]]","[[0.4960897611633973, 0.5848836342165067]]",0.6018031898338405,0.7773093462245004,0.6042098197279603,0.8571129892195687,0.9304876021299806,0.8658071777176011,0.6917838220819768,0.8347916036049188,0.6968770214492719,-0.0703282000955678,0.3495610024895196,0.1221928944614779
47,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,False,384,307,77,"[[10.0, 10.0]]","[[0.5920804447681512, 0.6453391368724584]]",0.6604612444763782,0.813303476424081,0.6614625447634956,0.907376063461622,0.9562393087702457,0.9143936156373972,0.6922651142615679,0.8350261300603815,0.6972686378836171,-0.012796343581463,0.3590579051716235,0.1289225792662345
48,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,False,384,307,77,"[[10.0, 10.0]]","[[0.5160123945351184, 0.5769554433646932]]",0.5965541126855504,0.7756100293964133,0.6015709177003051,0.8901724653343283,0.9479030258937262,0.8985201464984822,0.682841462411881,0.8284501734959608,0.6863296899654876,-0.1598621433833793,0.3324907457715604,0.1105500960237284
49,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,False,648,518,130,"[[1.0, 1.0]]","[[0.6094878604015895, 0.6094878604015895]]",0.6118957710757533,0.7909704442566127,0.6256342436875032,0.9329720551721457,0.9681020309010469,0.9372215422347314,0.6271775550822986,0.8084828409618973,0.6536445041298204,-0.2801406932346524,0.4102628581581358,0.1683156127840827
50,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,False,648,518,130,"[[1.0, 1.0]]","[[0.6070854885962872, 0.6070854885962872]]",0.6094264922575416,0.7899308316093548,0.6239907187270469,0.9347761236462222,0.969017923487964,0.9389957360409256,0.6277158242037527,0.8086078521372445,0.6538466585380078,-0.2721139602274867,0.4132307394581271,0.1707596440331105
51,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,False,376,300,76,"[[10.0, 10.0]]","[[0.5460698808945568, 0.632095913056546]]",0.6339818398765596,0.7985484511686056,0.6376796288637789,0.9039202375668016,0.9545199788324784,0.9111083899903551,0.7480118128715005,0.8771441836890972,0.7693819189796127,-0.1287365174279273,0.3382349260090117,0.1144028651723216
52,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,False,376,300,76,"[[10.0, 10.0]]","[[0.5410806050734285, 0.6337584054498343]]",0.6357255928015331,0.7994312691580436,0.6390903541076404,0.9045992388603088,0.9547834058420408,0.9116113520713274,0.7539983178608938,0.8812298156614757,0.7765659880107585,-0.1274127926327928,0.3375807872606874,0.1139607879275455
53,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,False,639,511,128,"[[10.0, 1.0]]","[[0.670583627019264, 0.670583627019264]]",0.6795141144116045,0.8277955829089594,0.6852455270835839,0.9581476998851924,0.980370525168814,0.9611263666197762,0.6313068052409594,0.8093085735646512,0.6549803672452505,-0.1258225476058208,0.4148636770403366,0.1721118705274287
54,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,False,639,511,128,"[[10.0, 10.0]]","[[0.6706256374078707, 0.6733545751118417]]",0.6789126030581252,0.8239727826216314,0.6789311465012343,0.8736802342326841,0.9390869617934708,0.8818843218104918,0.6711857169978223,0.8223045772666253,0.6761848177936434,0.0329603507423351,0.4251769929044163,0.1807754752952421
55,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,False,648,518,130,"[[10.0, 1.0]]","[[0.6751136866980283, 0.6751136866980283]]",0.6806053462527488,0.8261554438908674,0.6825328174705161,0.9097588423400677,0.9567492381729638,0.9153691047445466,0.7085312510039589,0.8471578558586481,0.7176764327430221,-0.0099526214972762,0.4929053723211223,0.2429557060630242
56,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,False,648,518,130,"[[10.0, 1.0]]","[[0.6698139004517135, 0.6698139004517135]]",0.6760868259973697,0.8239692920772045,0.6789253942862095,0.9096984310735824,0.9566969835218234,0.915269118279756,0.7100961946845242,0.8471249263914531,0.7176206409137248,-0.0312166322043332,0.4861388315481352,0.2363309635389862
57,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,False,426,340,86,"[[10.0, 10.0]]","[[0.6359359400576399, 0.6699521372870777]]",0.6843004543226197,0.8273302809156996,0.6844753937200504,0.8986110432638581,0.9521815234990816,0.906649653693032,0.604412324832777,0.778707142961615,0.6063848144994411,0.1966196229401307,0.5387876089200677,0.2902920875258038
58,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,426,340,86,"[[1.0, 1.0]]","[[0.6130818748024922, 0.6130818748024922]]",0.6316154321076257,0.8034840823679804,0.6455866706187156,0.9866807412184996,0.9939576990163346,0.9879519074338464,0.57007323644801,0.7708457952157648,0.5942032400018248,-0.1037795585875094,0.5037214333374362,0.2537352824035212
59,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,False,420,336,84,"[[10.0, 1.0]]","[[0.7053415893119086, 0.7053415893119086]]",0.7103897126775147,0.8456467123468348,0.7151183621030103,0.9765019354935828,0.9889389697075236,0.9780002858061784,0.640752708380699,0.8014581415385631,0.6423351526384474,0.0521571130923196,0.5402056160944465,0.2918221076599805
60,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,False,420,336,84,"[[1.0, 1.0]]","[[0.6666498987739468, 0.6666498987739468]]",0.6695045763621699,0.8239697924568377,0.6789262188813642,0.98779755977718,0.9944103427061184,0.9888519296809,0.5571344078898488,0.752908498072317,0.5668712064695122,-0.047690330672262,0.5242929661475288,0.2748831143517738
61,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,False,432,345,87,"[[10.0, 1.0]]","[[0.6279475411591423, 0.6279475411591423]]",0.6480707280388491,0.808733418526864,0.6540497422421477,0.9160216879815792,0.959253956774287,0.9201681535871258,0.6631520851559387,0.8260318957436377,0.6823286927858279,0.0337255350970253,0.4661509489974175,0.217296707251193
62,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,False,432,345,87,"[[10.0, 1.0]]","[[0.6135244784418606, 0.6135244784418606]]",0.6341863975381292,0.7986947207588614,0.6379132569680755,0.9188490495378836,0.9614886392174417,0.9244604033442076,0.617028077097687,0.7917430914086665,0.626857122793352,0.0927572416605578,0.5509384277867528,0.3035331512121391
63,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,False,432,345,87,"[[10.0, 1.0]]","[[0.6689299351777211, 0.6689299351777211]]",0.6883916342680936,0.831092766753996,0.690715186950812,0.9364336963559792,0.9695943480134152,0.94011319969956,0.6929573676272754,0.8342953262014976,0.6960486913216632,0.1175588743323151,0.5219790822031933,0.272462162257688
64,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,432,345,87,"[[10.0, 1.0]]","[[0.6404989598237784, 0.6404989598237784]]",0.655848495732062,0.8111119532168395,0.6579026006512364,0.9264178569946984,0.9652675562126862,0.9317414550768114,0.6032307621808797,0.7840391856832573,0.6147174446868652,0.1178459044423322,0.5416819028957656,0.2934192839247776
65,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,False,426,340,86,"[[10.0, 10.0]]","[[0.5909911990409276, 0.6005012851017938]]",0.6147924887769881,0.7858260446868229,0.6175225725081366,0.8571512341383252,0.930307204614722,0.8654714949580583,0.5460253910236106,0.7457254558339346,0.5561064554787295,0.1764596869319986,0.5637651867372996,0.3178311857769422
66,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,False,426,340,86,"[[10.0, 10.0]]","[[0.5467696166326224, 0.5786928963856071]]",0.5918639744166257,0.7708390235359073,0.594192800205791,0.851182578497246,0.9274212925875108,0.8601102539446892,0.5043288983619838,0.7192749788198912,0.517356495156355,0.1627910527906201,0.5574413342109845,0.3107408410869225
