,country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2
1204,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,True,276,220,56,"[[0.09999999999999999, 1.0, 9.999999999999999e-06]]","[[0.5763328870318777, 0.5763328870318777, 0.7222764529140836]]",0.7418673762555348,0.8714890201335859,0.7594931122133977,0.999951387224018,0.9999772416317756,0.9999544837814944,0.6009032159494976,0.7909850115833282,0.6256572885494779,-0.2009190608210607,0.3849845595447071,0.1482131110878322
1205,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,True,276,220,56,"[[1.0, 10.0, 9.999999999999999e-05]]","[[0.5999004521934792, 0.6081631851130727, 0.7433807790610927]]",0.7618761547443547,0.8793532361786739,0.7732621139779067,0.9973911386537412,0.9987717696251048,0.9975450478000631,0.6441946151346905,0.8109428644480525,0.6576283293992125,-0.1226809487423477,0.3979658145620233,0.1583767895600147
1206,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,True,288,230,58,"[[1.0, 1.0, 9.999999999999999e-05]]","[[0.6062543052497296, 0.6062543052497296, 0.6769973951780386]]",0.6960884864799755,0.8412481909330548,0.7076985187481374,0.9963203350323052,0.9982548104401848,0.9965126665669696,0.8092904340927007,0.9029863815132596,0.8153844051984103,-0.2860320590690659,0.2821376286910014,0.0796016415233813
1207,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,True,288,230,58,"[[1.0, 10.0, 9.999999999999999e-06]]","[[0.5661078264408276, 0.5684212522605634, 0.6662284843669244]]",0.6848311292781913,0.8367982576448654,0.7002313239974824,0.9945260314854868,0.9973735739473268,0.9947540460084636,0.7835612536397647,0.8922711049340224,0.7961477247001812,-0.3287000884894138,0.2611329795088414,0.0681904329871649
1208,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,True,288,230,58,"[[1.0, 10.0, 9.999999999999999e-06]]","[[0.5778296586216729, 0.5824947494195708, 0.6680667835971951]]",0.6874821168367056,0.8381723805346556,0.7025329394911315,0.9945322331950426,0.9973735445502844,0.9947539873687984,0.7815157249614685,0.8909083552265862,0.7937176974125411,-0.3201485073646928,0.2618039912461308,0.0685413298324041
1209,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,True,288,230,58,"[[1.0, 10.0, 9.999999999999999e-06]]","[[0.5594299941056529, 0.5637877998886796, 0.6623892734494621]]",0.6811222946852278,0.8349220672754272,0.697094858423473,0.9944638911135602,0.9973433786047404,0.9946938148467188,0.7834995222884997,0.8921703145000144,0.7959678700750545,-0.3463851667809385,0.2525521761815585,0.0637826016940409
1210,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,True,276,220,56,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.6275415512596447, 0.6856339644876902, 0.789184025470493]]",0.8058914622377746,0.8999506910481231,0.8099112463179943,0.9807326650720184,0.9906708973297618,0.9814288268161554,0.6908719431989159,0.8358405682831459,0.6986294555878922,0.0691390502804321,0.4175261640161542,0.1743280976380445
1211,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,276,220,56,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.6183716237286306, 0.6839798797015606, 0.7890438296435056]]",0.8061232130750218,0.9000572531748308,0.8101030589926214,0.9806866343047312,0.9906483594828728,0.9813841721461072,0.6972386594906863,0.839065207892108,0.7040304230950265,0.0704982053717173,0.4170714520616378,0.1739485961248031
1212,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,True,288,230,58,"[[0.09999999999999999, 1.0, 9.999999999999999e-06]]","[[0.5975627578360935, 0.5975627578360935, 0.6368556169620365]]",0.6588149779554819,0.8247187718946424,0.6801610527154072,0.9998572239531204,0.9999326652715036,0.9998653350769728,0.7730747085125629,0.8931739725338876,0.7977597452119659,-0.4184550539940883,0.2584034879471454,0.0667723625832505
1213,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,True,288,230,58,"[[0.09999999999999999, 1.0, 9.999999999999999e-06]]","[[0.5934825784966173, 0.5934825784966173, 0.6347124290013003]]",0.6567346457095262,0.8238472960388494,0.6787243671905236,0.9998565875516312,0.9999323772748628,0.9998647591225588,0.7729496607802102,0.8935243457208903,0.7983857563959452,-0.424765118167959,0.2546408560715187,0.0648419655808359
1214,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,True,282,225,57,"[[10.0, 1.0, 1e-08]]","[[0.655396038035794, 0.655396038035794, 0.7739763859334465]]",0.7759533901943225,0.8844527558908678,0.782256677402951,0.9968094862588096,0.998470231279502,0.996942802751342,0.8312084613767063,0.9145843988081412,0.8364646225432492,0.0635399966333867,0.4228643138307436,0.1788142279115455
1215,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,True,282,225,57,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.6601195612581033, 0.6612238639700883, 0.7532569875934106]]",0.7539385488701635,0.8701149579746763,0.7571000400912727,0.9832612290814916,0.9920372877656872,0.9841379803175012,0.8536559782072056,0.9243311210543173,0.8543880213495307,-0.0376023128274338,0.3316404531212829,0.1099853901464898
1216,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,282,225,57,"[[0.01, 1.0, 9.999999999999999e-06]]","[[0.6111008694685156, 0.6111008694685156, 0.6630881773566377]]",0.6681479901664529,0.8253917358048208,0.6812715175348951,0.9999980708678612,0.999999117798996,0.99999823559877,0.7650754744469961,0.8804145616258916,0.7751298003229109,-0.2161185249420141,0.3016697249294538,0.0910046229390123
1217,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,282,225,57,"[[0.09999999999999999, 1.0, 9.999999999999999e-06]]","[[0.6269920499235879, 0.6269920499235879, 0.6944189093799156]]",0.6984238068765721,0.8444153422416839,0.7130372702131401,0.9999383360470212,0.9999714100262254,0.9999428208698372,0.8306427253596177,0.9143072120696374,0.8359576780425528,-0.2126012186768129,0.2990231432238108,0.0894148401834476
1218,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,288,230,58,"[[1.0, 10.0, 9.999999999999999e-05]]","[[0.613972277957349, 0.6188740258585043, 0.691675578789542]]",0.7054228355053873,0.8453332063593083,0.714588229773709,0.995170963137436,0.9977134516628504,0.9954321316289988,0.8053085489827096,0.9010745744915382,0.8119353887951065,-0.2326505959524898,0.2767227821834341,0.0765754981793403
1219,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,True,288,230,58,"[[1.0, 1.0, 9.999999999999999e-06]]","[[0.6307830824425238, 0.6307830824425238, 0.6923959436211671]]",0.705186208906257,0.8448807174887148,0.7138234267842456,0.997847785885125,0.9989818251915412,0.9979646870630232,0.82346461599047,0.9112262678892394,0.8303333112913519,-0.2895571235946419,0.2356169865643451,0.0555153643576627
1220,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,True,288,230,58,"[[1.0, 10.0, 9.999999999999999e-05]]","[[0.6145997229797062, 0.6165994795219775, 0.6873645415683849]]",0.7026908910506516,0.843823205237914,0.7120376016979867,0.994843153213974,0.99755169102751,0.9951093762718448,0.8012121043972429,0.8991596530323422,0.8084880816412421,-0.2462001156218298,0.2731132838007905,0.0745908657884511
1221,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,True,288,230,58,"[[1.0, 1.0, 9.999999999999999e-06]]","[[0.6286603669929384, 0.6286603669929384, 0.686325125845193]]",0.700665784969725,0.8420774548548887,0.7090944399748872,0.9978201376389778,0.9989696861710312,0.9979404338886486,0.823536372730196,0.9107825716404636,0.8295248928040162,-0.3063722711315593,0.2130349547684858,0.0453838919532108
1222,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,384,307,77,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.5619962926511661, 0.6110177923489234, 0.7210477273546415]]",0.7335192689097587,0.8610633465161782,0.74143008671364,0.9502936181618724,0.9755924296401676,0.9517805887712052,0.854778191046057,0.924811099457954,0.8552755696806296,-0.0171077831169008,0.3421228208336064,0.1170480245351439
1223,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,True,384,307,77,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.5603211938380964, 0.6135482775074717, 0.7214274488416775]]",0.7339597769731576,0.8613765915623026,0.74196963249149,0.9505113669485704,0.9757036856357248,0.9519976821631372,0.8525502813108058,0.92347213426708,0.8528007827677958,-0.014646734741627,0.3455120405142665,0.1193785701403321
1224,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,True,368,294,74,"[[1.0, 10.0, 1e-08]]","[[0.6428099843330977, 0.6545642447001129, 0.7734928638870695]]",0.775345571388453,0.8827208140122433,0.7791960354904375,0.9930843411966344,0.996651929580671,0.9933150687368748,0.7338228817331388,0.8594587071177398,0.7386692692404968,-0.0424900966316754,0.4069832891337099,0.1656353976340929
1225,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,True,368,294,74,"[[1.0, 10.0, 1e-08]]","[[0.6403392996573654, 0.6553966223763327, 0.774162920457917]]",0.7760251460527998,0.883052182510243,0.7797811570361035,0.9931126751369402,0.9966660378953688,0.9933431910940524,0.7345454414428327,0.8596491982757365,0.7389967440961165,-0.0396125213427698,0.4087281575692402,0.1670587067899457
1226,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,True,384,307,77,"[[1.0, 1.0, 9.999999999999999e-06]]","[[0.6085684795753785, 0.6085684795753785, 0.7176258980844745]]",0.7299453618725038,0.8628807331280819,0.744563159603656,0.9976546537509972,0.9988915836595964,0.9977843959059765,0.7826312753704908,0.9014323746516484,0.81258032607011,0.0066031881707375,0.4592353520356304,0.2108971085592894
1227,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,True,384,307,77,"[[1.0, 1.0, 9.999999999999999e-06]]","[[0.5976529724800106, 0.5976529724800106, 0.701781710752967]]",0.7147005453224204,0.8556462431607275,0.7321304934350668,0.997565105873878,0.9988497404104968,0.9977008039181166,0.7647492074195679,0.8947034032154504,0.8004941797253088,-0.0514843869342898,0.4340394813246361,0.1883902713485591
1228,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,True,384,307,77,"[[10.0, 1.0, 9.999999999999999e-05]]","[[0.6488270308229677, 0.6488270308229677, 0.7577413907486861]]",0.7682030280653465,0.8810516345566894,0.7762519827550143,0.97879208760889,0.989715111192781,0.9795360013233388,0.7792335364434291,0.8984460699387314,0.8072053405883519,0.139871887959001,0.5067745305882888,0.2568204248529804
1229,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,True,384,307,77,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.6418083317086867, 0.644890971847086, 0.7592910374558899]]",0.7708908483303469,0.8801305304962328,0.7746297507115801,0.9561091044130536,0.9784525840903944,0.95736945931317,0.825460830075375,0.914136237034046,0.8356450598587657,0.1318444029838206,0.4517423300804977,0.2040711327865573
1230,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,True,282,225,57,"[[10.0, 10.0, 1e-08]]","[[0.6026112669516406, 0.6150222901131256, 0.7634665270164718]]",0.763121008522696,0.8759747305415269,0.7673317285473006,0.9834499052472064,0.992095059957632,0.9842526079923376,0.8408085119536491,0.917349489398526,0.8415300856997364,-0.0036466278950348,0.3535316550204358,0.1249846311014884
1231,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,282,225,57,"[[1.0, 1.0, 9.999999999999999e-06]]","[[0.5661438335264539, 0.5661438335264539, 0.7146006616197667]]",0.7178604207321302,0.8537289398504062,0.7288531027380986,0.999197976561835,0.9996230912515732,0.9992463245633512,0.792339259234605,0.8928092657106945,0.7971083849388695,-0.165633105005875,0.3624571455089472,0.1313751823304941
1232,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,276,220,56,"[[1.0, 10.0, 9.999999999999999e-06]]","[[0.5602853086245513, 0.5614579978456354, 0.7104410495015656]]",0.7380015960183877,0.8668873028456457,0.7514935958349983,0.9974557696742654,0.9987914622858676,0.9975843851351414,0.6784443870431363,0.8311339714911846,0.6907836785667093,-0.2478763353690676,0.2857736341153617,0.0816665699555006
1233,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,True,276,220,56,"[[1.0, 1.0, 9.999999999999999e-05]]","[[0.5698148185282598, 0.5698148185282598, 0.7511974056374691]]",0.7773016704238414,0.8820691461768497,0.7780459786371567,0.9993534133491492,0.9997037337741904,0.9994075553220576,0.7076814042548231,0.8450383347607232,0.7140897872151761,-0.0198273677073081,0.3939218412768687,0.1551744170349585
1234,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,True,288,230,58,"[[1000.0, 10.0, 0.001]]","[[0.5788660936652485, 0.6054904718157597, 0.756494076048304]]",0.7577722831390694,0.8705591306408219,0.7578731999421037,0.9325263347366428,0.9673436247989984,0.9357536884392652,0.7962714572841361,0.8972877815911079,0.8051253629926918,-0.0753840649018156,0.2388752092293178,0.0570613655843503
1235,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,True,288,230,58,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.48931597987533804, 0.5308852399377108, 0.7368104041620543]]",0.7433001849337839,0.8637434578363766,0.7460527609551405,0.972622535532042,0.986795657498951,0.9737656696587872,0.8458961010318743,0.9201429356311092,0.8466630219918357,-0.1202750018269895,0.2764788858748371,0.0764405743345912
1236,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,True,288,230,58,"[[100.0, 1.0, 0.001]]","[[0.6091848492861677, 0.6091848492861677, 0.698617198677403]]",0.7076672313215997,0.8430977776256758,0.7108138626373536,0.9780765205280808,0.989537595693216,0.9791846532903108,0.801217480173928,0.8969803032192954,0.8045736643633792,-0.2329070639016506,0.2696316704979802,0.0727012377355313
1237,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,288,230,58,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.47884676899494155, 0.5262354194101312, 0.7260852849522637]]",0.7314918293919596,0.8572038858890201,0.7347985019832362,0.9726776006437384,0.986836683029725,0.97384663897311,0.8450190341581117,0.9196414230158108,0.8457403469265454,-0.1736460998773059,0.2407746074584842,0.0579724115967871
1238,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,True,282,225,57,"[[0.09999999999999999, 1.0, 1e-06]]","[[0.5866471970285584, 0.5866471970285584, 0.7108179710986824]]",0.7162811485366384,0.8568981112224948,0.7342743730166791,0.9999297766114964,0.999966750244914,0.9999335015953742,0.7259276661021054,0.8708433248388124,0.7583680964163174,-0.1362051994239754,0.361525590987708,0.1307007529390115
1239,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,True,282,225,57,"[[0.09999999999999999, 1.0, 9.999999999999999e-06]]","[[0.5823014655491795, 0.5823014655491795, 0.7015814994796334]]",0.7077480610712291,0.8488620598589378,0.720566796667959,0.999920027087666,0.9999624288021688,0.9999248590159324,0.7691997613105174,0.8870097350844662,0.786786270134615,-0.1684579436535178,0.3605386547961666,0.1299881216022294
1240,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,True,276,220,56,"[[0.09999999999999999, 1.0, 9.999999999999999e-06]]","[[0.5627272703951656, 0.5627272703951656, 0.7083481334167134]]",0.7342227597879957,0.868367164243022,0.7540615319354674,0.9999543797492804,0.9999786230895183,0.9999572466360092,0.6537034377860531,0.8227997601911708,0.6769994453706483,-0.2163632759986988,0.3504922651949226,0.1228448279614679
1241,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,True,276,220,56,"[[1.0, 10.0, 9.999999999999999e-05]]","[[0.5659128185542712, 0.5820040065006618, 0.7237498785627273]]",0.7488201538562026,0.8730367530002825,0.7621931720892763,0.9975155309213876,0.9988312535320842,0.9976638730324748,0.6781048965658243,0.8334710864055139,0.6946740518739877,-0.1705991687164192,0.3534529441828639,0.1249289837515347
1242,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,True,288,230,58,"[[1.0, 1.0, 9.999999999999999e-05]]","[[0.5495215456920592, 0.5495215456920592, 0.6810349330362545]]",0.7018178778184374,0.8447514410676953,0.7136049971859478,0.9967886205609724,0.9984930601358082,0.9969883911393708,0.8610163148409644,0.9279799195128297,0.8611467310190378,-0.2645689647490701,0.3152046218123364,0.099353953611858
1243,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,True,288,230,58,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.5121949101841125, 0.5539203315565674, 0.7146589653939456]]",0.7247022901512166,0.854917226099372,0.7308834634814448,0.9637350179797808,0.9822336286842376,0.9647829013182048,0.8688369888035814,0.9335089279461862,0.8714389185552379,-0.2013468226157537,0.2454164053788601,0.060229212029081
1244,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,True,288,230,58,"[[1.0, 1.0, 9.999999999999999e-06]]","[[0.5297091529409721, 0.5297091529409721, 0.666122687810807]]",0.6953158517797985,0.8461488017312183,0.7159677946711765,0.9972173081079946,0.9986808952036812,0.9973635304448258,0.8488753744706924,0.9213583048519142,0.8489011259195928,-0.3059340055303923,0.3017359246356396,0.0910445682157243
1245,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,True,276,220,56,"[[1.0, 1.0, 9.999999999999999e-06]]","[[0.6188625633828495, 0.6188625633828495, 0.7312511164067393]]",0.7530738729073456,0.8781782897290088,0.7711971085513669,0.998886605036639,0.999468066157958,0.998936415269528,0.6015408430473228,0.8010218062895961,0.6416359341514472,-0.1057396102273808,0.3619573105256317,0.1310130946429486
1246,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,276,220,56,"[[1.0, 10.0, 9.999999999999999e-05]]","[[0.6103086413612193, 0.615099262579166, 0.718204311148502]]",0.7440539639967441,0.8681479844381071,0.753680922883948,0.997355784889197,0.9987639248183802,0.9975293775186148,0.6806704054358648,0.8345696594207557,0.6965065164256761,-0.1672287664763478,0.2974261049418546,0.0884622879008831
1247,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,True,288,230,58,"[[1.0, 10.0, 9.999999999999999e-05]]","[[0.5459892151626566, 0.5591018451818732, 0.6704163671491011]]",0.6836456944131515,0.8343664833973259,0.6961674286168201,0.994877936846426,0.9975943358564812,0.9951944589329338,0.8470802372764368,0.921233669526952,0.8486714738700936,-0.3556587526265959,0.2478379380441596,0.0614236435339807
1248,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,True,288,230,58,"[[10.0, 10.0, 9.999999999999999e-06]]","[[0.5401266204604328, 0.6109338536417469, 0.7128622761434638]]",0.7219047142453547,0.8545165585525658,0.7301985488405206,0.9649575726319756,0.9828274765419152,0.965949848645749,0.8461004453895912,0.9199537792137724,0.8463149558897023,-0.2278913764316117,0.2265379912074944,0.0513194614603268
1249,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,True,282,225,57,"[[10.0, 1.0, 1e-08]]","[[0.6330060094368111, 0.6330060094368111, 0.7757204931474747]]",0.7777231078434692,0.8848978947888495,0.7830442842017378,0.9972046479203706,0.9986632910361636,0.997328368863181,0.8350286220931774,0.915709542046959,0.8385239653958514,0.0637076858926427,0.422665356152609,0.1786460032916118
1250,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,True,282,225,57,"[[10.0, 1.0, 9.999999999999999e-06]]","[[0.6443964285774832, 0.6443964285774832, 0.7364916269442636]]",0.7375978947040673,0.862437448882873,0.7437983532355982,0.9969356627274664,0.9985399149084926,0.9970819616654596,0.819271636846927,0.906194840708351,0.8211890893264336,-0.097813879115004,0.3420066677974361,0.1169685608179058
1251,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,282,225,57,"[[10.0, 10.0, 9.999999999999999e-06]]","[[0.5763098924742407, 0.5946568453157176, 0.7595470123078227]]",0.761140553701703,0.8737229797777327,0.7633918453916804,0.9845778030737284,0.9926071802644502,0.9852690143125428,0.8420056056700682,0.9179375335949822,0.8426093155824391,-0.0068287208935962,0.3285512215850988,0.1079459052050607
1252,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,282,225,57,"[[10.0, 10.0, 9.999999999999999e-06]]","[[0.6094737365936806, 0.6205986316224862, 0.7470700576961471]]",0.7478767507038555,0.8671497250397525,0.7519486456365184,0.9841773300566656,0.9924214950596848,0.9849004238565002,0.8407743491197212,0.917156944013536,0.8411768599522481,-0.0577632058552322,0.3134230313919403,0.0982339966069132
1253,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,288,230,58,"[[1.0, 1.0, 9.999999999999999e-06]]","[[0.5467581515859605, 0.5467581515859605, 0.6978391266006972]]",0.7148219149311432,0.8526756424178131,0.7270557511726303,0.9981210896483378,0.9991139358344496,0.9982286567786044,0.8551384628702253,0.9252675236942512,0.8561199904032916,-0.2330829697177372,0.2747716402399567,0.0754994542801562
1254,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,True,288,230,58,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.5805875294323022, 0.5892163522329552, 0.7203737826011632]]",0.7315108033608212,0.8575860338905615,0.7354538055241434,0.9704326821611744,0.9856811913538588,0.9715674109887624,0.8541891727540607,0.9254305400685294,0.85642168449153,-0.1987976256915176,0.2192944209786395,0.0480900430723567
1255,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,True,288,230,58,"[[1.0, 1.0, 9.999999999999999e-06]]","[[0.5639111980624955, 0.5639111980624955, 0.7026488341042402]]",0.720880210119609,0.8544495064544455,0.7300839590802455,0.9979894872262992,0.9990497654539092,0.998100433853511,0.8398310051196143,0.9174495232824572,0.841713627771208,-0.2055530264404677,0.2743039868892935,0.0752426772233617
