country,satellite,bands,num_features,points,month_range,limit_months,crop_mask,weighted_avg,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,504,403,101,100.0,0.3943848459491136,0.41386560404457884,0.6478236560026545,0.41967548927664555,0.7603695617758384,0.8781110092072334,0.7710789444909459,0.23614805692861818,0.5398379066090854,0.2914249654120796
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,648,518,130,1000.0,0.2967455376970774,0.30789352049310026,0.5582196893254288,0.3116092215505782,0.645945360281448,0.8203669723773048,0.6730019693675057,0.2528558585632913,0.5032681009102379,0.2532787813937974
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,384,307,77,10000.0,0.19089511260149733,0.2681707061033237,0.5235851313977864,0.27414138982083724,0.5456433515201542,0.7862056255097378,0.6181192855831581,0.28953965580932794,0.5641041393740716,0.31821348005896194
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,497,397,100,10000.0,0.31960175448626715,0.3146612644921378,0.5650104811526488,0.31923684381234774,0.5720607396800517,0.7960721729478328,0.6337309045418843,0.4383894880121283,0.6751854622873554,0.45587540848418984
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,497,397,100,1000.0,0.3943195102593958,0.4009204228000569,0.6374214224890137,0.4063060698479177,0.7935626824574841,0.9010024011927193,0.811805326955046,0.5469071893884292,0.7396873038311242,0.5471373074489579
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,648,518,130,1000.0,0.3058525907507099,0.31557652154809435,0.5645859555229166,0.31875730117372475,0.6543209114569501,0.8260292933158263,0.6823243934158434,0.26023393727089594,0.5106682660586787,0.2607820779593774
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,923,738,185,1000.0,0.25298238338573803,0.26382043663140964,0.5296484992694412,0.2805275327783713,0.7138270080536102,0.8608903880672739,0.7411322602666215,0.18705271492492803,0.4568309658492793,0.20869453135878538
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,384,307,77,10000.0,0.1751428593600634,0.23252341719984781,0.49220277773417886,0.24226357440924148,0.5068124807896169,0.7678495569302035,0.5895929420779098,0.32496809931097326,0.6051003753449394,0.36614646424258657
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,504,403,101,100.0,0.4007388563557197,0.4196092090884933,0.6517264614351275,0.4247473805347527,0.7600170092461663,0.8779465742176882,0.7707901871805747,0.23199686900418937,0.5403366271252783,0.29196367061312206
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,923,738,185,1000.0,0.2516956189154611,0.26236851607353406,0.5279733929932264,0.2787559037087799,0.7110448596373213,0.8596846717665857,0.7390577348704221,0.1648681538609319,0.4354464954112527,0.1896136503659421
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,648,518,130,1000.0,0.24736863392097613,0.2815567665532539,0.5338969388337002,0.28504594129599575,0.644747666716962,0.8232560641576279,0.6777505471723083,0.2045206084823974,0.4588608354379665,0.2105532662988286
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,504,403,101,1000.0,0.3936466034610948,0.40138021584596206,0.634294475876465,0.4023294821273995,0.6986595062368206,0.8487947431605525,0.7204525160169882,0.12023438993832836,0.42791558468514135,0.18311174761642637
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,648,518,130,1000.0,0.24053972909156104,0.26855202670495704,0.5245416967525635,0.2751439916320582,0.6430449541481573,0.8210494114394545,0.6741221360250746,0.1673736295418764,0.4226678711273348,0.17864812928331328
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,490,392,98,10000.0,0.3660779487490264,0.3963670138854236,0.6298026623395552,0.39665139348999173,0.5531657888603456,0.752805462177281,0.5667160638839496,0.44556644033455495,0.6797246148690308,0.46202555205885226
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,490,392,98,1000.0,0.3675509193273505,0.39201963134516205,0.6371849203130273,0.40600462267431897,0.7375562700243505,0.8653571080275079,0.7488429244137319,0.5705417196896816,0.7640051473513065,0.5837038651792916
ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,504,403,101,100.0,0.25562538925816514,0.27599021661836864,0.5417386014464993,0.293480712297209,0.6894949249051148,0.838881259009958,0.7037217667181322,-0.08718410921610986,0.3925474263755553,0.154093481954072
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,376,300,76,1000.0,0.2770167173382293,0.29493213514155503,0.5572759204655946,0.3105564515307757,0.7885893805731625,0.9032537080987845,0.8158672611942042,0.3200241793200048,0.566645317409712,0.32108691574235326
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,504,403,101,1000.0,0.3498857978109866,0.3569254766128017,0.5976906805758577,0.357234149647232,0.6632405795391936,0.8296050283189461,0.6882445030120794,0.20679875987349683,0.475014361090869,0.22563864324256647
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,490,392,98,1000.0,0.40767764900602294,0.4152396973551721,0.651479328243327,0.4244253151283766,0.8313424427569716,0.921940865184907,0.8499749588978949,0.46768174196855006,0.6846021510149446,0.468680105174289
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,936,748,188,1000.0,0.24552593828460542,0.26262640618457034,0.51951939044023,0.26990039704338814,0.5833101007222037,0.7797395961536625,0.6079938378098767,0.08341123661375471,0.35283917964602063,0.12449548669327681
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,384,307,77,10000.0,0.19402758197312864,0.2519062268967742,0.5176746442496393,0.2679870372989906,0.49880076589107036,0.7566076115380854,0.5724550778373664,0.3519256853728503,0.6092050441159607,0.3711307857763296
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,504,403,101,1000.0,0.25701789467393255,0.2742807593968163,0.5356130912111883,0.2868813834768047,0.6179417448261618,0.8033546729580814,0.6453787305635859,0.16680118635605534,0.45898006562175403,0.21066270063814962
ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,490,392,98,1000.0,0.3822722301288814,0.3954726167428071,0.6344397760114099,0.4025138293854079,0.6781822807336375,0.8307133400636162,0.6900846533596492,0.4285239061120236,0.6573848651725538,0.4321548609579367
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,384,307,77,10000.0,0.21595130140371213,0.28514211968857783,0.5407783326625815,0.29244120507732163,0.543319133587323,0.7786295403694211,0.606263961135896,0.23493765228367036,0.5050750249715188,0.25510078084998034
ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,504,403,101,1000.0,0.22914444280432367,0.2472536336377047,0.497319754248802,0.2473269379660888,0.48071714630612905,0.7097464089360679,0.5037399649976441,-0.019079035435440872,0.3601571000778546,0.1297131367364898
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,497,397,100,1000.0,0.37316565115694755,0.38471236848414736,0.6243038907111441,0.3897553479570722,0.7954917594438663,0.9018547998199569,0.8133420799582944,0.4981340526497098,0.7067327796207676,0.4994712217904965
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,497,397,100,1000.0,0.35852044271114514,0.36851032866349087,0.6127259843647371,0.3754331319157361,0.7941061038874964,0.901502876946238,0.812707437142344,0.4721600597620036,0.6888967367121499,0.47457871385264916
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,497,397,100,1000.0,0.4621026828076652,0.4656793049969621,0.6857878092917603,0.4703049193731918,0.7443026303620899,0.8692917664501157,0.7556681752179626,0.5688311512108892,0.7545419241750708,0.5693335153378183
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,504,403,101,1000.0,0.4046663056798021,0.4057555771775718,0.6372649230168064,0.40610658210761613,0.7059836796168408,0.8537548928555075,0.7288974170747191,0.12417154840797895,0.46833596517706727,0.21933857627833517
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,376,300,76,1000.0,0.27427361858089866,0.2925805006975939,0.5552227963808083,0.30827235362092453,0.7827641794089997,0.8996156780072356,0.8093083681164183,0.2922972770959189,0.5433654047526982,0.2952459630820636
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,504,403,101,100.0,0.3295081107704852,0.3508485756399221,0.6086975329087826,0.37051268656923847,0.7428617110977446,0.8678829195753602,0.7532207620906513,0.3008906049979484,0.5842572157511251,0.3413564941572568
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,936,748,188,1000.0,0.250959975706571,0.2662626046814084,0.5224411447066016,0.2729447496823443,0.5837939932094212,0.7796303568258373,0.6078234932843823,0.10552279477543536,0.36776493384383485,0.13525104656516024
