district,year,ndvi_1,ndvi_2,ndvi_3,ndvi_4,ndvi_5,ndvi_6,ndvi_7,ndvi_8,ndvi_9,ndvi_10,ndvi_11,ndvi_12
Mufulira,2006,7278.72021484375,7621.9443359375,7350.12353515625,7042.8330078125,6251.4072265625,5322.68505859375,4645.23291015625,3971.357666015625,3986.1650390625,4567.0771484375,5005.1552734375,6605.70166015625
Ndola,2006,6926.818359375,6966.7041015625,7171.27294921875,6885.68505859375,5675.634765625,4609.67041015625,3925.0048828125,3404.065185546875,3407.761474609375,3592.803466796875,3854.973388671875,5954.99267578125
Chadiza,2006,6463.20654296875,6867.923828125,6929.7724609375,6733.83056640625,6099.37451171875,5330.162109375,4701.98193359375,4057.269775390625,3495.33349609375,3366.69970703125,3809.41455078125,5828.830078125
Chipata,2006,7007.36962890625,7414.55810546875,7377.1376953125,7144.28173828125,6316.28076171875,5299.79443359375,4406.134765625,3679.990234375,3210.627685546875,3222.564453125,3527.403564453125,5894.166015625
Katete,2006,6648.98828125,7100.52392578125,7083.66357421875,6667.189453125,5780.22021484375,4896.03955078125,4128.455078125,3460.834716796875,3038.787109375,2866.566650390625,2986.458251953125,5770.94482421875
Lundazi,2006,6643.30810546875,7193.9521484375,7320.83251953125,7074.10595703125,6426.37255859375,5625.2568359375,4763.7138671875,3944.5087890625,3385.30615234375,3301.660888671875,3692.41943359375,5157.8115234375
Mambwe,2006,7488.30029296875,7821.75634765625,7800.81396484375,7560.89892578125,6830.30322265625,5743.67626953125,4615.5458984375,3677.897216796875,3201.8515625,3181.75146484375,3562.327392578125,6236.1845703125
Nyimba,2006,7111.87158203125,7555.31494140625,7510.36767578125,7203.8271484375,6326.71240234375,5350.08837890625,4402.12939453125,3560.7587890625,3146.7392578125,2970.382568359375,3151.69580078125,5946.8681640625
Petauke,2006,7672.392578125,7903.51416015625,7901.13525390625,7575.31884765625,6805.29638671875,5887.8671875,4829.7255859375,3810.039794921875,3324.74755859375,3201.3974609375,3593.00732421875,6353.671875
Chiengi,2006,5289.44189453125,6183.17529296875,6287.623046875,6010.86669921875,5997.072265625,5324.326171875,4115.634765625,3119.09423828125,3270.697509765625,3524.794189453125,4463.314453125,5643.94140625
Kawambwa,2006,7702.8154296875,7712.17333984375,7727.73095703125,7625.15673828125,7183.228515625,6584.0341796875,5739.873046875,4856.0263671875,4308.7421875,5341.96728515625,6329.6865234375,7286.40380859375
Mansa,2006,7631.1103515625,7657.0322265625,7668.3369140625,7424.78369140625,6817.05029296875,5981.57080078125,5208.91943359375,4452.6357421875,4032.04736328125,4585.5361328125,5551.7587890625,7309.65869140625
Milenge,2006,7766.86962890625,7685.8427734375,7727.611328125,7520.95947265625,6913.74755859375,6006.21337890625,5206.9384765625,4469.81494140625,4241.3056640625,4963.43310546875,5643.953125,7166.35400390625
Mwense,2006,7783.01318359375,7636.556640625,7791.6748046875,7575.63818359375,7017.30419921875,6254.32275390625,5402.353515625,4514.13720703125,3869.054931640625,4900.70361328125,5674.6142578125,7252.73974609375
Nchelenge,2006,5413.5244140625,4311.60888671875,5069.6787109375,6046.2412109375,6061.28515625,5641.28857421875,4695.3857421875,3869.541259765625,3522.758056640625,3008.478271484375,4244.052734375,5800.44140625
Samfya,2006,6081.5107421875,6214.10302734375,6348.43408203125,6121.7333984375,5865.21826171875,5340.9365234375,4727.962890625,4036.21484375,3708.165771484375,3922.533203125,4180.0859375,5639.6162109375
Chongwe,2006,7535.166015625,7516.3564453125,7587.73486328125,7198.1083984375,6476.8505859375,5758.203125,5006.22705078125,4174.57373046875,3546.29443359375,3298.922119140625,3896.000244140625,6279.07470703125
Kafue,2006,7495.9267578125,7501.28076171875,7534.82763671875,7090.36376953125,6119.0546875,5315.21923828125,4704.18115234375,4026.0146484375,3431.41015625,2998.562255859375,3361.753173828125,6518.6806640625
Luangwa,2006,7856.92578125,7733.6181640625,7767.01513671875,7374.3798828125,6749.9326171875,5970.501953125,5116.455078125,4287.994140625,3694.88037109375,3218.34814453125,3754.102783203125,6769.64599609375
Lusaka,2006,6155.21875,6076.697265625,6158.71240234375,5538.94091796875,4458.4521484375,3770.069580078125,3361.23583984375,3018.424072265625,2821.8681640625,2615.60009765625,2779.00634765625,4842.51904296875
Chama,2006,6961.6923828125,7389.0576171875,7552.53515625,7444.0712890625,6776.5263671875,5902.521484375,4854.65478515625,3919.1572265625,3336.205078125,3121.5625,3571.34228515625,4821.59912109375
Chinsali,2006,6954.798828125,7076.94921875,7211.52783203125,7136.060546875,6656.50927734375,6087.7841796875,5426.11767578125,4799.95068359375,4169.3330078125,4014.542236328125,4656.8076171875,6037.82275390625
Isoka,2006,6780.36865234375,7319.25732421875,7534.5576171875,7433.29736328125,6993.2197265625,6337.2998046875,5422.3349609375,4462.4111328125,3728.61767578125,3400.60205078125,4110.50732421875,5216.958984375
Mpika,2006,6984.8076171875,7250.4052734375,7291.12060546875,7087.30078125,6593.0693359375,5963.3134765625,5267.05078125,4589.00390625,3992.369873046875,3984.814208984375,4475.28662109375,5942.1865234375
Nakonde,2006,6679.33349609375,6884.37890625,7082.49755859375,6889.19580078125,6327.01611328125,5631.79736328125,4592.76513671875,3864.829833984375,3371.35400390625,3495.31298828125,4012.987548828125,5410.53125
Chavuma,2006,5511.74951171875,5842.748046875,5996.59619140625,5763.51806640625,5145.66552734375,4492.16943359375,3829.794677734375,3398.262939453125,3537.64306640625,3541.781005859375,4255.65869140625,5116.4833984375
Kabompo,2006,7739.86669921875,7878.31298828125,7710.6796875,7665.56884765625,7281.3564453125,6791.126953125,6196.41943359375,5356.42626953125,4984.046875,5242.33447265625,5997.02978515625,7412.29443359375
Kasempa,2006,7739.76708984375,7804.22119140625,7643.62890625,7482.8701171875,6877.24755859375,6095.748046875,5459.31884765625,4681.64990234375,4336.77001953125,4496.32275390625,5195.19970703125,7239.2861328125
Mufumbwe,2006,7747.087890625,7726.248046875,7573.92138671875,7400.26123046875,6782.8916015625,6012.55126953125,5322.1796875,4564.66552734375,4239.443359375,4512.3173828125,5130.8193359375,7205.68310546875
Mwinilunga,2006,7928.2666015625,7813.59423828125,7651.8837890625,7624.462890625,7109.75732421875,6362.01171875,5620.72607421875,4906.13623046875,5207.3671875,6202.0966796875,6720.119140625,7682.2197265625
Solwezi,2006,7831.65576171875,7910.09130859375,7728.626953125,7691.87890625,7164.25048828125,6276.01220703125,5534.00244140625,4709.40283203125,4869.34912109375,5706.1083984375,6310.13037109375,7460.37109375
Zambezi,2006,6527.87744140625,6889.32421875,6912.36865234375,6704.45556640625,6174.67041015625,5624.58837890625,5042.27490234375,4369.9921875,4151.86181640625,4151.3994140625,4840.61376953125,6053.818359375
Chilubi,2006,6252.177734375,6347.52294921875,6464.48193359375,6072.43310546875,5865.93115234375,5418.26318359375,4817.60205078125,4213.6875,3742.023681640625,3960.355712890625,4407.00927734375,5665.95263671875
Kaputa,2006,6928.8134765625,7223.5087890625,7103.21142578125,6897.955078125,6272.9638671875,5354.65380859375,4214.59228515625,3381.070556640625,3275.3154296875,3663.130126953125,4563.7509765625,6333.13671875
Kasama,2006,7228.96826171875,7571.46435546875,7575.47900390625,7391.103515625,6892.0205078125,6238.4365234375,5529.2734375,4874.962890625,4310.6513671875,4477.0810546875,4991.36474609375,6370.69287109375
Luwingu,2006,7696.40869140625,7590.12744140625,7719.86083984375,7459.12353515625,6910.91552734375,6176.10205078125,5397.15478515625,4750.04833984375,4221.404296875,4339.9990234375,5164.47265625,7058.16552734375
Mbala,2006,6946.3681640625,7157.34521484375,7320.7783203125,7022.314453125,6601.833984375,5901.5224609375,4922.2080078125,4189.90771484375,3740.081787109375,4027.57470703125,4845.26123046875,5793.0517578125
Mporokoso,2006,7462.93798828125,7807.04931640625,7667.16259765625,7507.70458984375,7068.32421875,6464.98974609375,5710.09375,4930.09912109375,4376.80029296875,4868.12451171875,5767.77001953125,6929.36572265625
Mpulungu,2006,6837.92724609375,7358.3173828125,7410.0595703125,7256.4208984375,6805.65234375,6086.18701171875,5299.142578125,4395.18603515625,3941.23583984375,4501.10400390625,5027.80517578125,6279.21630859375
Mungwi,2006,6695.22509765625,7011.498046875,7188.025390625,7031.970703125,6563.69384765625,5934.31201171875,5102.18798828125,4377.0361328125,3807.625244140625,3997.275390625,4562.58935546875,5692.076171875
Choma,2006,6509.68115234375,6869.86083984375,6869.8828125,6365.30908203125,5418.904296875,4523.822265625,3870.266357421875,3373.01318359375,3093.414306640625,2645.9033203125,2898.192626953125,6027.60888671875
Gwembe,2006,6704.07421875,6917.80517578125,7057.87255859375,6582.54345703125,5914.19482421875,5101.95263671875,4428.580078125,3857.483642578125,3244.824951171875,2676.68994140625,3110.937255859375,6146.10302734375
Itezhi-Tezhi,2006,6749.86572265625,6772.79736328125,6823.291015625,6527.7607421875,5580.24658203125,4673.7236328125,3875.032470703125,3257.86962890625,2986.96533203125,2298.390625,2543.125244140625,6099.52197265625
Kalomo,2006,6356.015625,6612.83935546875,6778.41357421875,6135.81982421875,5133.0087890625,4285.4970703125,3700.01025390625,3191.2568359375,2884.703125,2468.359375,2664.15673828125,5466.83984375
Kazungula,2006,6896.8974609375,7145.55322265625,7140.88818359375,6630.14599609375,5758.99462890625,4888.66748046875,4275.93603515625,3614.0908203125,3143.084228515625,2587.782470703125,2877.695556640625,5794.958984375
Livingstone,2006,6614.1875,7065.0126953125,7090.685546875,6404.81201171875,5539.46240234375,4700.771484375,4123.43994140625,3546.874755859375,3098.19189453125,2598.44482421875,2849.814208984375,5605.81982421875
Mazabuka,2006,7283.5556640625,7325.1318359375,7267.25146484375,6755.5009765625,5734.65087890625,4882.24951171875,4334.826171875,3786.672607421875,3369.82763671875,2741.80419921875,2978.285400390625,6186.95556640625
Monze,2006,6892.53857421875,7025.43359375,7015.74560546875,6401.01123046875,5326.4306640625,4420.51220703125,3788.360595703125,3263.775634765625,2915.4248046875,2471.6025390625,2594.521728515625,6289.630859375
Namwala,2006,7156.75927734375,7104.3017578125,7039.83740234375,6764.158203125,5967.35986328125,5097.53271484375,4380.66943359375,3699.80908203125,3290.245361328125,2689.933349609375,3106.69970703125,6365.3798828125
Siavonga,2006,6835.96923828125,6967.0732421875,7084.30078125,6609.3447265625,5512.83984375,4632.6904296875,4092.244140625,3593.744140625,3141.25830078125,2688.167724609375,2887.510498046875,6169.9404296875
Sinazongwe,2006,6304.056640625,6552.0400390625,6668.50439453125,6057.33837890625,5451.1005859375,4846.8056640625,4424.1875,3804.0048828125,3228.945556640625,2564.2724609375,2972.428955078125,5633.23095703125
Kalabo,2006,5246.05908203125,5383.02197265625,5259.44140625,5225.2880859375,4731.70556640625,4282.3994140625,3831.2998046875,3349.03857421875,3299.04296875,3185.8173828125,3498.92822265625,4635.21728515625
Kaoma,2006,7284.8125,7118.6689453125,7024.44580078125,6691.97216796875,6028.6689453125,5446.490234375,4944.31396484375,4307.349609375,3957.347900390625,4044.9921875,4915.2958984375,6444.22119140625
Lukulu,2006,6272.3330078125,6562.5068359375,6479.07080078125,6341.1669921875,5837.83349609375,5296.98974609375,4730.9404296875,4110.462890625,3949.226318359375,3790.0478515625,4373.49755859375,5817.6044921875
Mongu,2006,6159.3779296875,6261.02001953125,6015.87109375,5807.77197265625,5336.58837890625,4897.31591796875,4400.22900390625,3842.0908203125,3753.19921875,3532.579345703125,4098.01171875,5564.580078125
Senanga,2006,6247.01123046875,6144.08251953125,5936.60791015625,5647.00732421875,5086.38525390625,4694.818359375,4292.27734375,3736.822265625,3498.598876953125,3319.403076171875,3986.118408203125,5464.361328125
Sesheke,2006,6832.47705078125,6854.7333984375,6681.25146484375,6182.3056640625,5440.12158203125,4750.52587890625,4286.0546875,3673.41650390625,3381.421875,2905.8720703125,3472.5029296875,5726.42724609375
Shangombo,2006,6058.39208984375,6260.29150390625,6134.4775390625,5848.8916015625,5019.27001953125,4233.0830078125,3735.69384765625,3236.869384765625,3112.827880859375,2582.00634765625,2974.44921875,5016.56494140625
Chibombo,2007,7073.93212890625,7316.19921875,7018.31982421875,6540.330078125,5357.47119140625,4499.85205078125,3874.6943359375,3397.23486328125,3251.729248046875,3552.003173828125,3962.45166015625,6494.64013671875
Kabwe,2007,7156.3427734375,7242.1796875,6946.28955078125,6519.31982421875,5167.892578125,4423.8056640625,3802.850341796875,3356.313232421875,3211.86279296875,3515.903076171875,3865.051025390625,6162.12158203125
Kapiri Mposhi,2007,7161.8720703125,7231.25439453125,7171.29541015625,6799.2734375,5923.21142578125,5187.41845703125,4539.6611328125,3958.83544921875,3780.753662109375,4319.58203125,4921.9140625,6716.91015625
Mkushi,2007,7222.25927734375,7442.119140625,7395.599609375,6878.1650390625,6203.857421875,5668.34765625,5095.2353515625,4442.14794921875,3884.880615234375,4048.62744140625,5090.61572265625,6597.14697265625
Mumbwa,2007,7455.26416015625,7666.9736328125,7424.798828125,6999.0556640625,5922.40185546875,4887.9404296875,4136.77587890625,3606.048095703125,3412.248779296875,3982.002197265625,4766.82275390625,6877.75244140625
Serenje,2007,7295.98291015625,7393.232421875,7350.18212890625,6963.3251953125,6418.16650390625,5842.09814453125,5227.7783203125,4616.60693359375,3938.45947265625,4318.6953125,5435.0341796875,6734.00146484375
Chililabombwe,2007,7478.8193359375,7647.8828125,7682.32421875,7037.56396484375,5959.4404296875,5116.94189453125,4494.3388671875,3966.156982421875,4139.013671875,4865.86474609375,5975.81396484375,7037.5966796875
Chingola,2007,7498.2685546875,7404.49462890625,7560.54443359375,6898.861328125,5977.42333984375,5113.85888671875,4459.99951171875,3855.536376953125,4036.952880859375,4820.47998046875,5950.0693359375,6907.5625
Kalulushi,2007,7423.22607421875,7489.1796875,7796.79052734375,7113.01513671875,6160.0859375,5319.7822265625,4691.98779296875,4014.16796875,3980.35107421875,4857.06396484375,5613.59814453125,6304.41455078125
Kitwe,2007,6930.94287109375,7237.56201171875,7179.1279296875,6521.2978515625,5513.44189453125,4728.43017578125,4115.3525390625,3564.321533203125,3563.351806640625,4291.97509765625,5074.314453125,6021.09033203125
Luanshya,2007,6895.47412109375,7282.7734375,7203.92529296875,6487.8466796875,5537.31494140625,4779.48388671875,4207.34033203125,3623.1728515625,3564.030029296875,4209.4296875,4845.310546875,6082.7236328125
Lufwanyama,2007,7715.2978515625,7763.5625,7921.4345703125,7504.2744140625,6808.177734375,6065.05419921875,5432.67529296875,4652.267578125,4683.83251953125,5679.38720703125,6514.77001953125,7359.99267578125
Masaiti,2007,7465.77880859375,7692.68408203125,7655.8154296875,7090.443359375,6112.712890625,5523.89794921875,4805.4619140625,4049.788330078125,3975.171875,4671.73681640625,5351.91748046875,6344.66943359375
Mpongwe,2007,7605.85400390625,7649.62841796875,7765.98681640625,7247.77587890625,6493.64599609375,5770.09521484375,5110.58349609375,4368.09033203125,4267.06005859375,4979.72607421875,5687.14013671875,6950.20556640625
Mufulira,2007,7243.673828125,7473.57470703125,7500.36083984375,6879.43359375,5994.39892578125,5243.16357421875,4673.91650390625,3974.59814453125,3961.634765625,4769.0498046875,5428.845703125,6466.80322265625
Ndola,2007,6561.81103515625,7221.8134765625,7164.56103515625,6482.22314453125,5309.75390625,4584.005859375,3943.818115234375,3442.8525390625,3454.98876953125,3966.0078125,4515.81201171875,5530.07568359375
Chadiza,2007,6535.4248046875,6613.87158203125,6669.85400390625,6685.1748046875,5914.5029296875,5185.875,4654.50390625,3857.344970703125,3348.657958984375,3348.640625,4176.1240234375,5854.92138671875
Chipata,2007,7070.39794921875,7160.66162109375,7242.24951171875,6957.49609375,5934.49853515625,5021.66552734375,4321.7958984375,3596.81201171875,3247.88037109375,3192.391845703125,3913.42431640625,6011.12890625
Katete,2007,6551.3056640625,6686.26513671875,6761.89501953125,6545.435546875,5603.791015625,4680.333984375,4006.912109375,3312.590576171875,3024.22021484375,3012.49853515625,3490.26416015625,5214.23046875
Lundazi,2007,7072.25634765625,7078.6923828125,7128.017578125,6929.5390625,6146.50341796875,5296.36962890625,4552.62939453125,3903.723388671875,3410.257568359375,3224.094970703125,3887.093505859375,5903.349609375
Mambwe,2007,7739.8466796875,7732.533203125,7689.60791015625,7334.69384765625,6331.64794921875,5294.45458984375,4429.1650390625,3643.56103515625,3275.1748046875,3099.8740234375,4308.11865234375,6797.54248046875
Nyimba,2007,7224.16015625,7314.84130859375,7327.61474609375,6966.02392578125,5943.93115234375,4995.91845703125,4194.69677734375,3462.57373046875,3112.4560546875,3171.500244140625,3816.098876953125,6023.09765625
Petauke,2007,7534.71533203125,7772.408203125,7703.7275390625,7323.68359375,6435.43603515625,5415.8115234375,4531.09912109375,3753.431396484375,3281.7919921875,3324.968017578125,4457.681640625,6590.67529296875
Chiengi,2007,5597.09423828125,5504.91796875,6162.0498046875,5854.169921875,6138.11474609375,5250.02001953125,4349.40673828125,2652.720458984375,3147.058837890625,3412.373291015625,4561.29736328125,6226.41748046875
Kawambwa,2007,7596.88671875,7537.49755859375,7592.30419921875,7559.9619140625,7027.1904296875,6365.017578125,5577.85888671875,4785.46044921875,4443.37939453125,5256.86962890625,6692.50830078125,7429.13818359375
Mansa,2007,7626.392578125,7643.66796875,7492.935546875,7206.9951171875,6444.49755859375,5647.98193359375,4966.88232421875,4253.88134765625,3889.935791015625,4578.8369140625,5734.412109375,7360.30419921875
Milenge,2007,7771.47802734375,7736.064453125,7696.99658203125,7336.87841796875,6450.5,5718.5283203125,4985.6572265625,4405.58740234375,4285.794921875,5056.3583984375,5995.1884765625,7370.72705078125
Mwense,2007,7639.3056640625,7635.1533203125,7662.5078125,7513.0751953125,6829.75146484375,6022.11572265625,5247.32861328125,4469.6259765625,3966.273193359375,4826.04736328125,5943.1572265625,7392.97509765625
Nchelenge,2007,4772.6015625,4056.152099609375,6063.12158203125,4949.77783203125,5703.4228515625,5764.6591796875,4910.45458984375,2877.83984375,3448.886962890625,3069.38623046875,4457.361328125,5187.22802734375
Samfya,2007,5813.96630859375,6177.67626953125,6180.76953125,5840.5830078125,5573.1513671875,5090.7646484375,4613.84814453125,4192.6494140625,3971.896484375,3905.16259765625,4558.9658203125,5702.7236328125
Chongwe,2007,7184.46728515625,7601.73828125,7390.93115234375,6994.701171875,6062.99755859375,5340.046875,4653.10302734375,3854.497802734375,3356.571044921875,3556.05712890625,4356.99853515625,6141.05615234375
Kafue,2007,7154.1103515625,7679.84912109375,7286.37060546875,6680.9169921875,5541.1484375,4780.2763671875,4190.87744140625,3631.9501953125,3218.605224609375,3543.91015625,3979.23779296875,6027.87158203125
Luangwa,2007,7154.560546875,7622.93408203125,7387.09619140625,6789.8134765625,5646.1884765625,4757.1064453125,4247.0634765625,3751.63720703125,3377.43701171875,3467.462158203125,4205.57373046875,5717.9453125
Lusaka,2007,5522.57958984375,6360.12451171875,5674.15771484375,5012.16357421875,3903.873291015625,3384.54296875,3011.365478515625,2786.37646484375,2652.750732421875,2970.21142578125,3099.307861328125,4333.04931640625
Chama,2007,7560.41796875,7476.31494140625,7537.21142578125,7300.7958984375,6658.4951171875,5840.5673828125,4976.986328125,4065.788818359375,3527.923828125,3118.594482421875,3560.784423828125,6703.109375
Chinsali,2007,7279.431640625,7220.49853515625,7191.353515625,6901.119140625,6295.79052734375,5812.076171875,5245.34228515625,4638.77001953125,4149.1708984375,3800.384765625,4596.49755859375,6309.78515625
Isoka,2007,7406.56591796875,7490.78759765625,7465.92138671875,7281.39306640625,6701.712890625,6069.66455078125,5256.0625,4316.884765625,3821.831787109375,3360.108154296875,3773.093994140625,6579.8251953125
Mpika,2007,7303.60791015625,7217.27685546875,7293.0703125,6900.4501953125,6254.7998046875,5666.21142578125,5089.44580078125,4554.01123046875,3991.903564453125,3933.82275390625,4833.5087890625,6406.54931640625
Nakonde,2007,6997.1220703125,7132.95361328125,7044.9619140625,6768.53662109375,5994.626953125,5250.42529296875,4369.0380859375,3695.46826171875,3512.682861328125,3238.679931640625,3812.284912109375,6105.015625
Chavuma,2007,5559.6748046875,5554.33740234375,5749.74169921875,5586.4755859375,4946.203125,4245.5927734375,3735.391357421875,3567.806884765625,3591.64599609375,4215.59375,4975.91943359375,5485.45703125
Kabompo,2007,7602.62158203125,7792.3994140625,7678.72119140625,7547.0498046875,6998.43408203125,6571.41552734375,5988.423828125,5485.22314453125,5123.1640625,6159.732421875,7190.130859375,7612.37353515625
Kasempa,2007,7519.16015625,7812.93798828125,7863.0478515625,7477.498046875,6721.2578125,6032.0634765625,5365.3291015625,4658.24365234375,4406.828125,5184.177734375,6361.20361328125,7539.4833984375
Mufumbwe,2007,7564.71044921875,7712.30908203125,7630.8310546875,7408.61279296875,6607.7646484375,5904.83740234375,5152.9091796875,4528.17822265625,4312.1923828125,5258.5107421875,6611.9296875,7620.6162109375
Mwinilunga,2007,7654.08251953125,7665.37158203125,7612.39013671875,7510.06884765625,6834.849609375,6122.19384765625,5437.478515625,5088.88134765625,5527.71875,6576.09814453125,7590.58984375,7786.052734375
Solwezi,2007,7681.65185546875,7819.69091796875,7845.9765625,7601.2705078125,6855.73095703125,6032.29736328125,5390.8134765625,4742.9794921875,5088.84521484375,5949.38720703125,7117.146484375,7759.34912109375
Zambezi,2007,6611.72607421875,6692.60205078125,6677.794921875,6537.63232421875,5966.142578125,5434.3935546875,4924.11376953125,4481.24755859375,4188.91845703125,4995.2587890625,5960.3115234375,6601.8583984375
Chilubi,2007,5842.0576171875,5940.24951171875,5999.4765625,5761.02392578125,5542.62158203125,5066.5888671875,4683.04150390625,4295.6689453125,3957.465087890625,3683.534423828125,4762.81005859375,5643.6865234375
Kaputa,2007,6992.482421875,6976.2705078125,7028.5322265625,6786.9169921875,6137.98046875,5217.423828125,4110.30908203125,3480.95849609375,3474.792724609375,3626.582763671875,5357.69873046875,6498.6044921875
Kasama,2007,7591.9912109375,7438.53369140625,7434.185546875,7162.1923828125,6440.232421875,5862.3330078125,5245.8046875,4678.00146484375,4153.20361328125,3975.499267578125,5282.140625,6972.13427734375
Luwingu,2007,7601.8193359375,7551.021484375,7550.01123046875,7304.3583984375,6467.29833984375,5816.12744140625,5164.33447265625,4546.4833984375,4131.35791015625,4080.126953125,5499.52490234375,7138.7919921875
Mbala,2007,7269.06396484375,7217.86669921875,7101.6220703125,6977.42529296875,6113.46875,5483.85791015625,4707.00048828125,4037.84130859375,3732.556884765625,3711.353515625,4746.591796875,6543.26171875
Mporokoso,2007,7601.2607421875,7545.48095703125,7525.3056640625,7370.79248046875,6711.46484375,6133.736328125,5386.53515625,4629.6083984375,4184.4833984375,4648.32080078125,6036.1552734375,7163.45654296875
Mpulungu,2007,7304.64697265625,7301.90625,7289.939453125,7159.3994140625,6378.6669921875,5770.53466796875,4900.97314453125,4195,3920.40283203125,4031.683349609375,5555.82080078125,6617.04248046875
Mungwi,2007,7338.70166015625,7129.51513671875,7052.26904296875,6824.5673828125,6174.9833984375,5628.8056640625,4855.73876953125,4228.3056640625,3752.035400390625,3491.391357421875,4571.71337890625,6759.4013671875
Choma,2007,6594.94287109375,7144.84716796875,6889.578125,6329.716796875,5256.27392578125,4346.94970703125,3737.656494140625,3257.423828125,3014.555908203125,3305.09765625,3603.1640625,5270.8232421875
Gwembe,2007,6594.76513671875,6977.396484375,6931.3095703125,6599.783203125,5737.35693359375,4953.9189453125,4336.56884765625,3675.570556640625,3251.254150390625,3076.460205078125,3415.19287109375,5466.7197265625
Itezhi-Tezhi,2007,6669.7587890625,7085.017578125,6886.11767578125,6450.58447265625,5460.65380859375,4399.75390625,3675.9951171875,3164.759765625,2969.625,3236.514404296875,3464.7939453125,5598.06103515625
Kalomo,2007,6266.69677734375,6756.7685546875,6268.716796875,5707.08154296875,4517.93115234375,3713.1005859375,3228.468505859375,2877.803955078125,2696.107177734375,3074.625244140625,3524.992919921875,5229.5986328125
Kazungula,2007,6726.71875,7082.921875,6709.34814453125,6178.47998046875,5063.66357421875,4153.248046875,3616.9609375,3170.801513671875,2931.683837890625,3537.28662109375,4618.75439453125,5863.93505859375
Livingstone,2007,6585.40478515625,6791.48291015625,6191.56396484375,5568.7236328125,4419.61181640625,3670.82763671875,3282.2958984375,2978.408935546875,2790.072998046875,3490.90185546875,4455.041015625,5887.333984375
Mazabuka,2007,6802.431640625,7460.927734375,7129.05224609375,6588.001953125,5405.1982421875,4634.748046875,4044.109619140625,3543.662353515625,3283.64306640625,3450.3740234375,3724.70068359375,5483.50341796875
Monze,2007,6640.72265625,7193.1494140625,7059.33203125,6521.0927734375,5352.10986328125,4297.06494140625,3610.083740234375,3126.720458984375,2833.94140625,2993.539794921875,3170.51025390625,5001.59765625
Namwala,2007,7167.63232421875,7425.06689453125,7058.630859375,6744.41845703125,5805.11181640625,4789.75,4135.6865234375,3601.91552734375,3328.923095703125,3938.2822265625,4755.0205078125,6355.80419921875
Siavonga,2007,6404.623046875,7044.6513671875,6747.73095703125,6331.3388671875,5287.474609375,4370.70458984375,3804.03662109375,3340.7451171875,2993.706298828125,3037.904541015625,3248.04296875,4931.16845703125
Sinazongwe,2007,6148.806640625,6331.09326171875,6075.6865234375,5760.3037109375,4871.42822265625,4346.34326171875,3936.521484375,3552.141357421875,3147.593017578125,3016.649658203125,3306.9619140625,5065.88232421875
Kalabo,2007,5287.36962890625,5220.06103515625,5340.7158203125,5190.310546875,4620.47509765625,4134.4072265625,3625.14794921875,3351.81884765625,3358.139404296875,3867.011962890625,4480.837890625,5016.31787109375
Kaoma,2007,7061.52783203125,7162.82373046875,6992.1943359375,6731.44677734375,6014.70751953125,5422.37890625,4868.7744140625,4364.11962890625,4051.001953125,5026.7080078125,6055.9052734375,6795.349609375
Lukulu,2007,6394.78271484375,6349.66796875,6394.4033203125,6249.169921875,5635.9267578125,5115.080078125,4583.083984375,4165.71630859375,4004.39599609375,4531.306640625,5538.166015625,6142.34912109375
Mongu,2007,6061.2353515625,5834.7763671875,5858.0341796875,5763.71337890625,5194.31640625,4755.34765625,4199.3798828125,3767.85498046875,3646.31982421875,4453.0400390625,5142.61572265625,5622.93798828125
Senanga,2007,5929.9365234375,5859.83251953125,5744.3212890625,5592.44873046875,4989.80224609375,4591.84716796875,4091.351318359375,3645.012451171875,3503.836181640625,4276.4150390625,5251.16162109375,5839.39990234375
Sesheke,2007,6411.94580078125,6551.4609375,6401.9833984375,6066.41357421875,5174.552734375,4496.712890625,3962.32080078125,3466.26171875,3227.056884765625,4094.21337890625,5223.51953125,6085.62841796875
Shangombo,2007,5780.3359375,6094.47509765625,5869.39697265625,5441.70166015625,4488.0517578125,3761.432861328125,3219.904296875,2921.207275390625,2875.025146484375,3582.177734375,4612.88818359375,5431.94189453125
Chibombo,2008,7056.71142578125,7227.4169921875,6912.21875,6372.5078125,5342.1494140625,4588.2568359375,3857.048583984375,3425.208984375,3286.121337890625,3539.026123046875,4031.676025390625,5631.390625
Kabwe,2008,7155.08984375,7144.93408203125,6831.8544921875,6212.34521484375,5009.97314453125,4240.45263671875,3671.1083984375,3317.932861328125,3203.285400390625,3546.0673828125,4288.83056640625,5544.06689453125
Kapiri Mposhi,2008,7173.62158203125,7222.01171875,7033.0009765625,6615.03955078125,5804.16650390625,5100.7255859375,4409.45654296875,3973.848876953125,3804.491455078125,4293.18115234375,5030.90966796875,6330.66015625
Mkushi,2008,7368.02783203125,7534.1669921875,7230.7578125,6711.45849609375,6026.29931640625,5395.931640625,4875.12353515625,4287.361328125,3761.48486328125,4141.74365234375,5118.37939453125,5930.7216796875
Mumbwa,2008,7441.5322265625,7483.7744140625,7326.40771484375,6725.34521484375,5721.400390625,4791.53271484375,4044.355712890625,3577.166748046875,3444.312744140625,3903.26318359375,4770.3330078125,6770.6611328125
Serenje,2008,7280.0693359375,7371.35205078125,7252.24609375,6858.89111328125,6320.1416015625,5625.01025390625,5051.6708984375,4482.30615234375,3886.569580078125,4422.7841796875,5610.18212890625,6298.22802734375
